id,name,state,area,area_id,wikipedia,wikipedia__en,group_id,group,term,source,coalition,coalition_id,name__en,image,gender,identifier__isni,identifier__viaf,identifier__gnd,identifier__lcauth,identifier__sudoc,birth_date,death_date,identifier__freebase,given_name,identifier__nta,identifier__oxforddnb,identifier__munzinger,family_name,identifier__musicbrainz,identifier__nla,identifier__nndb,identifier__npg,identifier__cantic,identifier__fifa,website,identifier__bnf,twitter,name__de,name__es,name__fr,name__hi,name__id,name__io,name__ja,name__jv,name__ko,name__ms,name__oc,name__pt,name__ru,name__sv,name__th,name__zh,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__ca,name__ta,name__it,name__uk,name__nb,name__da,name__nn,name__nl,wikipedia__de,wikipedia__es,wikipedia__fr,wikipedia__hi,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ko,wikipedia__ms,wikipedia__oc,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__uk,wikipedia__zh,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ml,name__vi,name__sh,name__bcl,name__ar,name__tr,name__fi,name__fa,name__tl,name__min,name__az,name__bn,wikipedia__ar,wikipedia__az,wikipedia__bcl,wikipedia__bn,wikipedia__commons,wikipedia__da,wikipedia__fa,wikipedia__fi,wikipedia__min,wikipedia__ml,wikipedia__no,wikipedia__pl,wikipedia__sh,wikipedia__tl,wikipedia__tr,wikipedia__vi,wikipedia__nl,name__cs,name__sk,wikipedia__simple,name__sco,wikipedia__enwikiquote,wikipedia__sco,name__yo,name__et,name__el,name__yue,name__my,name__wuu,name__lt,name__eo,name__ckb,name__lv,name__la,name__hak,wikipedia__ckb,wikipedia__cs,wikipedia__el,wikipedia__enwikinews,wikipedia__eo,wikipedia__eowikinews,wikipedia__et,wikipedia__hak,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__my,wikipedia__thwikiquote,wikipedia__wuu,wikipedia__yo,wikipedia__zh_yue,wikipedia__ca,name__mr,name__kn,name__pa,name__ur,name__ne,wikipedia__kn,wikipedia__mr,wikipedia__ne,wikipedia__pa,wikipedia__ur,name__nds,name__vmf,name__eu,name__war,name__kk,name__qu,wikipedia__eu,wikipedia__kk,wikipedia__nnwikiquote,wikipedia__plwikiquote,wikipedia__qu,wikipedia__war,name__lmo,identifier__imdb,name__hu,name__gl,wikipedia__gl,wikipedia__hu,name__ka,wikipedia__ka,name__zh_my,name__nan,name__so,name__sa,name__is,name__mk,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__bs,name__sr,name__mg,name__ace,name__new,name__ba,wikipedia__ace,wikipedia__arwikiquote,wikipedia__ba,wikipedia__bswikiquote,wikipedia__dewikiquote,wikipedia__is,wikipedia__itwikiquote,wikipedia__mg,wikipedia__mk,wikipedia__new,wikipedia__sa,wikipedia__so,wikipedia__sr,wikipedia__trwikiquote,wikipedia__zh_min_nan,name__ky,wikipedia__ky,name__hr,wikipedia__hr,name__zh_mo
zainal_abidin_johari,Zainal Abidin Johari,Kedah,"Sik, Kedah",P012-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raja_ariffin_raja_sulaiman,Raja Ariffin Raja Sulaiman,Kedah,"Baling, Kedah",P013-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abdul_manaf_ahmad,Abdul Manaf Ahmad,Kedah,"Sungai Petani, Kedah",P014-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chew_kam_hoy,Chew Kam Hoy,Kedah,"Padang Serai, Kedah",P015-7,,,MCA,Malaysian Chinese Association,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abdul_kadir_sheikh_fadzir,Abdul Kadir Sheikh Fadzir,Kedah,"Kulim-Bandar Baharu, Kedah",P016-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dusuki_ahmad,Dusuki Ahmad,Kelantan,"Tumpat, Kelantan",P017-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abdullah_arshad,Abdullah Arshad,Kelantan,"Pengkalan Chepa, Kelantan",P018-7,,,PAS,Pan-Malaysian Islamic Party,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tengku_ahmad_rithauddeen_tengku_ismail,Tengku Ahmad Rithauddeen Tengku Ismail,Kelantan,"Kota Bharu, Kelantan",P019-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrahim_ali_(malaysia),Ibrahim Ali,Kelantan,"Pasir Mas, Kelantan",P020-7,http://en.wikipedia.org/wiki/Ibrahim_Ali_(Malaysia),Ibrahim Ali (Malaysia),UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,Ibrahim Ali,,male,,313416017,,,,1957-01-25,,/m/09rxcw4,Ibrahim,,,,,,,,,,,,,,Ibrahim Ali,Ibrahim Ali,Ibrahim Ali,,Ibrahim Ali,,,,,Ibrahim Ali (Malaysia),,,,,,依布拉欣,,,,,,,,,,,,,,,,,Ibrahim Ali (Malaysia),,,,,,Ibrahim Ali (Malaysia),,,,,,,,依布拉欣阿里,,,,,,,,,,,,,,,ابراهیم علی,,,,,,,,,,,ابراهیم علی,,,,,,,,,,,,,,,Ibrahim Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mohamed_yaacob,Mohamed Yaacob,Kelantan,"Rantau Panjang, Kelantan",P021-7,http://en.wikipedia.org/wiki/Mohamed_Yaacob,Mohamed Yaacob,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,Mohamed Yaacob,,male,,,,,,1926-01-03,2009-09-08,,Mohamed,,,,,,,,,,,,,,Mohamed Yaacob,,Mohamed Yaacob,,Mohamed Yaacob,,,,,Mohamed Yaacob,,,,Mohamed Yaacob,,,,,,,,,,,Mohamed Yaacob,Mohamed Yaacob,Mohamed Yaacob,,,,,,Mohamed Yaacob,,,,,,Mohamed Yaacob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mohamed_ali_(malaysia),Mohamed Ali,Kelantan,"Nilam Puri, Kelantan",P022-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mohd._zain_abdullah,Mohd. Zain Abdullah,Kelantan,"Bachok, Kelantan",P023-7,,,HAMIM,Parti Hizbul Muslimin Malaysia,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_omar_wan_majid,Wan Omar Wan Majid,Kelantan,"Pasir Puteh, Kelantan",P024-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abdullah_ahmad,Abdullah Ahmad,Kelantan,"Kok Lanas, Kelantan",P025-7,http://en.wikipedia.org/wiki/Abdullah_Ahmad,Abdullah Ahmad,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,Abdullah Ahmad,,male,,263737328,,,,1937-07-04,,,Abdullah,,,,,,,,,,,,,,Abdullah Ahmad,Abdullah Ahmad,Abdullah Ahmad,,,,,,,Abdullah Ahmad,,,,Abdullah Ahmad,,,,,,,,,,,Abdullah Ahmad,Abdullah Ahmad,Abdullah Ahmad,Abdullah Ahmad,,,,,,,,,,,Abdullah Ahmad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hashim_safin,Hashim Safin,Kelantan,"Tanah Merah, Kelantan",P026-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mohd._kassim_ahmed,Mohd. Kassim Ahmed,Kelantan,"Machang, Kelantan",P027-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mohamed_isa_(malaysia),Mohamed Isa,Kelantan,"Kuala Krai, Kelantan",P028-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tengku_razaleigh_hamzah,Tengku Razaleigh Hamzah,Kelantan,"Gua Musang, Kelantan",P029-7,http://en.wikipedia.org/wiki/Tengku_Razaleigh_Hamzah,Tengku Razaleigh Hamzah,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,Tengku Razaleigh Hamzah,,male,,25979961,,,,1937-04-13,,,,,,,,,,,,,,,,,Tengku Razaleigh Hamzah,Tengku Razaleigh Hamzah,Tengku Razaleigh Hamzah,,Tengku Razaleigh Hamzah,,,,,Tengku Razaleigh bin Tengku Mohd Hamzah,,,,,,东姑拉沙里,,,,,,,,,,,,,,,,,Tengku Razaleigh Hamzah,,,,,,Tengku Razaleigh bin Tengku Mohd Hamzah,,,,,,,,东姑拉沙里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zakaria_abdul_rahman,Zakaria Abdul Rahman,Terengganu,"Besut, Terengganu",P030-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mohamed_yusof_mohamed_noor,Mohamed Yusof Mohamed Noor,Terengganu,"Setiu, Terengganu",P031-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrahim_azmi_hassan,Ibrahim Azmi Hassan,Terengganu,"Kuala Nerus, Terengganu",P032-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zubir_embong,Zubir Embong,Terengganu,"Kuala Terengganu, Terengganu",P033-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abdul_rahman_bakar,Abdul Rahman Bakar,Terengganu,"Marang, Terengganu",P034-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alias_md._ali,Alias Md. Ali,Terengganu,"Hulu Terengganu, Terengganu",P035-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
awang_abdul_jabar,Awang Abdul Jabar,Terengganu,"Dungun, Terengganu",P036-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ismail_said,Ismail Said,Terengganu,"Kemaman, Terengganu",P037-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abdullah_ahmad_badawi,Abdullah Ahmad Badawi,Penang,"Kepala Batas, Penang",P038-7,http://en.wikipedia.org/wiki/Abdullah_Ahmad_Badawi,Abdullah Ahmad Badawi,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,Abdullah Ahmad Badawi,https://upload.wikimedia.org/wikipedia/commons/5/53/Abdullah_Badawi_2004.jpg,male,0000 0001 1497 5050,119263608,130656097,n89120654,,1939-11-26,,/m/01yynm,Abdullah,084588527,,00000024209,,,,,,,,,,,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,अब्दुल्लाह अहमद बदावी,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,アブドラ・バダウィ,Abdullah Ahmad Badawi,압둘라 아마드 바다위,Abdullah bin Ahmad Badawi,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,Абдулла Ахмад Бадави,Abdullah Ahmad Badawi,อับดุลละห์ อะห์มัด บาดาวี,阿都拉·巴达威,,Abdullah Ahmad Badawi,,,,அப்துல்லா அகமது படாவி,Abdullah Ahmad Badawi,Абдулла Ахмад Бадаві,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,अब्दुल्लाह अहमद बदावी,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,アブドラ・バダウィ,Abdullah Ahmad Badawi,압둘라 아마드 바다위,Abdullah bin Ahmad Badawi,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,Абдулла Ахмад Бадави,Abdullah Ahmad Badawi,அப்துல்லா அகுமது பதவீ,อับดุลละห์ อะห์มัด บาดาวี,Абдулла Ахмад Бадаві,阿都拉·巴达威,阿都拉·巴达威,阿都拉·巴達威,阿卜杜拉·巴達維,阿卜杜拉·巴达维,阿都拉·巴达威,阿布杜拉·巴達威,Abdullah Ahmad Badawi,,Abdullah bin Ahmad Badawi,,,عبد الله أحمد بدوي,Datuk Seri Abdullah bin Haji Ahmad Badawi,Abdullah Ahmad Badawi,عبدالله احمد بداوی,,,,,عبد الله أحمد بدوي,,,,,Abdullah Ahmad Badawi,عبدالله احمد بداوی,Abdullah Ahmad Badawi,,,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,,,Datuk Seri Abdullah bin Haji Ahmad Badawi,Abdullah bin Ahmad Badawi,,,,,,Abdullah Ahmad Badawi,,,Abdullah bin Ahmad Badawi,Αμπντουλάχ Αχμέτ Mπαντάουι,,,,,,,,,,,,Αμπντουλάχ Αχμέτ Μπαντάουι,,,,Abdullah bin Ahmad Badawi,,,,,,,,,,,,,,عبداللہ احمد بداوی,,,,,,عبداللہ احمد بداوی,,,,,,Abdullah Ahmad Badawi,,,,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,,,,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mohammed_yusoff_abdul_latib,Mohammed Yusoff Abdul Latib,Penang,"Tasek Gelugor, Penang",P039-7,,,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teoh_teik_huat,Teoh Teik Huat,Penang,"Bagan, Penang",P040-7,,,DAP,Democratic Action Party,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anwar_ibrahim,Anwar Ibrahim,Penang,"Permatang Pauh, Penang",P041-7,http://en.wikipedia.org/wiki/Anwar_Ibrahim,Anwar Ibrahim,UMNO,United Malays National Organisation,7,,Barisan Nasional,BN,Anwar Ibrahim,https://upload.wikimedia.org/wikipedia/commons/9/95/Anwar_980416.jpg,male,0000 0000 8205 3579,20869605,133296393,n84048632,116664959,1947-08-10,,/m/01yym5,Anwar,,,00000022850,Ibrahim,,,,,a1134880x,,,,,Anwar Ibrahim,Anwar Ibrahim,Anwar Ibrahim,,Anwar Ibrahim,,アンワル・イブラヒム,,안와르 이브라힘,Anwar Ibrahim,,,Анвар Ибрагим,Anwar Ibrahim,อันวาร์ อิบราฮิม,安華,,,,,,அன்வர் இப்ராகிம்,Anwar Ibrahim,,Anwar Ibrahim,Anwar Ibrahim,Anwar Ibrahim,Anwar Ibrahim,Anwar Ibrahim,Anwar Ibrahim,Anwar Ibrahim,,Anwar Ibrahim,,Anwar Ibrahim,アンワル・イブラヒム,,안와르 이브라힘,Anwar Ibrahim,,,Анвар Ибрагим,Anwar Ibrahim,அன்வர் இப்ராகீம்,อันวาร์ อิบราฮิม,,安華,安华,安華,安華,安瓦尔,安华,安華,Anwar Ibrahim,അൻവർ ഇബ്രാഹിം,Anwar Ibrahim,Anwar Ibrahim,Anwar Ibrahim,أنور إبراهيم,Enver İbrahim,Anwar Ibrahim,انور ابراهیم,Anwar Ibrahim,Anwar Ibrahim,Ənvər İbrahim,আনোয়ার ইব্রাহীম,أنور إبراهيم,Ənvər İbrahim,Anwar Ibrahim,আনোয়ার ইব্রাহীম,Anwar Ibrahim,Anwar Ibrahim,انور ابراهیم,Anwar Ibrahim,Anwar Ibrahim,അൻവർ ഇബ്രാഹിം,Anwar Ibrahim,Anwar Ibrahim,Anwar Ibrahim,Anwar Ibrahim,Enver İbrahim (siyasetçi),Anwar Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chian_heng_kai,Chian Heng Kai,Penang,"Bukit Mertajam, Penang",P042-7,,,DAP,Democratic Action Party,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goh_cheng_teik,Goh Cheng Teik,Penang,"Nibong Tebal, Penang",P043-7,,,Gerakan,Parti Gerakan Rakyat Malaysia,7,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gooi_hock_seng,Gooi Hock Seng,Penang,"Bukit Bendera, Penang",P044-7,,,DAP,Democratic Action Party,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
