id,given_name,family_name,birth_date,gender,area,area_id,group,group_id,term,source
ODMA,Oddvar J.,Majala,1932-03-09,male,Finnmark,Fi,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
ODPE,Oddrunn,Pettersen,1937-03-05,female,Finnmark,Fi,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
OLUE,Ole Gabriel,Ueland,1931-01-31,male,Rogaland,Ro,Senterpartiet,Sp,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
OLØE,Olaf,Øen,1925-07-05,male,Buskerud,Bu,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
PAN,Peter,Angelsen,1935-02-06,male,Nordland,No,Senterpartiet,Sp,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
PEAA,Per Almar,Aas,1929-06-11,male,Troms,Tr,Kristelig Folkeparti,KrF,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
PKF,Per-Kristian,Foss,1950-07-19,male,Oslo,Os,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
PT,Petter,Thomassen,1941-04-17,male,Nordland,No,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
RB,Ragnhild,Barland,1934-09-29,female,Telemark,Te,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
RBJ,Ragna Berget,Jørgensen,1941-11-19,female,Nordland,No,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
REAN,Reidun,Andreassen,1936-06-15,female,Østfold,Øs,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
REDU,Reidar,Due,1922-11-04,male,Nord-Trøndelag,NT,Senterpartiet,Sp,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
REST,Reiulf,Steen,1933-08-16,male,Akershus,Ak,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
RF,Ranveig,Frøiland,1945-09-15,female,Hordaland,Ho,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
RFH,Ranja,Hauglid,1945-04-25,female,Troms,Tr,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
RIOL,Rikard,Olsvik,1930-02-06,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
ROG,Roger,Gudmundseth,1938-06-15,male,Nord-Trøndelag,NT,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
RONI,Rolf,Nilssen,1928-01-25,male,Troms,Tr,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
ROPR,Rolf,Presthus,1936-07-29,male,Akershus,Ak,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
RQH,Ragnhild Queseth,Haarstad,1939-04-04,female,Hedmark,He,Senterpartiet,Sp,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
SFS,Siri Frost,Sterri,1944-09-20,female,Sør-Trøndelag,ST,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
SHS,Solveig,Sollie,1939-04-19,female,Telemark,Te,Kristelig Folkeparti,KrF,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
SIHO,Sigurd,Holemark,1934-09-08,male,Østfold,Øs,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
SIRØ,Sissel,Rønbeck,1950-05-24,female,Oslo,Os,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
SIVE,Sigurd,Verdal,1927-06-04,male,Vest-Agder,VA,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
SJ,Sigbjørn,Johnsen,1950-10-01,male,Hedmark,He,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
STER,Steinar,Eriksen,1939-05-22,male,Finnmark,Fi,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
SVAL,Svein,Alsaker,1940-03-11,male,Hordaland,Ho,Kristelig Folkeparti,KrF,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
SVMA,Sverre,Mauritzen,1943-10-06,male,Rogaland,Ro,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
TB,Thorbjørn,Berntsen,1935-04-13,male,Oslo,Os,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
TEGR,Terje,Granerud,1951-10-29,male,Akershus,Ak,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
THGU,Thor-Eirik Gulbrandsen,Mykland,1940-07-15,male,Akershus,Ak,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
THKD,Thor,Knudsen,1927-05-30,male,Vestfold,Ve,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
THKN,Thea,Knutzen,1930-07-04,female,Nordland,No,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
THKO,Theo,Koritzinsky,1941-11-02,male,Oslo,Os,Sosialistisk Venstreparti,SV,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
TOAS,Tora,Aasland,1942-11-06,female,Akershus,Ak,Sosialistisk Venstreparti,SV,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
TOAU,Tore,Austad,1935-04-08,male,Vest-Agder,VA,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
TTH,Tom,Thoresen,1947-05-16,male,Østfold,Øs,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
WESE,Wenche Frogn,Sellæg,1937-08-12,female,Nord-Trøndelag,NT,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
ÅGHO,Åge,Hovengen,1927-12-21,male,Oppland,Op,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
ÅGRA,Åge,Ramberg,1921-09-28,male,Vestfold,Ve,Kristelig Folkeparti,KrF,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
AAMO,Aase,Moløkken,1930-04-27,female,Buskerud,Bu,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
ÅSHA,Åshild,Hauan,1941-04-20,female,Nordland,No,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
ÅSIV,Åsa Solberg,Iversen,1929-04-07,female,Østfold,Øs,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89
AKFO,Aksel,Fossen,1919-11-29,male,Hordaland,Ho,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ALBJ,Alf Martin,Bjørnø,1923-11-10,male,Vestfold,Ve,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
AMSÆ,Ambjørg,Sælthun,1922-07-27,female,Sogn og Fjordane,SF,Senterpartiet,Sp,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ANBA,Anne-Lise,Bakken,1952-03-30,female,Hedmark,He,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ANT,Anders,Talleraas,1946-02-04,male,Møre og Romsdal,MR,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ARAS,Arne Alsåker,Spilde,1937-04-18,male,Hordaland,Ho,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ARBE,Arve,Berg,1935-05-01,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ARHE,Arent M.,Henriksen,1946-09-08,male,Sør-Trøndelag,ST,Sosialistisk Venstreparti,SV,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ARNI,Arne,Nilsen,1924-01-21,male,Hordaland,Ho,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ARNW,Arnljot,Norwich,1922-12-29,male,Troms,Tr,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ARSK,Arne,Skauge,1948-01-27,male,Hordaland,Ho,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ARWE,Arnold,Weiberg-Aurdal,1925-06-18,male,Møre og Romsdal,MR,Senterpartiet,Sp,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ASFR,Aslaug,Fredriksen,1918-11-09,female,Møre og Romsdal,MR,Kristelig Folkeparti,KrF,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ASGJ,Astrid,Gjertsen,1928-09-14,female,Aust-Agder,AA,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ASHA,Asbjørn,Haugstvedt,1926-11-20,male,Hordaland,Ho,Kristelig Folkeparti,KrF,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ASMA,Astrid Murberg,Martinsen,1932-05-08,female,Vestfold,Ve,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ASSJ,Asbjørn,Sjøthun,1927-07-20,male,Troms,Tr,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
BJEI,Bjarne,Mørk-Eidem,1936-10-04,male,Nordland,No,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
BJYT,Bjørn Erling,Ytterhorn,1923-08-17,male,Hordaland,Ho,Fremskrittspartiet,FrP,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
BKH,Brit,Hoel,1942-12-19,female,Aust-Agder,AA,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
CALO,Carl Fredrik,Lowzow,1927-08-05,male,Akershus,Ak,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
CHER,Christian,Erlandsen,1926-03-02,male,Hedmark,He,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
CIH,Carl I.,Hagen,1944-05-06,male,Oslo,Os,Fremskrittspartiet,FrP,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
CLFE,Claus Egil,Feyling,1916-12-09,male,Rogaland,Ro,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ED,Erik,Dalheim,1940-10-04,male,Buskerud,Bu,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
EIBO,Eivind,Bolle,1923-10-13,male,Nordland,No,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
EIFØ,Einar,Førde,1943-01-20,male,Akershus,Ak,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ELKO,Elsa,Kobberstad,1918-07-21,female,Nordland,No,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ENLI,Engly,Lie,1919-08-04,male,Vest-Agder,VA,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ERWR,Ernst,Wroldsen,1944-12-04,male,Vestfold,Ve,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
FFG,Fridtjof Frank,Gundersen,1934-10-29,male,Akershus,Ak,Uavhengig representant,Uav,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
FIKR,Finn,Kristensen,1936-07-24,male,Telemark,Te,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
FRKL,Ole Frithjof,Klemsdal,1923-07-26,male,Vest-Agder,VA,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
GEAP,Georg,Apenes,1940-04-05,male,Østfold,Øs,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
GHB,Gro Harlem,Brundtland,1939-04-20,female,Oslo,Os,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
GK,Grete,Knudsen,1940-10-13,female,Hordaland,Ho,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
GRVÆ,Grethe Kathrine,Værnø,1938-10-17,female,Oslo,Os,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
GS,Gunnar,Skaug,1940-05-25,male,Østfold,Øs,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
GUB,Gunnar,Berge,1940-08-29,male,Rogaland,Ro,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
GUHA,Guttorm,Hansen,1920-11-03,male,Nord-Trøndelag,NT,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
GUOL,Gunn Vigdis,Olsen-Hagen,1946-08-14,female,Rogaland,Ro,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
GUSC,Gunvor Margaret,Schnitler,1930-01-08,female,Sør-Trøndelag,ST,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
GUVA,Gunnar,Vada,1927-03-16,male,Nord-Trøndelag,NT,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
HADA,Harry,Danielsen,1936-09-14,male,Nordland,No,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
HAFR,Hans,Frette,1927-09-02,male,Rogaland,Ro,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
HAKV,Hanna,Kvanmo,1926-06-14,female,Nordland,No,Sosialistisk Venstreparti,SV,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
HALI,Harald U.,Lied,1927-04-29,male,Oppland,Op,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
HARO,Hans Hammond,Rossbach,1931-10-16,male,Møre og Romsdal,MR,Venstre,V,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
HASG,Hans,Svendsgård,1937-07-19,male,Nordland,No,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
HAST,Hans E.,Strand,1934-08-20,male,Buskerud,Bu,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
HATU,Hans Olav,Tungesvik,1936-05-22,male,Hordaland,Ho,Kristelig Folkeparti,KrF,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
HBA,Hallvard,Bakke,1943-02-04,male,Hordaland,Ho,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
HBL,Haakon,Blankenborg,1955-04-08,male,Oppland,Op,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
HEBØ,Helen Marie,Bøsterud,1940-02-15,female,Akershus,Ak,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
HEEI,Hermund,Eian,1927-12-03,male,Sør-Trøndelag,ST,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
HRSY,Harald,Synnes,1931-03-18,male,Vest-Agder,VA,Kristelig Folkeparti,KrF,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
HÅRA,Håkon,Randal,1930-07-09,male,Hordaland,Ho,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
INBA,Ingvar,Bakken,1920-07-22,male,Østfold,Øs,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
INBO,Ingeborg,Botnen,1934-02-09,female,Telemark,Te,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
INGJ,Inger Lise,Gjørv,1938-05-26,female,Nord-Trøndelag,NT,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
INKO,Inger,Koppernæs,1928-08-15,female,Møre og Romsdal,MR,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
INSA,Inger-Lise,Skarstein,1937-07-06,female,Hordaland,Ho,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
INWI,Ingrid I.,Willoch,1943-10-08,female,Vestfold,Ve,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
JEFL,Jens P.,Flå,1923-02-13,male,Sør-Trøndelag,ST,Kristelig Folkeparti,KrF,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
JEMA,Jens,Marcussen,1926-05-20,male,Rogaland,Ro,Fremskrittspartiet,FrP,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
JJJ,Johan J.,Jakobsen,1937-04-15,male,Nord-Trøndelag,NT,Senterpartiet,Sp,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
JOBE,Jo,Benkow,1924-08-15,male,Akershus,Ak,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
JOBT,Jostein,Berntsen,1943-02-05,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
JOBU,Johan,Buttedahl,1935-10-05,male,Buskerud,Bu,Senterpartiet,Sp,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
JOLØ,Johan C.,Løken,1944-07-27,male,Hedmark,He,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
JOSY,Johan,Syrstad,1924-02-03,male,Sør-Trøndelag,ST,Senterpartiet,Sp,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
JOVÅ,Johannes,Vågsnes,1923-03-07,male,Aust-Agder,AA,Kristelig Folkeparti,KrF,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
JP,Jan,Petersen,1946-06-11,male,Akershus,Ak,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
JPS,Jan P.,Syse,1930-11-25,male,Oslo,Os,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
JØSØ,Jørgen,Sønstebø,1922-02-13,male,Telemark,Te,Kristelig Folkeparti,KrF,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
JAAA,Jakob,Aano,1920-04-10,male,Rogaland,Ro,Kristelig Folkeparti,KrF,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KAIG,Karl,Ingebrigtsen,1935-12-09,male,Nordland,No,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KASO,Karen,Sogn,1931-04-28,female,Vestfold,Ve,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KDL,Kjellbjørg,Lunde,1944-11-26,female,Hordaland,Ho,Sosialistisk Venstreparti,SV,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KJBH,Kjell,Bohlin,1928-09-27,male,Telemark,Te,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KJBO,Kjell,Borgen,1939-10-21,male,Hedmark,He,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KJFR,Kjell Magne,Fredheim,1928-02-03,male,Hedmark,He,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KJHE,Kjell Edvard,Helland,1940-05-29,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KKF,Kaci Kullmann,Five,1951-04-13,female,Akershus,Ak,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KKG,Kirsti Kolle,Grøndahl,1943-09-01,female,Buskerud,Bu,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KMB,Kjell Magne,Bondevik,1947-09-03,male,Møre og Romsdal,MR,Kristelig Folkeparti,KrF,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KNFR,Knut,Frydenlund,1927-03-31,male,Oslo,Os,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KNHS,Knut,Haus,1915-06-08,male,Rogaland,Ro,Kristelig Folkeparti,KrF,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KO,Kjell,Opseth,1936-01-02,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KRLU,Kristian,Lund,1932-02-12,male,Oppland,Op,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KRRU,Kristine,Rusten,1940-07-06,female,Oppland,Op,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KÅKR,Kåre,Kristiansen,1920-03-11,male,Oslo,Os,Kristelig Folkeparti,KrF,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KÅWI,Kåre,Willoch,1928-10-03,male,Oslo,Os,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
KÅØV,Kåre,Øvregard,1933-02-19,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
LALA,Lars Roar,Langslet,1936-03-05,male,Oslo,Os,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
LALE,Lars,Lefdal,1939-03-17,male,Sogn og Fjordane,SF,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
LAVE,Lars,Velsand,1941-09-09,male,Oppland,Op,Senterpartiet,Sp,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
LIAN,Liv,Andersen,1919-08-09,female,Oppland,Op,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
LISU,Liv,Stubberud,1930-05-29,female,Østfold,Øs,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
LIAA,Liv,Aasen,1928-09-21,female,Sør-Trøndelag,ST,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
MAEI,Mary,Eide,1924-04-19,female,Møre og Romsdal,MR,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
MAHN,Margit,Hansen-Krone,1925-04-06,female,Troms,Tr,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
MAHU,Magnar G.,Huseby,1928-12-14,male,Sør-Trøndelag,ST,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
MALØ,Marit,Løvvig,1938-03-19,female,Rogaland,Ro,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
MARO,Marit,Rotnes,1928-04-06,female,Sør-Trøndelag,ST,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
MOES,Mons,Espelid,1926-04-22,male,Hordaland,Ho,Venstre,V,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
MORØ,Mona,Røkke,1940-03-03,female,Buskerud,Bu,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
MOST,Morten,Steenstrup,1953-04-04,male,Vestfold,Ve,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ODHØ,Odd Steinar,Holøs,1922-04-08,male,Østfold,Øs,Kristelig Folkeparti,KrF,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ODLA,Oddbjørn Sverre,Langlo,1935-04-20,male,Møre og Romsdal,MR,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ODMA,Oddvar J.,Majala,1932-03-09,male,Finnmark,Fi,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ODNO,Odvar,Nordli,1927-11-03,male,Hedmark,He,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ODPE,Oddrunn,Pettersen,1937-03-05,female,Finnmark,Fi,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
ODWI,Odd,With,1921-05-16,male,Nordland,No,Kristelig Folkeparti,KrF,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
OLUE,Ole Gabriel,Ueland,1931-01-31,male,Rogaland,Ro,Senterpartiet,Sp,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
OLØE,Olaf,Øen,1925-07-05,male,Buskerud,Bu,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
OSFA,Osmund,Faremo,1921-11-23,male,Aust-Agder,AA,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
PAN,Peter,Angelsen,1935-02-06,male,Nordland,No,Senterpartiet,Sp,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
PEDI,Per,Ditlev-Simonsen,1932-06-12,male,Oslo,Os,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85
