id,name__tr,name,wikipedia__tr,name__en,wikipedia__en,gender,birth_date,given_name,image,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__freebase,identifier__Munzinger,identifier__BNF,identifier__IMDB,identifier__EuroparlMEP,identifier__MusicBrainz,identifier__NTA,identifier__BAV,identifier__NUKAT,identifier__FIFA,death_date,family_name,website,identifier__PACE,identifier__NKC,identifier__NNDB,identifier__parlement,identifier__discogs,twitter,identifier__GTAA,birth_name,identifier__NPG,identifier__NLI,identifier__CANTIC,identifier__NLA,identifier__SELIBR,identifier__BNE,identifier__PTBNP,identifier__ULAN,name__hu,name__de,wikipedia__de,name__es,name__fr,name__nb,name__da,name__nn,name__sv,name__yo,name__nl,name__fa,wikipedia__fa,wikipedia__fr,wikipedia__simple,wikipedia__yo,name__mg,wikipedia__mg,name__ru,wikipedia__ru,name__az,name__ca,name__diq,name__el,name__ja,wikipedia__az,wikipedia__ca,wikipedia__diq,wikipedia__el,wikipedia__ja,name__it,name__pl,name__ko,name__he,name__mk,name__uk,name__os,name__zh_hans,name__zh,wikipedia__commons,wikipedia__es,wikipedia__he,wikipedia__it,wikipedia__ko,wikipedia__mk,wikipedia__nl,wikipedia__no,wikipedia__os,wikipedia__pl,wikipedia__trwikiquote,wikipedia__uk,wikipedia__zh,wikipedia__plwikiquote,name__sw,wikipedia__sw,wikipedia__hu,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,name__ar,wikipedia__ar,name__bg,name__mdf,name__ro,name__cs,name__de_ch,name__en_ca,name__en_gb,name__fi,name__ka,wikipedia__bg,wikipedia__cswikiquote,wikipedia__da,wikipedia__fi,wikipedia__ka,wikipedia__mdf,wikipedia__ro,identifier__SBN_it,identifier__AlloCine,name__tyv,wikipedia__tyv,name__crh_latn,wikipedia__crh,name__ur,name__pnb,name__hy,wikipedia__hy,wikipedia__pnb,wikipedia__ur,name__lt,wikipedia__lt,name__pt,name__id,name__io,name__oc,wikipedia__id,wikipedia__io,wikipedia__oc,wikipedia__pt,wikipedia__sv,name__kk_arab,name__kk_cyrl,name__kk_latn,name__kk,wikipedia__kk,name__eo,wikipedia__eo,name__sah,name__tt,wikipedia__sah,wikipedia__tt,name__udm,name__lbe,name__et,wikipedia__et,wikipedia__lbe,wikipedia__udm
Q6063156,Hilmi İşgüzar,Hilmi İşgüzar,Hilmi İşgüzar,Hilmi İşgüzar,Hilmi İşgüzar,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19611529,Hüseyin Avni Kavurmacıoğlu,Hüseyin Avni Kavurmacıoğlu,Hüseyin Avni Kavurmacıoğlu,Hüseyin Avni Kavurmacıoğlu,"",,,Hüseyin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6028769,Hüseyin Çelik (Niğdeli),Hüseyin Çelik (Niğdeli),Hüseyin Çelik (Niğdeli),Hüseyin Çelik,"",male,,Hüseyin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17430866,Kasım Emre,Kasım Emre,Kasım Emre,Kasım Emre,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20472411,Kemal Şensoy,Kemal Şensoy,Kemal Şensoy,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6018207,Mahmut Özdemir,Mahmut Özdemir,Mahmut Özdemir,Mahmut Özdemir,"",male,,Mahmut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19611899,Mehmet Aksoy,Mehmet Aksoy,Mehmet Aksoy (Bozova doğumlu),Mehmet Aksoy,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15895204,Mehmet Celal Bucak,Mehmet Celal Bucak,Mehmet Celal Bucak,Mehmet Celal Bucak,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6035436,Mehmet Nebil Oktay,Mehmet Nebil Oktay,Mehmet Nebil Oktay,Mehmet Nebil Oktay,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19611933,Mehmet Sabri Kılıç,Mehmet Sabri Kılıç,Mehmet Sabri Kılıç,Mehmet Sabri Kılıç,"",,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6052372,Memduh Ekşi,Memduh Ekşi,Memduh Ekşi,Memduh Ekşi,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1372790,Mustafa Dağıstanlı,Mustafa Dağıstanlı,Mustafa Dağıstanlı,Mustafa Dağıstanlı,Mustafa Dağıstanlı,male,1931-04-11,Mustafa,,,,,,,/m/02869h2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6098946,Muzaffer Önder,Muzaffer Önder,Muzaffer Önder,,"",male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6064616,Rahmi Kumaş,Rahmi Kumaş,Rahmi Kumaş,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6092494,Sami Gökmen,Sami Gökmen,Sami Gökmen,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6020618,Sami Kumbasar,Sami Kumbasar,Sami Kumbasar,Sami Kumbasar,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17431850,Selahattin Gürdrama,Selahattin Gürdrama,Selahattin Gürdrama,Selahattin Gürdrama,"",,,Selahattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6046951,Tevfik Koraltan,Tevfik Koraltan,Tevfik Koraltan,Tevfik Koraltan,"",,,Tevfik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6014021,Teyfik Fikret Övet,Teyfik Fikret Övet,Teyfik Fikret Övet,Teyfik Fikret Övet,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6059131,Tuncay Mataracı,Tuncay Mataracı,Tuncay Mataracı,Tuncay Mataracı,Tuncay Mataracı,male,1935-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17432067,Turan Fırat,Turan Fırat,Turan Fırat,Turan Fırat,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6028268,Yusuf Kenan Bulutoğlu,Yusuf Kenan Bulutoğlu,Yusuf Kenan Bulutoğlu,Yusuf Kenan Bulutoğlu,"",male,1931-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6035695,Yusuf İzzet Akçal,Yusuf İzzet Akçal,Yusuf İzzet Akçal,Yusuf İzzet Akçal,"",male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6044708,Yılmaz Alpaslan,Yılmaz Alpaslan,Yılmaz Alpaslan,Yılmaz Alpaslan,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18704488,Yılmaz Cemal Bor,Yılmaz Cemal Bor,Yılmaz Cemal Bor,Yılmaz Cemal Bor,"",,1934-01-01,,,,,,,,,,,,,,,,,,2014-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6040839,Zeyyat Mandalinci,Zeyyat Mandalinci,Zeyyat Mandalinci,Zeyyat Mandalinci,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18704494,Ömer Dedeoğlu,Ömer Dedeoğlu,Ömer Dedeoğlu,Ömer Dedeoğlu,"",,1939-01-01,Ömer,,,63560519,,,,,,,,,,,,,,2014-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19613426,Ömer Kahraman,Ömer Kahraman,Ömer Kahraman,Ömer Kahraman,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17448628,Ömer Çakıroğlu,Ömer Çakıroğlu,Ömer Çakıroğlu,Ömer Çakıroğlu,"",male,,Ömer,,,,,,,,,,,,,,,,,1927-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17432253,İbrahim Etem Kılıçoğlu,İbrahim Etem Kılıçoğlu,İbrahim Etem Kılıçoğlu,İbrahim Etem Kılıçoğlu,"",male,,Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6060963,İlyas Kılıç,İlyas Kılıç,İlyas Kılıç,İlyas Kılıç,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19610375,Abdurrahim Erdem,Abdurrahim Erdem,Abdurrahim Erdem,Abdurrahim Erdem,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6052353,Ahmet Gültekin Kızılışık,Ahmet Gültekin Kızılışık,Ahmet Gültekin Kızılışık,,"",male,,Ahmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6036861,Ahmet Türkel,Ahmet Türkel,Ahmet Türkel,Ahmet Türkel,"",male,,Ahmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6032972,Ali Fuat Eyüboğlu,Ali Fuat Eyüboğlu,Ali Fuat Eyüboğlu,Ali Fuat Eyüboğlu,"",,,Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6926512,Ali Haydar Veziroğlu,Ali Haydar Veziroğlu,Ali Haydar Veziroğlu,Ali Haydar Veziroğlu,"",,,Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17430544,Burhan Karaçelik,Burhan Karaçelik,Burhan Karaçelik,Burhan Karaçelik,"",,1927-01-01,Burhan,,,,,,,,,,,,,,,,,2007-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19610873,Cahit Angın,Cahit Angın,Cahit Angın,Cahit Angın,"",male,1929-01-01,Cahit,,,,,,,,,,,,,,,,,2015-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6092623,Cahit Kayra,Cahit Kayra,Cahit Kayra,Cahit Kayra,"",male,1917-01-01,Cahit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6092772,Cevat Önder,Cevat Önder,Cevat Önder,,"",,,Cevat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6028253,Ekrem Şadi Erdem,Ekrem Şadi Erdem,Ekrem Şadi Erdem,Ekrem Şadi Erdem,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17430680,Faik Kırbaşlı,Faik Kırbaşlı,Faik Kırbaşlı,Faik Kırbaşlı,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17430811,Hüsamettin Akmumcu,Hüsamettin Akmumcu,Hüsamettin Akmumcu,Hüsamettin Akmumcu,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15096463,Hüseyin Erkanlı,Hüseyin Erkanlı,Hüseyin Erkanlı,Hüseyin Erkanlı,"",male,,Hüseyin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17045845,Kemal Ataman,Kemal Ataman,Kemal Ataman (Erzincan doğumlu),Kemal Ataman,"",male,,Kemal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6077307,Kemal Demir,Kemal Demir,Kemal Demir,Kemal Demir,"",male,1921-01-01,Kemal,,,,,,,,,,,,,,,,,2010-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17430881,Kemal Ziya Öztürk,Kemal Ziya Öztürk,Kemal Ziya Öztürk,Kemal Ziya Öztürk,"",male,1925-01-01,Kemal,,,,,,,,,,,,,,,,,1976-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6038604,Kinyas Kartal,Kinyas Kartal,Kinyas Kartal,Kinyas Kartal,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6032760,Lütfi Köktaş,Lütfi Köktaş,Lütfi Köktaş,Lütfi Köktaş,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19611900,Mehmet Ali Arsan,Mehmet Ali Arsan,Mehmet Ali Arsan,Mehmet Ali Arsan,"",,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17430945,Mehmet Ergül,Mehmet Ergül,Mehmet Ergül,Mehmet Ergül,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12810792,Mehmet Rıza Çerçel,Mehmet Rıza Çerçel,Mehmet Rıza Çerçel,Mehmet Rıza Çerçel,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6046673,Mehmet Salih Yıldız,Mehmet Salih Yıldız,Mehmet Salih Yıldız,Mehmet Salih Yıldız,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6063596,Mehmet Turgut (siyasetçi),Mehmet Turgut (siyasetçi),Mehmet Turgut (siyasetçi),Mehmet Turgut,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17468222,Mustafa Tayyar,Mustafa Tayyar,Mustafa Tayyar,Mustafa Tayyar,"",male,,Mustafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6082888,Mustafa Şükrü Koç,Mustafa Şükrü Koç,Mustafa Şükrü Koç,Mustafa Şükrü Koç,"",male,,Mustafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6077758,Necdet Evliyagil,Necdet Evliyagil,Necdet Evliyagil,,"",male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16591271,Rasim Hancıoğlu,Rasim Hancıoğlu,Rasim Hancıoğlu,Rasim Hancıoğlu,"",,,Rasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
