id,name,area_id,area,wikiname,term,source,name__ko,wikipedia__ko,name__en,wikipedia__en,gender,identifier__freebase,birth_date,family_name,identifier__isni,identifier__viaf,death_date,identifier__nta,identifier__musicbrainz,image,identifier__gnd,identifier__lcauth,identifier__ndl,identifier__iiaf,name__es,name__nl,name__fr,name__de,wikipedia__fr,name__zh,name__pl,name__ja,wikipedia__de,wikipedia__ja,wikipedia__pl,wikipedia__zh,name__zh_hans,name__zh_hant,name__zh_hk,name__it,name__vi,name__sv,wikipedia__sv,wikipedia__vi,name__zh_cn,name__pt,name__zh_sg,name__zh_tw,name__ru,name__tr,name__yo,name__fi,name__gl,name__id,name__cs,name__el,name__fa,name__da,name__nb,name__he,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__es,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__id,wikipedia__it,wikipedia__nl,wikipedia__no,wikipedia__pt,wikipedia__ru,wikipedia__tr,wikipedia__yo,name__hu,wikipedia__hu,name__ar,name__mg,wikipedia__ar,wikipedia__mg,name__az,name__bcl,name__be,name__bg,name__br,name__ca,name__cy,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__hr,name__hy,name__ka,name__lt,name__lv,name__mk,name__ml,name__ms,name__my,name__nds,name__nds_nl,name__nn,name__pt_br,name__ro,name__scn,name__sk,name__sq,name__sr,name__ta,name__th,name__tk,name__uk,name__yue,name__zh_my,name__zh_mo,name__hak,name__szl,name__ast,name__mn,name__an,name__af,name__eu,name__tg,name__sco,name__tl,name__oc,name__gsw,name__sgs,name__nan,name__be_tarask,name__bn,name__os,name__war,name__hi,name__cdo,name__wuu,name__ckb,name__ne,name__sh,name__ur,name__la,wikipedia__af,wikipedia__als,wikipedia__an,wikipedia__ast,wikipedia__az,wikipedia__bat_smg,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__ca,wikipedia__cdo,wikipedia__ckb,wikipedia__cy,wikipedia__eo,wikipedia__et,wikipedia__eu,wikipedia__hak,wikipedia__hi,wikipedia__hr,wikipedia__huwikiquote,wikipedia__hy,wikipedia__ka,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mk,wikipedia__ml,wikipedia__mn,wikipedia__ms,wikipedia__my,wikipedia__nds_nl,wikipedia__nds,wikipedia__ne,wikipedia__nn,wikipedia__os,wikipedia__plwikiquote,wikipedia__ro,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__svwikiquote,wikipedia__szl,wikipedia__ta,wikipedia__tg,wikipedia__th,wikipedia__tk,wikipedia__tl,wikipedia__uk,wikipedia__ur,wikipedia__war,wikipedia__wuu,wikipedia__zh_min_nan,wikipedia__zh_yue,name__ku_arab,name__ku_latn,name__ku,wikipedia__commons,wikipedia__ku
14-314,Choe Sun-chol,314,Kumdong,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-315,Sim Chol-ho,315,Ongjin,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-316,Paek Kyong-sin,316,Raengjong,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-317,Kim Mok-ryong,317,Samsan,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-318,Kim Jong-man,318,Chonsan,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-319,Chu Jong-kyong,319,Thaethan,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-320,Ri Jong-kuk,320,Kwasan,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-321,Kim Il-jin,321,Changyon,Kim Il-jin,13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",김일진,김일진 (지휘자),Kim Il-Jin,Kim Il-jin,male,/m/02vyfx7,1956-01-01,,,,,,9645d8e2-7a44-41c1-ac0c-e6358b5383c7,,,,,,Kim Il-Jin,Kim Il-Jin,Kim Il-Jin,Kim Il-jin,,金日進,,キム・イルジン,Kim Il-jin,キム・イルジン,,金日進,金日进,金日進,金日進,,,,,,金日进,,金日进,金日進,,,,Kim Il-jin,,,,,,,,,,,,,,Kim Il-jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-322,Kang Thae-bong,322,Rakyon,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-323,Kim Ik-jung,323,Samchon,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-324,Kim Jong,324,Talchon,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-325,Cha Yong-myong,325,Songhwa,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-326,Ri Song-ok,326,Unryul,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-327,Kang Kil-yong,327,Kumsanpho,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-328,Kim Sung-du,328,Changryon,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-329,Kim Tok-song,329,Unchon,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-330,Hong Kum-son,330,Ryangdam,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-331,Chi Sang-man,331,Anak,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-332,Choe Yong-sam,332,Wolji,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-333,Hwang Yun-nam,333,Taechu,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-334,Ri Chol-man,334,Omkos,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-335,Mun Ung-jo,335,Sinchon,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-336,Chae Yong-il,336,Saenal,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-337,Pak Yong-ho,337,Saekil,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-338,Ri Jong-bong,338,Panjong,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-339,An Sung-ok,339,Chaeryong,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-340,Ri Hye-suk,340,Samjikang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-341,Ri Myong-kil,341,Changkuk,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-342,Kim Tae-song,342,Pukji,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-343,Kim Ok-kyu,343,Sinwon,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-344,Ri Su-yong,344,Muhak,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-345,Kang Yong-jun,345,Pongchon,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-346,Kang Jong-hui,346,Sindab,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-347,Won Kyong-mo,347,Paechon,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-348,Chin Sang-chol,348,Kumsong,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-349,Kim Jin-kuk,349,Chongchon,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-350,Kye Yong-sam,350,Unbong,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-351,Kang Myong-chol,351,Kumkok,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-352,Kang Phyo-yong,352,Yonan,Kang Phyo-yong,13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",강표영,강표영,Kang Phyo-yong,Kang Phyo-yong,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-353,Chin Yon-sil,353,Ohyon,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-354,Ri Thae-sik,354,Songho,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-355,Kong Yon-ok,355,Chonthae,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-356,Kim Hyong-ryong,356,Haewol,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-357,Ri Chang-ryong,357,Chongdan,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-358,Kwon Thae-mun,358,Namchon,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-359,Ri Hong-sob,359,Tokdal,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
