id,name__fr,name__ru,name__en,name__sv,name__es,name__nl,name__nb,name__da,name__nn,name__de,name__fi,name__fit,name,wikipedia__en,wikipedia__fr,wikipedia__ru,wikipedia__sv,image,gender,birth_date,identifier__freebase,given_name,website,original_wikiname,identifier__VIAF,name__uk,name__he,wikipedia__uk,name__zh,wikipedia__zh,identifier__BNF,identifier__ISNI,twitter,name__ta,name__en_ca,name__it,name__en_gb,name__af,name__ar,name__az,name__be,name__bg,name__br,name__ca,name__cs,name__cy,name__el,name__eo,name__et,name__eu,name__fa,name__ga,name__gd,name__hi,name__hr,name__hu,name__id,name__ie,name__io,name__is,name__iu,name__ja,name__ka,name__ko,name__kw,name__la,name__lb,name__lv,name__mn,name__mr,name__ms,name__my,name__oc,name__pdc,name__pl,name__pnb,name__pt,name__pt_br,name__qu,name__ro,name__sh,name__sk,name__sr,name__tl,name__tr,name__ur,name__uz,name__vi,name__yi,name__yo,name__zh_hans,name__pam,name__war,name__zh_hant,name__sq,name__sco,name__an,name__bs,name__gl,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sl,name__vec,name__wa,name__fo,name__kl,name__gsw,name__be_tarask,name__ne,name__pa,name__th,name__mg,name__hy,wikipedia__af,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__cy,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__ga,wikipedia__gd,wikipedia__gl,wikipedia__he,wikipedia__hewikiquote,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__iu,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__kw,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__mg,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__my,wikipedia__ne,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pam,wikipedia__pa,wikipedia__pdc,wikipedia__pl,wikipedia__pnb,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tl,wikipedia__tr,wikipedia__ur,wikipedia__uz,wikipedia__vi,wikipedia__war,wikipedia__yi,wikipedia__yo,wikipedia__zhwikiquote,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__IMDB,identifier__NLA,family_name,identifier__Munzinger,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,identifier__NNDB,name__ceb,identifier__MusicBrainz,identifier__discogs,identifier__NTA,name__yue,wikipedia__zh_yue,death_date,name__vmf
Q3161289,James Moore,,James Moore,James Moore,James Moore,James Moore,James Moore,James Moore,James Moore,James Moore,,,James Moore,James Moore (Canadian politician),James Moore (homme politique canadien),,,https://upload.wikimedia.org/wikipedia/commons/1/1a/James_Moore_2014.jpg,male,1976-06-10,,James,,James Moore (Canadian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Moore,,,,,,,,,,,,דזשעימס מאר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Moore,,,,,,,,,,,,,,,,,,,דזשעימס מאר,,,,,,,,,,,,,,919/000165424,,,,,,,,
Q3162827,Jasbir Sandhu,,Jasbir Sandhu,Jasbir Sandhu,Jasbir Sandhu,Jasbir Sandhu,Jasbir Sandhu,Jasbir Sandhu,Jasbir Sandhu,Jasbir Sandhu,,,Jasbir Sandhu,Jasbir Sandhu,Jasbir Sandhu,,,,male,1966-04-21,,,,Jasbir Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3179235,Jinny Sims,,Jinny Sims,Jinny Sims,,Jinny Sims,Jinny Sims,Jinny Sims,Jinny Sims,Jinny Sims,,,Jinny Sims,Jinny Sims,Jinny Sims,,,,female,1952-06-07,,,,Jinny Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3181387,John Duncan,,John Duncan,John Duncan,John Duncan,John Duncan,John Duncan,John Duncan,John Duncan,John Duncan,,,John Duncan,John Duncan (Canadian politician),John Duncan,,,,male,1948-12-19,,John,,John Duncan (Canadian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6263681,John Weston,,John Weston,John Weston,,,John Weston,John Weston,John Weston,John Weston,,,John Weston,John Weston (politician),,,,https://upload.wikimedia.org/wikipedia/commons/e/e0/John_WestonBC.png,male,1958-04-19,,John,,John Weston (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14946726,John Williamson,,John Williamson,John Williamson,John Williamson,John Williamson,John Williamson,John Williamson,John Williamson,John Williamson,John Williamson,,John Williamson,John Williamson (Canadian politician),,,,https://upload.wikimedia.org/wikipedia/commons/a/a8/John_Williamson_MP.jpg,male,1970-01-30,,John,,John Williamson (Canadian politician),,,,,,,,,,,,John Williamson,,John Williamson,,,,,John Williamson,John Williamson,John Williamson,John Williamson,,John Williamson,John Williamson,John Williamson,,John Williamson,,,John Williamson,John Williamson,,,,John Williamson,,,,,,,John Williamson,,,,,,,,John Williamson,,John Williamson,,,John Williamson,,John Williamson,,,John Williamson,,,,,,,,,,John Williamson,,John Williamson,John Williamson,John Williamson,John Williamson,John Williamson,John Williamson,John Williamson,John Williamson,John Williamson,John Williamson,John Williamson,,,John Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Williamson,,,,,,,
Q3187208,Joy Smith,,Joy Smith,Joy Smith,Joy Smith,Joy Smith,Joy Smith,Joy Smith,Joy Smith,Joy Smith,,,Joy Smith,Joy Smith,Joy Smith,,,https://upload.wikimedia.org/wikipedia/commons/d/dd/Joys_cc.jpg,female,1947-02-20,,Joy,,Joy Smith,33727301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smith,,,,,,,,,,,,,,
Q6297395,,,Joyce Bateman,Joyce Bateman,,Joyce Bateman,Joyce Bateman,Joyce Bateman,Joyce Bateman,Joyce Bateman,,,Joyce Bateman,Joyce Bateman,,,,,female,,,Joyce,http://joycebateman.ca,Joyce Bateman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3187235,Joyce Murray,,Joyce Murray,Joyce Murray,Joyce Murray,Joyce Murray,Joyce Murray,Joyce Murray,Joyce Murray,Joyce Murray,,,Joyce Murray,Joyce Murray,Joyce Murray,,,https://upload.wikimedia.org/wikipedia/commons/f/fd/JoyceMurray.jpg,female,1954-07-11,,Joyce,,Joyce Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3194724,Keith Ashfield,,Keith Ashfield,Keith Ashfield,Keith Ashfield,Keith Ashfield,Keith Ashfield,Keith Ashfield,Keith Ashfield,Keith Ashfield,,,Keith Ashfield,Keith Ashfield,Keith Ashfield,,,,male,1952-03-28,,Keith,,Keith Ashfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Ashfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3195738,Kevin Lamoureux,,Kevin Lamoureux,Kevin Lamoureux,Kevin Lamoureux,Kevin Lamoureux,Kevin Lamoureux,Kevin Lamoureux,Kevin Lamoureux,,,,Kevin Lamoureux,Kevin Lamoureux,Kevin Lamoureux,,,https://upload.wikimedia.org/wikipedia/commons/2/25/Kevin_Lamoureux.jpg,male,1962-01-22,,Kevin,,Kevin Lamoureux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6490735,Larry Maguire,,Larry Maguire,Larry Maguire,Larry Maguire,Larry Maguire,Larry Maguire,Larry Maguire,Larry Maguire,Larry Maguire,,,Larry Maguire,Larry Maguire,,,,,male,1949-06-01,,Larry,,Larry Maguire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6504645,Lawrence Toet,,Lawrence Toet,Lawrence Toet,,,Lawrence Toet,Lawrence Toet,Lawrence Toet,Lawrence Toet,,,Lawrence Toet,Lawrence Toet,,,,,male,1962-01-02,,Lawrence,,Lawrence Toet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q513906,Libby Davies,,Libby Davies,Libby Davies,Libby Davies,Libby Davies,Libby Davies,Libby Davies,Libby Davies,Libby Davies,,,Libby Davies,Libby Davies,Libby Davies,,,https://upload.wikimedia.org/wikipedia/commons/0/0b/Libby_Davies.jpg,female,1953-02-27,/m/01vk5l,Libby,http://www.libbydavies.ca,Libby Davies,60655743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Libby Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n88600445,,,,Davies,,,,,,,,,,,,,,
Q3306669,Merv Tweed,,Merv Tweed,Merv Tweed,Merv Tweed,,Merv Tweed,Merv Tweed,Merv Tweed,Merv Tweed,,,Merv Tweed,Merv Tweed,Merv Tweed,,,,male,1955-08-06,,,,Merv Tweed,243235483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3307988,Michael Allen,,Mike Allen,Mike Allen,Mike Allen,Mike Allen,Mike Allen,Mike Allen,Mike Allen,Mike Allen,,,Mike Allen,Mike Allen (Canadian politician),"Mike Allen (homme politique, 1960)",,,,male,1960-11-20,,Mike,,Mike Allen (Canadian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6939423,Murray Rankin,,Murray Rankin,Murray Rankin,Murray Rankin,Murray Rankin,Murray Rankin,Murray Rankin,Murray Rankin,Murray Rankin,,,Murray Rankin,Murray Rankin,Murray Rankin,,,,male,1950-01-26,,Murray,,Murray Rankin,,,,,,,,,MurrayRankin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3336713,Nathan Cullen,,Nathan Cullen,Nathan Cullen,Nathan Cullen,Nathan Cullen,Nathan Cullen,Nathan Cullen,Nathan Cullen,Nathan Cullen,,,Nathan Cullen,Nathan Cullen,Nathan Cullen,,,https://upload.wikimedia.org/wikipedia/commons/9/93/NathanCullen2012.png,male,1972-07-13,,Nathan,http://www.nathancullen.com,Nathan Cullen,,Натан Каллен,,Натан Каллен,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3341504,Niki Ashton,,Niki Ashton,Niki Ashton,Niki Ashton,Niki Ashton,Niki Ashton,Niki Ashton,Niki Ashton,Niki Ashton,,,Niki Ashton,Niki Ashton,Niki Ashton,,,https://upload.wikimedia.org/wikipedia/commons/f/fd/Niki_Ashton_2012-02-12.jpg,female,1982-09-09,,Niki,http://www.nikiashton.ca/,Niki Ashton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3368557,Pat Martin,,Pat Martin,Pat Martin,Pat Martin,Pat Martin,Pat Martin,Pat Martin,Pat Martin,Pat Martin,,,Pat Martin,Pat Martin,Pat Martin,,,https://upload.wikimedia.org/wikipedia/commons/6/64/Pat_Martin.jpg,male,1955-12-13,,Pat,,Pat Martin,220552946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin,,,,,,,,,,,,,,
Q3418886,Randy Kamp,,Randy Kamp,Randy Kamp,Randy Kamp,Randy Kamp,Randy Kamp,Randy Kamp,Randy Kamp,Randy Kamp,,,Randy Kamp,Randy Kamp,Randy Kamp,,,"https://upload.wikimedia.org/wikipedia/commons/6/60/Randy_Kamp,_Torch_Relay_(2).jpg",male,1953-08-30,,Randy,,Randy Kamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3434216,Rob Moore,"Мур, Роб",Rob Moore,Rob Moore,Rob Moore,Rob Moore,Rob Moore,Rob Moore,Rob Moore,Rob Moore,,,Rob Moore,Rob Moore (politician),Rob Moore,"Мур, Роб",,,male,1974-05-14,,Rob,,Rob Moore (politician),292417649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7344829,Robert Goguen,,Robert Goguen,Robert Goguen,,Robert Goguen,Robert Goguen,Robert Goguen,Robert Goguen,Robert Goguen,,,Robert Goguen,Robert Goguen,,,,,male,1957-01-24,,Robert,,Robert Goguen,,,,,,,,,,,,Robert Goguen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7349921,Robert Sopuck,,Robert Sopuck,Robert Sopuck,,,Robert Sopuck,Robert Sopuck,Robert Sopuck,Robert Sopuck,,,Robert Sopuck,Robert Sopuck,,,,,male,1951-07-11,,Robert,,Robert Sopuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3438074,Rod Bruinooge,,Rod Bruinooge,Rod Bruinooge,Rod Bruinooge,Rod Bruinooge,Rod Bruinooge,Rod Bruinooge,Rod Bruinooge,Rod Bruinooge,,,Rod Bruinooge,Rod Bruinooge,Rod Bruinooge,,,,male,1973-05-06,,Rod,,Rod Bruinooge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rod Bruinooge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rod Bruinooge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3438241,Rodney Weston,,Rodney Weston,Rodney Weston,,Rodney Weston,Rodney Weston,Rodney Weston,Rodney Weston,Rodney Weston,,,Rodney Weston,Rodney Weston,Rodney Weston,,,,male,1964-03-28,,Rodney,,Rodney Weston,102888322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3453411,Russ Hiebert,,Russ Hiebert,Russ Hiebert,Russ Hiebert,Russ Hiebert,Russ Hiebert,Russ Hiebert,Russ Hiebert,Russ Hiebert,,,Russ Hiebert,Russ Hiebert,Russ Hiebert,,,https://upload.wikimedia.org/wikipedia/commons/2/22/Russ_Hiebert.jpg,male,1969-02-08,,Russ,,Russ Hiebert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3476167,Scott Andrews,,Scott Andrews,Scott Andrews,,Scott Andrews,Scott Andrews,Scott Andrews,Scott Andrews,Scott Andrews,,,Scott Andrews,Scott Andrews (politician),Scott Andrews (homme politique),,,https://upload.wikimedia.org/wikipedia/commons/4/44/Scott_Andrews_St._John's_Rally.jpg,male,1974-12-28,,Scott,,Scott Andrews (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Author:Scott Andrews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3476307,Scott Simms,,Scott Simms,Scott Simms,Scott Simms,Scott Simms,Scott Simms,Scott Simms,Scott Simms,Scott Simms,,,Scott Simms,Scott Simms,Scott Simms,,,,male,1969-08-12,,Scott,http://www.scottsimms.com/,Scott Simms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Author:Scott Simms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q588361,Shelly Glover,,Shelly Glover,Shelly Glover,,Shelly Glover,Shelly Glover,Shelly Glover,Shelly Glover,,,,Shelly Glover,Shelly Glover,Shelly Glover,,,https://upload.wikimedia.org/wikipedia/commons/d/d3/Shelly_Glover_2014.jpg,female,1967-01-02,,,,Shelly Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Author:Shelly Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3499223,Steven Fletcher,,Steven Fletcher,Steven Fletcher,Steven Fletcher,Steven Fletcher,Steven Fletcher,Steven Fletcher,Steven Fletcher,,Steven Fletcher,,Steven Fletcher,Steven Fletcher (politician),Steven Fletcher (homme politique),,,,male,1972-06-17,,Steven,,Steven Fletcher (politician),51517058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven Fletcher (poliitikko),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15300563,Ted Falk,,Ted Falk,,Ted Falk,Ted Falk,,,,Ted Falk,,,Ted Falk,Ted Falk,Ted Falk,,,,male,,,Ted,,Ted Falk,,,,,,,,,,,Ted Falk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3528540,Tilly O'Neill-Gordon,,Tilly O'Neill-Gordon,Tilly O'Neill-Gordon,,Tilly O'Neill-Gordon,Tilly O'Neill-Gordon,Tilly O'Neill-Gordon,Tilly O'Neill-Gordon,,,,Tilly O'Neill-Gordon,Tilly O'Neill-Gordon,Tilly O'Neill-Gordon,,,,female,1949-02-16,,Tilly,,Tilly O'Neill-Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q559596,Vic Toews,,Vic Toews,Vic Toews,Vic Toews,Vic Toews,Vic Toews,Vic Toews,Vic Toews,Vic Toews,,,Vic Toews,Vic Toews,Vic Toews,,,https://upload.wikimedia.org/wikipedia/commons/c/ce/Vic_Toews.jpg,male,1952-09-10,,Vic,,Vic Toews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vic Toews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vic Toews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vic Toews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7959886,,,Wai Young,Wai Young,Wai Young,,Wai Young,Wai Young,Wai Young,Wai Young,,,Wai Young,Wai Young,,,,,female,,,,,Wai Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
