name,group,given_name,area,sort_name,source,email,term,family_name,birth_date,id,start_date,image,phone,area_id,end_date,website
Antanas Matulas,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Antanas,Pasvalio - Panevėžio,"Matulas, Antanas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7221&p_k=1&p_kade_id=7&p_r=8801,Antanas.Matulas@lrs.lt,11,Matulas,1956-07-01,7221,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/antanas_matulas.jpg,(8 5) 2396671,47,,
Arvydas Vidžiūnas,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Arvydas,pagal sąrašą,"Vidžiūnas, Arvydas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7227&p_k=1&p_kade_id=7&p_r=8801,Arvydas.Vidziunas@lrs.lt,11,Vidžiūnas,1962-03-08,7227,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/arvydas_vidziunas.jpg,(8 5) 2396701,,,
Vilija Aleknaitė Abramikienė,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Vilija,pagal sąrašą,"Aleknaitė Abramikienė, Vilija",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7229&p_k=1&p_kade_id=7&p_r=8801,ViAlek@lrs.lt,11,Aleknaitė Abramikienė,1957-05-04,7229,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vilija_aleknaite_abramikiene.jpg,(8 5) 2396983,,,
Jurgis Razma,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Jurgis,Plungės - Rietavo,"Razma, Jurgis",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7242&p_k=1&p_kade_id=7&p_r=8801,Jurgis.Razma@lrs.lt,11,Razma,1958-03-14,7242,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/jurgis_razma.jpg,(8 5) 2396693,35,2012-12-17,http://www3.lrs.lt/pls/inter/w5_show?p_r=1030&p_k=1
Algirdas Sysas,Lietuvos socialdemokratų partijos frakcija,Algirdas,pagal sąrašą,"Sysas, Algirdas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7252&p_k=1&p_kade_id=7&p_r=8801,Algirdas.Sysas@lrs.lt,11,Sysas,1954-03-05,7252,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algirdas_sysas.jpg,(8 5) 2396702,,,http://www.sysas.eu
Linas Balsys,Mišri Seimo narių grupė,Linas,Karoliniškių,"Balsys, Linas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73568&p_k=1&p_kade_id=7&p_r=8801,Linas.Balsys@lrs.lt,11,Balsys,,73568,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/linas_balsys.jpg,(8 5) 2396707,8,,
Šarūnas Birutis,Darbo partijos  frakcija,Šarūnas,Ignalinos - Švenčionių,"Birutis, Šarūnas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73569&p_k=1&p_kade_id=7&p_r=8801,Sarunas.Birutis@lrs.lt,11,Birutis,,73569,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/sarunas_birutis.jpg,(8 5) 2396733,53,,
Petras Čimbaras,Darbo partijos  frakcija,Petras,Molėtų - Švenčionių,"Čimbaras, Petras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73570&p_k=1&p_kade_id=7&p_r=8801,Petras.Cimbaras@lrs.lt,11,Čimbaras,,73570,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/petras_cimbaras.jpg,(8 5) 2396957,54,,
Viktoras Fiodorovas,Darbo partijos  frakcija,Viktoras,pagal sąrašą,"Fiodorovas, Viktoras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73571&p_k=1&p_kade_id=7&p_r=8801,Viktoras.Fiodorovas@lrs.lt,11,Fiodorovas,,73571,2015-05-21,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/viktoras_fiodorovas.jpg,(8 5) 2396703,,,
Viktoras Fiodorovas,Darbo partijos  frakcija,Viktoras,pagal sąrašą,"Fiodorovas, Viktoras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73571&p_k=1&p_kade_id=7&p_r=8801,Viktoras.Fiodorovas@lrs.lt,11,Fiodorovas,,73571,2012-11-22,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/viktoras_fiodorovas.jpg,(8 5) 2396703,,2015-05-20,
Viktoras Fiodorovas,Darbo partijos  frakcija,Viktoras,pagal sąrašą,"Fiodorovas, Viktoras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73571&p_k=1&p_kade_id=7&p_r=8801,Viktoras.Fiodorovas@lrs.lt,11,Fiodorovas,,73571,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/viktoras_fiodorovas.jpg,(8 5) 2396703,,2012-11-21,
Vitalijus Gailius,Liberalų  sąjūdžio frakcija,Vitalijus,Pakruojo - Joniškio,"Gailius, Vitalijus",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73572&p_k=1&p_kade_id=7&p_r=8801,Vitalijus.Gailius@lrs.lt,11,Gailius,,73572,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vitalijus_gailius.jpg,(8 5) 2396640,46,,
Sergejus Jovaiša,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Sergejus,pagal sąrašą,"Jovaiša, Sergejus",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73573&p_k=1&p_kade_id=7&p_r=8801,Sergejus.Jovaisa@lrs.lt,11,Jovaiša,,73573,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/sergejus_jovaisa.jpg,(8 5) 2396694,,,
Benediktas Juodka,Lietuvos socialdemokratų partijos frakcija,Benediktas,pagal sąrašą,"Juodka, Benediktas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73574&p_k=1&p_kade_id=7&p_r=8801,Benediktas.Juodka@lrs.lt,11,Juodka,,73574,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/benediktas_juodka.jpg,(8 5) 2396649,,,
Vytautas Juozapaitis,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Vytautas,pagal sąrašą,"Juozapaitis, Vytautas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73575&p_k=1&p_kade_id=7&p_r=8801,Vytautas.Juozapaitis@lrs.lt,11,Juozapaitis,,73575,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vytautas_juozapaitis.jpg,(8 5) 2396559,,,
Raimundas Markauskas,Darbo partijos  frakcija,Raimundas,Dzūkijos,"Markauskas, Raimundas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73576&p_k=1&p_kade_id=7&p_r=8801,Raimundas.Markauskas@lrs.lt,11,Markauskas,,73576,2013-05-09,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/raimundas_markauskas.jpg,(8 5) 2396624,69,,
Raimundas Markauskas,Darbo partijos  frakcija,Raimundas,Dzūkijos,"Markauskas, Raimundas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73576&p_k=1&p_kade_id=7&p_r=8801,Raimundas.Markauskas@lrs.lt,11,Markauskas,,73576,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/raimundas_markauskas.jpg,(8 5) 2396624,69,2013-05-08,
Petras Narkevičius,Darbo partijos  frakcija,Petras,Nevėžio,"Narkevičius, Petras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73577&p_k=1&p_kade_id=7&p_r=8801,Petras.Narkevicius@lrs.lt,11,Narkevičius,,73577,2013-05-09,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/petras_narkevicius.jpg,(8 5) 2396979,26,,
Petras Narkevičius,Darbo partijos  frakcija,Petras,Nevėžio,"Narkevičius, Petras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73577&p_k=1&p_kade_id=7&p_r=8801,Petras.Narkevicius@lrs.lt,11,Narkevičius,,73577,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/petras_narkevicius.jpg,(8 5) 2396979,26,2012-11-21,
Andrius Palionis,Lietuvos socialdemokratų partijos frakcija,Andrius,Prienų - Birštono,"Palionis, Andrius",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73578&p_k=1&p_kade_id=7&p_r=8801,Andrius.Palionis@lrs.lt,11,Palionis,,73578,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/andrius_palionis.jpg,(8 5) 2396612,67,,
Raimundas Paliukas,Darbo partijos  frakcija,Raimundas,Baltijos,"Paliukas, Raimundas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73579&p_k=1&p_kade_id=7&p_r=8801,Raimundas.Paliukas@lrs.lt,11,Paliukas,,73579,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/raimundas_paliukas.jpg,(8 5) 2396604,20,,
Darius Petrošius,Lietuvos socialdemokratų partijos frakcija,Darius,Tauragės,"Petrošius, Darius",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73580&p_k=1&p_kade_id=7&p_r=8801,Darius.Petrosius@lrs.lt,11,Petrošius,,73580,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/darius_petrosius.jpg,(8 5) 2396673,34,,
Domas Petrulis,Lietuvos socialdemokratų partijos frakcija,Domas,Aukštaitijos,"Petrulis, Domas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73581&p_k=1&p_kade_id=7&p_r=8801,Domas.Petrulis@lrs.lt,11,Petrulis,,73581,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/domas_petrulis.jpg,(8 5) 2396618,28,,
Raminta Popovienė,Lietuvos socialdemokratų partijos frakcija,Raminta,Kauno - Kėdainių,"Popovienė, Raminta",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73583&p_k=1&p_kade_id=7&p_r=8801,Raminta.Popoviene@lrs.lt,11,Popovienė,,73583,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/raminta_popoviene.jpg,(8 5) 2396335,65,,
Ričardas Sargūnas,Darbo partijos  frakcija,Ričardas,Anykščių - Kupiškio,"Sargūnas, Ričardas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73584&p_k=1&p_kade_id=7&p_r=8801,Ricardas.Sargunas@lrs.lt,11,Sargūnas,,73584,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/ricardas_sargunas.jpg,(8 5) 2396664,49,,
Algis Strelčiūnas,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Algis,Lazdynų,"Strelčiūnas, Algis",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73585&p_k=1&p_kade_id=7&p_r=8801,Algis.Strelciunas@lrs.lt,11,Strelčiūnas,,73585,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algis_strelciunas.jpg,(8 5) 2396608,9,,
Rita Tamašunienė,Lietuvos lenkų rinkimų akcijos frakcija,Rita,Širvintų - Vilniaus,"Tamašunienė, Rita",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73586&p_k=1&p_kade_id=7&p_r=8801,Rita.Tamasuniene@lrs.lt,11,Tamašunienė,,73586,2012-11-22,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/rita_tamasuniene.jpg,(8 5) 2396706,55,,
Rita Tamašunienė,Mišri Seimo narių grupė,Rita,Širvintų - Vilniaus,"Tamašunienė, Rita",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73586&p_k=1&p_kade_id=7&p_r=8801,Rita.Tamasuniene@lrs.lt,11,Tamašunienė,,73586,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/rita_tamasuniene.jpg,(8 5) 2396706,55,2012-11-21,
Darius Ulickas,Darbo partijos  frakcija,Darius,pagal sąrašą,"Ulickas, Darius",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73587&p_k=1&p_kade_id=7&p_r=8801,Darius.Ulickas@lrs.lt,11,Ulickas,,73587,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/darius_ulickas.jpg,(8 5) 2396668,,,
Povilas Urbšys,Mišri Seimo narių grupė,Povilas,Vakarinė,"Urbšys, Povilas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73588&p_k=1&p_kade_id=7&p_r=8801,Povilas.Urbsys@lrs.lt,11,Urbšys,,73588,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/povilas_urbsys.jpg,(8 5) 2396621,27,,
Jolita Vaickienė,"Frakcija ""Tvarka ir teisingumas""",Jolita,Kretingos,"Vaickienė, Jolita",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73589&p_k=1&p_kade_id=7&p_r=8801,Jolita.Vaickiene@lrs.lt,11,Vaickienė,,73589,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/jolita_vaickiene.jpg,(8 5) 2396670,36,,
Jonas Varkala,Mišri Seimo narių grupė,Jonas,pagal sąrašą,"Varkala, Jonas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73590&p_k=1&p_kade_id=7&p_r=8801,Jonas.Varkala@lrs.lt,11,Varkala,,73590,2014-06-20,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/jonas_varkala.jpg,(8 5) 2396601,,,
Jonas Varkala,"Frakcija ""Drąsos kelias""",Jonas,pagal sąrašą,"Varkala, Jonas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73590&p_k=1&p_kade_id=7&p_r=8801,Jonas.Varkala@lrs.lt,11,Varkala,,73590,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/jonas_varkala.jpg,(8 5) 2396601,,2014-06-19,
Valdas Vasiliauskas,"Frakcija ""Tvarka ir teisingumas""",Valdas,pagal sąrašą,"Vasiliauskas, Valdas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73591&p_k=1&p_kade_id=7&p_r=8801,Valdas.Vasiliauskas@lrs.lt,11,Vasiliauskas,,73591,2014-06-26,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/valdas_vasiliauskas.jpg,(8 5) 2396646,,,
Valdas Vasiliauskas,Mišri Seimo narių grupė,Valdas,pagal sąrašą,"Vasiliauskas, Valdas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73591&p_k=1&p_kade_id=7&p_r=8801,Valdas.Vasiliauskas@lrs.lt,11,Vasiliauskas,,73591,2014-06-20,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/valdas_vasiliauskas.jpg,(8 5) 2396646,,2014-06-25,
Valdas Vasiliauskas,"Frakcija ""Drąsos kelias""",Valdas,pagal sąrašą,"Vasiliauskas, Valdas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73591&p_k=1&p_kade_id=7&p_r=8801,Valdas.Vasiliauskas@lrs.lt,11,Vasiliauskas,,73591,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/valdas_vasiliauskas.jpg,(8 5) 2396646,,2014-06-19,
Neringa Venckienė,"Frakcija ""Drąsos kelias""",Neringa,pagal sąrašą,"Venckienė, Neringa",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73592&p_k=1&p_kade_id=7&p_r=8801,"",11,Venckienė,,73592,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/neringa_venckiene.jpg,,,2014-06-19,
Stasys Šedbaras,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Stasys,pagal sąrašą,"Šedbaras, Stasys",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7448&p_k=1&p_kade_id=7&p_r=8801,Stasys.Sedbaras@lrs.lt,11,Šedbaras,1958-02-10,7448,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/stasys_sedbaras.jpg,(8 5) 2396011,,,
Vytenis Povilas Andriukaitis,Lietuvos socialdemokratų partijos frakcija,Vytenis Povilas,Žirmūnų,"Andriukaitis, Vytenis Povilas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7&p_k=1&p_kade_id=7&p_r=8801,"",11,Andriukaitis,1951-08-09,7,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vytenis_povilas_andriukaitis.jpg,,4,2014-09-15,
Algimantas Salamakinas,Lietuvos socialdemokratų partijos frakcija,Algimantas,Radviliškio,"Salamakinas, Algimantas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=80&p_k=1&p_kade_id=7&p_r=8801,Algimantas.Salamakinas@lrs.lt,11,Salamakinas,,80,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algimantas_salamakinas.jpg,(8 5) 2396662,44,,
Vytautas Saulis,Lietuvos socialdemokratų partijos frakcija,Vytautas,Rokiškio,"Saulis, Vytautas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=82&p_k=1&p_kade_id=7&p_r=8801,Vytautas.Saulis@lrs.lt,11,Saulis,,82,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vytautas_saulis.jpg,(8 5) 2396672,50,,
Orinta Leiputė,Lietuvos socialdemokratų partijos frakcija,Orinta,pagal sąrašą,"Leiputė, Orinta",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=15266&p_k=1&p_kade_id=7&p_r=8801,Orinta.Leipute@lrs.lt,11,Leiputė,,15266,2012-11-22,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/orinta_leipute.jpg,(8 5) 2396625,,,
Zbignev Jedinskij,Lietuvos lenkų rinkimų akcijos frakcija,Zbignev,pagal sąrašą,"Jedinskij, Zbignev",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=35241&p_k=1&p_kade_id=7&p_r=8801,Zbignev.Jedinskij@lrs.lt,11,Jedinskij,,35241,2012-11-22,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/zbignev_jedinskij.jpg,(8 5) 2396893,,,
Gintautas Mikolaitis,Lietuvos socialdemokratų partijos frakcija,Gintautas,pagal sąrašą,"Mikolaitis, Gintautas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=37449&p_k=1&p_kade_id=7&p_r=8801,Gintautas.Mikolaitis@lrs.lt,11,Mikolaitis,,37449,2012-11-22,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/gintautas_mikolaitis.jpg,(8 5) 2396736,,,
Irina Rozova,Lietuvos lenkų rinkimų akcijos frakcija,Irina,pagal sąrašą,"Rozova, Irina",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=48541&p_k=1&p_kade_id=7&p_r=8801,Irina.Rozova@lrs.lt,11,Rozova,,48541,2012-11-22,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/irina_rozova.jpg,(8 5) 2396665,,,
Algimantas Dumbrava,"Frakcija ""Tvarka ir teisingumas""",Algimantas,Zarasų - Visagino,"Dumbrava, Algimantas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=36693&p_k=1&p_kade_id=7&p_r=8801,Algimantas.Dumbrava@lrs.lt,11,Dumbrava,1958-06-28,36693,2013-03-26,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algimantas_dumbrava.jpg,(8 5) 2396713,52,,
Aleksandras Zeltinis,Lietuvos socialdemokratų partijos frakcija,Aleksandras,Biržų - Kupiškio,"Zeltinis, Aleksandras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73593&p_k=1&p_kade_id=7&p_r=8801,Aleksandras.Zeltinis@lrs.lt,11,Zeltinis,,73593,2013-03-26,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/aleksandras_zeltinis.jpg,(8 5) 2396614,48,,
Kazys Grybauskas,Lietuvos socialdemokratų partijos frakcija,Kazys,Ukmergės,"Grybauskas, Kazys",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=74432&p_k=1&p_kade_id=7&p_r=8801,Kazys.Grybauskas@lrs.lt,11,Grybauskas,,74432,2013-03-26,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/kazys_grybauskas.jpg,(8 5) 2396684,61,,
Gintaras Tamošiūnas,Darbo partijos  frakcija,Gintaras,"","Tamošiūnas, Gintaras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=76200&p_k=1&p_kade_id=7&p_r=8801,gintaras.tamosiunas@lrs.lt,11,Tamošiūnas,,76200,2014-06-10,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/gintaras_tamosiunas.jpg,(8 5) 2396663,,,
Rimas Antanas Ručys,"Frakcija ""Tvarka ir teisingumas""",Rimas Antanas,"","Ručys, Rimas Antanas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=50121&p_k=1&p_kade_id=7&p_r=8801,Rimas.Rucys@lrs.lt,11,Ručys,1954-05-26,50121,2014-06-26,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/rimas_antanas_rucys.jpg,(8 5) 2396642,,,
Arminas Lydeka,Liberalų  sąjūdžio frakcija,Arminas,"","Lydeka, Arminas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47211&p_k=1&p_kade_id=7&p_r=8801,Arminas.Lydeka@lrs.lt,11,Lydeka,1968-02-21,47211,2014-07-08,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/arminas_lydeka.jpg,(8 5) 2396660,,,http://www3.lrs.lt/pls/inter/w5_show?p_r=832&p_k=1
Stasys Brundza,"Frakcija ""Tvarka ir teisingumas""",Stasys,"","Brundza, Stasys",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=76307&p_k=1&p_kade_id=7&p_r=8801,Stasys.Brundza@lrs.lt,11,Brundza,,76307,2014-07-08,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/stasys_brundza.jpg,(8 5) 2396603,,,
Šarūnas Gustainis,Liberalų  sąjūdžio frakcija,Šarūnas,"","Gustainis, Šarūnas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=77109&p_k=1&p_kade_id=7&p_r=8801,sarunas.gustainis@lrs.lt,11,Gustainis,,77109,2015-03-24,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/sarunas_gustainis.jpg,(8 5) 2396699,,,
Audrius Nakas,Mišri Seimo narių grupė,Audrius,"","Nakas, Audrius",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=54990&p_k=1&p_kade_id=7&p_r=8801,audrius.nakas@lrs.lt,11,Nakas,,54990,2015-04-14,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/audrius_nakas.jpg,(8 5) 2396729,,,
Viktorija Čmilytė-Nielsen,Liberalų  sąjūdžio frakcija,Viktorija,"","Čmilytė-Nielsen, Viktorija",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=71563&p_k=1&p_kade_id=7&p_r=8801,Viktorija.Cmilyte@lrs.lt,11,Čmilytė-Nielsen,,71563,2015-04-21,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/viktorija_cmilyte.jpg,(8 5) 2396347,,,
Vidas Mikalauskas,Lietuvos socialdemokratų partijos frakcija,Vidas,"","Mikalauskas, Vidas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=38466&p_k=1&p_kade_id=7&p_r=8801,Vidas.Mikalauskas@lrs.lt,11,Mikalauskas,,38466,2015-06-30,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vidas_mikalauskas.jpg,(8 5) 2396685,,,
