id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,website,identifier__Muzinger,identifier__journalisted,identifier__EuroparlMEP,family_name,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NTA,identifier__NLA,identifier__NPG,identifier__MusicBrainz,identifier__SELIBR,identifier__NNDB,identifier__Oxforddnb,identifier__GTAA,honorific_prefix,identifier__hansard,wikipedia__en,identifier__Munzinger,identifier__discogs,identifier__parliamentDOTuk,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,name__ko,name__tr,name__el,name__tl,name__af,name__en_ca,name__en_gb,name__uk,name__fa,wikipedia__af,wikipedia__da,wikipedia__el,wikipedia__ko,wikipedia__no,wikipedia__tl,wikipedia__tr,wikipedia__uk,name__ro,wikipedia__ro,wikipedia__enwikiquote,wikipedia__commons,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gl,name__be,name__id,name__bn,name__ar,name__pt,name__eo,name__be_tarask,name__cs,name__bg,name__ckb,name__az,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__cs,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__nn,wikipedia__pt,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,name__ja,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__ja,wikipedia__sco,wikipedia__sr,name__an,name__bs,name__ceb,name__et,name__is,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sk,name__sl,name__sq,name__vec,name__wa,name__gd,name__yo,name__pnb,name__ku_arab,name__ku_latn,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__ur,wikipedia__yo,name__ta,wikipedia__ta,name__vmf,name__nan,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__zh_min_nan,name__de_ch,name__nrm,wikipedia__nrm,wikipedia__bgwikiquote
Q3807885,Jennifer McCann,Jennifer McCann,https://upload.wikimedia.org/wikipedia/commons/5/5b/JenniferMcCann.jpg,female,,,,1960-03-01,,Jennifer,,,,,,,,,,,,,,,,,,,,,Jennifer McCann,,,,,,,Jennifer McCann,,Jennifer McCann,,,,Jennifer McCann,,,Jennifer McCann,,,Jennifer McCann,,,,,,,,,,,,,,,,,,,Jennifer McCann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4681140,Addie Morrow,Addie Morrow,,male,,,,1928-07-17,,,,,,,,2012-03-30,,,,,,,,,,,,,,,Addie Morrow,,,,,,,Addie Morrow,,,,,,,,,Addie Morrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4685214,Adrian McQuillan,Adrian McQuillan,,male,,,,1965-06-08,,Adrian,,,,,,,,,,,,,,,,,,,,,Adrian McQuillan,,,,,,,Adrian McQuillan,,,,,,Adrian McQuillan,,,Adrian McQuillan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4707013,Alan Kane,Alan Kane,,male,,,,,,Alan,,,,,,,,,,,,,,,,,,,,,Alan Kane (politician),,,,,,,,,,,,,,,,Alan Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4707281,Alan McFarland,Alan McFarland,,male,,,,1949-08-09,,Alan,,,,,,,,,,,,,,,,,,,,,Alan McFarland,,,,,,,Alan McFarland,,Alan McFarland,,,,Alan McFarland,,,Alan McFarland,,,Alan McFarland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4708772,Alastair Ross,Alastair Ross,https://upload.wikimedia.org/wikipedia/commons/f/fc/Alastair_Ross_DUP.jpg,male,,,,1981-03-04,,Alastair,,,,,,,,,,,,,,,,,,,,,Alastair Ross,,,,,,,Alastair Ross,,Alastair Ross,,,,Alastair Ross,,,Alastair Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4709010,Alban Maginness,Alban Maginness,,male,,,,1950-07-09,,Alban,,,,,,,,,,,,,,,,,,,,,Alban Maginness,,,,,,,Alban Maginness,,Alban Maginness,,,,Alban Maginness,,,Alban Maginness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4716637,Alex Attwood,Alex Attwood,"https://upload.wikimedia.org/wikipedia/commons/c/cc/May_Day,_Belfast,_April_2011_(056).JPG",male,,,,1959-04-26,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Attwood,,,,,Alex Attwood,,Alex Attwood,,Alex Attwood,,,,,,,Alex Attwood,,,Alex Attwood,Alex Attwood,,,,,,,,,,,,,,,,,,,,,,Alex Attwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4716944,Alex Easton,Alex Easton,https://upload.wikimedia.org/wikipedia/commons/5/5b/Alex_Easton.jpg,male,,,,1969-05-19,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Easton,,,,,,,Alex Easton,,,,,,,,,Alex Easton,,,Alex Easton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4730490,Allan Bresland,Allan Bresland,,male,,,,1945-08-16,,Allan,,,,,,,,,,,,,,,,,,,,,Allan Bresland,,,,,,,Allan Bresland,,Allan Bresland,,,,Allan Bresland,,,Allan Bresland,,,Allan Bresland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4768269,Anne Dickson,Anne Dickson,,female,,,,1928-04-18,,Anne,,,,,,,,,,,,,,,,,,,,,Anne Dickson,,,,,,,Anne Dickson,,Anne Dickson,,,,Anne Dickson,,,Anne Dickson,,,Anne Dickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne Dickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4769268,Annie Courtney,Annie Courtney,,female,,,,,,Annie,,,,,Courtney,,,,,,,,,,,,,,,,Annie Courtney,,,,,,,,,,,,,,,,Annie Courtney,,,Annie Courtney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4792148,Arlene Foster,Arlene Foster,https://upload.wikimedia.org/wikipedia/commons/4/4c/ArleneFoster.jpg,female,,,,1970-07-03,,Arlene,,,,,,,,,,,,,,,,,,,,,Arlene Foster,,,,,,,Arlene Foster,,Arlene Foster,,,,Arlene Foster,Arlene Foster,,Arlene Foster,,,Arlene Foster,,,,,,,,,,,Arlene Foster,Arlene Foster,,,Arlene Foster,,,,,Arlene Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Arlene Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4798477,Arthur Doherty,Arthur Doherty,,male,,,,1932-01-19,,Arthur,,,,,,2003-02-06,,,,,,,,,,,,,,,Arthur Doherty,,,,,,,Arthur Doherty,,,,,,,,,Arthur Doherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4822963,Austin Ardill,Austin Ardill,,male,,,,1917-01-01,,Austin,,,,,,2010-10-12,,,,,,,,,,,,,,,Austin Ardill,,,,,,,Austin Ardill,,,,,,Austin Ardill,,,Austin Ardill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4864486,Barry McElduff,Barry McElduff,,male,,,,1966-08-16,,Barry,,,,,,,,,,,,,,,,,,,,,Barry McElduff,,,,,,,Barry McElduff,,,,,,,,,Barry McElduff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4867162,Basil Glass,Basil Glass,,male,,,,1926-04-21,,Basil,,,,,,2005-09-30,,,,,,,,,,,,,,,Basil Glass,,,,,,,Basil Glass,,,,,,Basil Glass,,,Basil Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4867217,Basil McIvor,Basil McIvor,,male,35296669,,,1928-06-17,,Basil,,,,,,2004-11-05,,,,,,,,,,,,,,,Basil McIvor,,,,,,,Basil McIvor,,Basil McIvor,,,,Basil McIvor,,,Basil McIvor,,,Basil McIvor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4867218,Basil McCrea,Basil McCrea,https://upload.wikimedia.org/wikipedia/commons/8/82/Basil_McCrea_Lisburn_Office047.jpg,male,,,,1959-11-13,,Basil,,,,,,,,,,,,,,,,,,,,,Basil McCrea,,,,,,,Basil McCrea,,,,,,,,,Basil McCrea,,Basil McCrea,,,,,,,,,,,,,,,,,Basil McCrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4895647,Bertie McConnell,Bertie McConnell,,male,,,,1921-01-01,,Bertie,,,,,,,,,,,,,,,,,,,,,Bertie McConnell,,,,,,,Bertie McConnell,,,,,,Bertie McConnell,,,Bertie McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4912119,Billy Armstrong,Billy Armstrong,,male,,,,1943-06-21,,Billy,,,,,,,,,,,,,,,,,,,,,Billy Armstrong,,,,,,,Billy Armstrong,,,,,,,,,Billy Armstrong,,,Billy Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4912187,Billy Bell,Billy Bell,https://upload.wikimedia.org/wikipedia/commons/6/6a/Billy_Bell.jpg,male,,,,1935-10-09,,Billy,,,,,,,,,,,,,,,,,,,,,Billy Bell (politician),,,,,,,Billy Bell,,,,,,,,,Billy Bell,,,Billy Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4912757,Billy Hutchinson,Billy Hutchinson,,male,,,,1955-01-01,,Billy,,,,,,,,,,,,,,,,,,,,,Billy Hutchinson,,,,,,,Billy Hutchinson,,Billy Hutchinson,,,,,,,Billy Hutchinson,,,Billy Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4912895,Billy Leonard,Billy Leonard,,male,,,,1955-01-13,,Billy,,,,,,,,,,,,,,,,,,,,,Billy Leonard,,,,,,,Billy Leonard,,,,,,,,,Billy Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4932131,Bob Cooper,Bob Cooper,,male,,,,1936-06-24,,Bob,,,,,,2004-11-15,,,,,,,,,,,,,,,Bob Cooper (politician),,,,,,,Bob Cooper,,Bob Cooper,,,,,,,Bob Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4952326,Boyd Douglas,Boyd Douglas,,male,,,,1950-07-13,,Boyd,,,,,,,,,,,,,,,,,,,,,Boyd Douglas,,,,,,,Boyd Douglas,,,,,,,,,Boyd Douglas,,,Boyd Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4960688,Brenda Hale,Brenda Hale,,female,,,,,,Brenda,,,,,,,,,,,,,,,,,,,,,Brenda Hale (Northern Ireland politician),,,,,,,,,,,,,,,,Brenda Hale,,,Brenda Hale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4974147,Bronwyn McGahan,Bronwyn McGahan,,female,,,,1972-01-24,,Bronwyn,,,,,,,,,,,,,,,,,,,,,Bronwyn McGahan,,,,,,,Bronwyn McGahan,,,,,,,,,Bronwyn McGahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4981853,Bríd Rodgers,Bríd Rodgers,,female,,,,1935-02-20,,,,,,,,,,,,,,,,,,,,,,,Bríd Rodgers,,,,,,,,,Bríd Rodgers,,,,,,,Bríd Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4992676,Martina Anderson,Martina Anderson,"https://upload.wikimedia.org/wikipedia/commons/1/1f/Martina_Anderson_MEP,_Strasbourg_-_Diliff.jpg",female,,,,1962-04-16,,Martina,,,,113959,Anderson,,,,,,,,,,,,,,,,Martina Anderson,,,,,Martina Anderson,,Martina Anderson,,Martina Anderson,Martina Anderson,,,,,,Martina Anderson,,,Martina Anderson,Martina Anderson,,,Martina Anderson,Martina Anderson,Martina Anderson,,,,,Martina Anderson,,,,Martina Anderson,,,,,,,Martina Anderson,Martina Anderson,,,,,,,,,,,,,,,Martina Anderson,,,,,,,,,,,,,,,,,Martina Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5017940,Caitríona Ruane,Caitríona Ruane,,female,,,,1962-07-19,,,,,,,,,,,,,,,,,,,,,,,Caitríona Ruane,,,,,,,Caitríona Ruane,,Caitríona Ruane,,,,,,,Caitríona Ruane,,,Caitríona Ruane,Caitríona Ruane,,,Caitríona Ruane,Caitríona Ruane,Caitríona Ruane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5043280,Carmel Hanna,Carmel Hanna,,female,,,,1946-03-26,,Carmel,,,,,,,,,,,,,,,,,,,,,Carmel Hanna,,,,,,,Carmel Hanna,,Carmel Hanna,,,,Carmel Hanna,,,Carmel Hanna,,,Carmel Hanna,Carmel Hanna,,,Carmel Hanna,Carmel Hanna,Carmel Hanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5047760,Carál Ní Chuilín,Carál Ní Chuilín,,female,,,,1964-12-18,,,,,,,,,,,,,,,,,,,,,,,Carál Ní Chuilín,,,,,,,Carál Ní Chuilín,,Carál Ní Chuilín,,,,,,,Carál Ní Chuilín,,Carál Ní Chuilín,,,,,,,,,,,,,,,,,Carál Ní Chuilín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5052017,Cathal Boylan,Cathal Boylan,https://upload.wikimedia.org/wikipedia/commons/c/c7/CathalBoylan.jpg,male,,,,1964-04-30,,Cathal,,,,,,,,,,,,,,,,,,,,,Cathal Boylan,,,,,,,Cathal Boylan,,,,,,,,,Cathal Boylan,,,Cathal Boylan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5052072,Cathal Ó hOisín,Cathal Ó hOisín,,male,,,,1963-03-18,,Cathal,,,,,,,,,,,,,,,,,,,,,Cathal Ó hOisín,,,,,,,Cathal Ó hOisín,,,,,,,,,Cathal Ó hOisín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5056028,Cecil Cousley,Cecil Cousley,,male,,,,,,Cecil,,,,,,,,,,,,,,,,,,,,,Cecil Cousley,,,,,,,,,,,,,,,,Cecil Cousley,,,Cecil Cousley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5056114,Cecil Harvey,Cecil Harvey,,male,,,,,,Cecil,,,,,Harvey,,,,,,,,,,,,,,,,Cecil Harvey (politician),,,,,,,,,,,,,,,,Cecil Harvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5057164,Cedric Wilson,Cedric Wilson,,male,65981080,,,1948-06-06,,Cedric,,,,,Wilson,,,,,,,,,,,,,,,,Cedric Wilson,,,,,,,Cedric Wilson,,,,,,,,,Cedric Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5081144,"Charles Mulholland, 4th Baron Dunleath","Charles Mulholland, 4th Baron Dunleath",,male,,,,1933-01-01,,Charles,,,,,,1993-01-01,,,,,,,,,,,,,,,"Charles Mulholland, 4th Baron Dunleath",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5081712,Charles Poots,Charles Poots,,male,,,,1929-01-01,,Charles,,,,,,,,,,,,,,,,,,,,,Charles Poots,,,,,,,Charles Poots,,,,,,Charles Poots,,,Charles Poots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5106839,Chris Hazzard,Chris Hazzard,,male,,,,1985-01-01,,Chris,,,,,,,,,,,,,,,,,,,,,Chris Hazzard,,,,,,,Chris Hazzard,,,,,,Chris Hazzard,,,Chris Hazzard,,,Chris Hazzard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5107294,Chris Lyttle,Chris Lyttle,,male,,,,1981-01-19,,Chris,,,,,,,,,,,,,,,,,,,,,Chris Lyttle,,,,,,,Chris Lyttle,,Chris Lyttle,,,,,,,Chris Lyttle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5125263,Claire McGill,Claire McGill,,female,,,,,,Claire,,,,,,,,,,,,,,,,,,,,,Claire McGill,,,,,,,,,,,,,Claire McGill,,,Claire McGill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5132944,Clifford Forsythe,Clifford Forsythe,,male,,,,1929-08-25,,Clifford,,,,,,2000-04-27,,,,,,,,,,,,,,mr-clifford-forsythe,Clifford Forsythe,,,,,,,,,Clifford Forsythe,,,,,,,Clifford Forsythe,,,Clifford Forsythe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5133049,Clifford Smyth,Clifford Smyth,,male,68009112,,,,,Clifford,,,,,,,,,,,,,,,,,,,,,Clifford Smyth,,,,,,,,,,,,,,,,Clifford Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5149523,Colum Eastwood,Colum Eastwood,,male,,,,1983-04-30,,,,,,,,,,,,,,,,,,,,,,,Colum Eastwood,,,,,,,Colum Eastwood,,,,,,,,,Colum Eastwood,,,Colum Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5158089,Conall McDevitt,Conall McDevitt,,male,,,,1972-06-01,,,,,,,,,,,,,,,,,,,,,,,Conall McDevitt,,,,,,,Conall McDevitt,,,,,,Conall McDevitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
