id,name__fi,name,wikipedia__fi,name__sv,wikipedia__sv,name__en,wikipedia__en,image,gender,birth_date,identifier__freebase,given_name,website,identifier__ISNI,identifier__VIAF,identifier__LCAuth,identifier__EuroparlMEP,identifier__GND,identifier__BNF,identifier__IMDB,identifier__MusicBrainz,identifier__SELIBR,identifier__NTA,family_name,identifier__discogs,identifier__parlement,identifier__SUDOC,identifier__BIBSYS,identifier__Munzinger,twitter,facebook,death_date,identifier__IIAF,name__ru,name__fr,name__pl,name__nl,name__es,name__nb,name__da,name__nn,wikipedia__fr,wikipedia__pl,wikipedia__ru,name__it,name__de,name__et,name__lt,name__ca,name__uk,name__id,wikipedia__ca,wikipedia__es,wikipedia__et,wikipedia__id,wikipedia__lt,wikipedia__uk,name__en_ca,name__en_gb,wikipedia__commons,wikipedia__de,wikipedia__enwikiquote,wikipedia__fiwikiquote,name__io,name__ar,name__hu,wikipedia__ar,wikipedia__hu,wikipedia__io,wikipedia__no,name__tr,wikipedia__tr,name__sco,wikipedia__sco,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__eo,name__cs,name__fa,name__bg,name__zh,name__sk,wikipedia__bg,wikipedia__cs,wikipedia__da,wikipedia__eo,wikipedia__fa,wikipedia__it,wikipedia__pt,wikipedia__sk,wikipedia__zh,name__lv,wikipedia__lv,name__lb,name__he,name__ko,name__yo,name__ja,name__el,name__vi,name__sr,name__se,name__cy,name__os,name__be,name__pt_br,name__is,name__lmo,name__oc,name__la,wikipedia__be,wikipedia__cy,wikipedia__el,wikipedia__he,wikipedia__is,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__nl,wikipedia__os,wikipedia__plwikiquote,wikipedia__se,wikipedia__simple,wikipedia__sr,wikipedia__vi,wikipedia__yo,name__nan,name__eu,name__ie,name__ms,name__gl,name__sw,name__sh,name__sr_el,name__sr_ec,name__vep,name__nds,name__az,wikipedia__az,wikipedia__eu,wikipedia__gl,wikipedia__ie,wikipedia__ms,wikipedia__nds,wikipedia__oc,wikipedia__sh,wikipedia__sw,wikipedia__vep,wikipedia__zh_min_nan,name__hy,name__sl,name__hr,wikipedia__hr,wikipedia__hy,wikipedia__sl,name__ro,wikipedia__nn,wikipedia__ro,name__uz,name__de_ch,wikipedia__itwikiquote,wikipedia__uz,name__so,wikipedia__so,name__mg,wikipedia__mg,name__arz,name__ga,name__be_tarask,wikipedia__arz,wikipedia__be_x_old,wikipedia__ga,name__br,name__th,name__ilo,name__fo,name__ka,name__mr,wikipedia__br,wikipedia__fo,wikipedia__ilo,wikipedia__ka,wikipedia__mr,wikipedia__th,wikipedia__ukwikiquote,name__fy,wikipedia__fy,name__gsw
Q3855167,Merja Kuusisto,Merja Kuusisto,Merja Kuusisto (hiihtäjä),Merja Kuusisto,,Merja Lahtinen,Merja Lahtinen,,female,1968-01-01,,Merja,,,,,,,,,,,,,,,,,,,,,,,Merja Lahtinen,,,Merja Lahtinen,Merja Kuusisto,Merja Kuusisto,Merja Kuusisto,,,,Merja Lahtinen,Merja Lahtinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merja Lahtinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4357123,Elisabeth Nauclér,Elisabeth Nauclér,Elisabeth Nauclér,Elisabeth Nauclér,Elisabeth Nauclér,Elisabeth Nauclér,Elisabeth Nauclér,,female,1952-03-07,/m/0gtxjsb,Elisabeth,,,,,,,,,,,,,,,,,,,,,,,Elisabeth Nauclér,,Elisabeth Nauclér,Elisabeth Nauclér,,,,,,,,Elisabeth Nauclér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11861334,Hanna Mäntylä,Hanna Mäntylä,Hanna Mäntylä,Hanna Mäntylä,Hanna Mäntylä,Hanna Mäntylä,Hanna Mäntylä,,female,1974-09-19,,Hanna,,,,,,,,,,,,,,,,,,,,,,,,Hanna Mäntylä,,,,,,,Hanna Mäntylä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q233299,Jaana Pelkonen,Jaana Pelkonen,Jaana Pelkonen,Jaana Pelkonen,Jaana Pelkonen,Jaana Pelkonen,Jaana Pelkonen,https://upload.wikimedia.org/wikipedia/commons/f/f0/ESC_2007_-_Jaana_Pelkonen_presenting_the_semifinal.jpg,female,1977-01-27,/m/02859h0,,,,,,,,,nm1337027,fca6379b-8283-4054-b388-4494c8523839,,,,2379641,,,,,JaanaPelkonen,,,,"Пелконен, Яана",Jaana Pelkonen,Jaana Pelkonen,Jaana Pelkonen,Jaana Pelkonen,,,,Jaana Pelkonen,Jaana Pelkonen,"Пелконен, Яана",Jaana Pelkonen,Jaana Pelkonen,Jaana Pelkonen,Jaana Pelkonen,,,,,Jaana Pelkonen,Jaana Pelkonen,,Jaana Pelkonen,,,,Jaana Pelkonen,Jaana Pelkonen,,,,,,,,,,Jaana Pelkonen,Jaana Pelkonen,,,,,,,,,,,,,,,,,,,,,Jaana Pelkonen,,,,,,,יאנה פלקונן,,,,,,,,,,Яана Пелканен,,,,,,Яана Пелканен,,,יאנה פלקונן,,,,,,,Jaana Pelkonen,,,,,,,,,,,,,,Jaana Pelkonen,,,,,Yaana Pelkonen,Yaana Pelkonen,,,,,,,Jaana Pelkonen,,,,Յանա Պելկոնեն,Jaana Pelkonen,Jaana Pelkonen,Jaana Pelkonen,Յանա Պելկոնեն,Jaana Pelkonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q779418,Juha Rehula,Juha Rehula,Juha Rehula,Juha Rehula,Juha Rehula,Juha Rehula,Juha Rehula,,male,1963-06-03,/m/0rpj2f5,Juha,,,,,,,,,,,,,,,,,,,,,,,Juha Rehula,Juha Rehula,Juha Rehula,Juha Rehula,,,,Juha Rehula,Juha Rehula,,,Juha Rehula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6315653,Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,https://upload.wikimedia.org/wikipedia/commons/5/52/Jussi_Niinistö.jpg,male,1970-10-27,,Jussi,,,231348457,,,,,,,,,Niinistö,,,,,,,,,,"Нийнистё, Юсси",Jussi Niinistö,Jussi Niinistö,,Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,,,Jussi Niinistö,"Нийнистё, Юсси",Jussi Niinistö,Jussi Niinistö,Jussi Niinistö,,,,,,,Jussi Niinistö,,,,,,,,,,,,,,,,Jussi Niinistö,,,,,,,,,,,,,,,,,,,,Jussi Niinistö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q971525,Kari Rajamäki,Kari Rajamäki,Kari Rajamäki,Kari Rajamäki,Kari Rajamäki,Kari Rajamäki,Kari Rajamäki,https://upload.wikimedia.org/wikipedia/commons/c/c7/Kari_Rajamäki.jpg,male,1948-10-15,/m/07n16v,Kari,,,,,,,,,,,,,,,,,,,,,,,Kari Rajamäki,Kari Rajamäki,Kari Rajamäki,Kari Rajamäki,,,,Kari Rajamäki,Kari Rajamäki,,,Kari Rajamäki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6516357,Leena Rauhala,Leena Rauhala,Leena Rauhala,,,Leena Rauhala,Leena Rauhala,,female,1942-02-28,,Leena,,,,,,,,,,,,,,,,,,,,,,,Leena Rauhala,,,,,,,,,,,Leena Rauhala,,,,,,,,,,,,,,,,,,,,,,,,,,,Leena Rauhala,Leena Rauhala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q241412,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,https://upload.wikimedia.org/wikipedia/commons/a/aa/Marjomatikainenkalström.jpg,female,1965-02-03,/m/0dg99z,Marjo,,,,,2308,,,,,,,,,,,,,,,,,"Матикайнен, Марьо",Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,"Матикайнен, Марьо",Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,,Marjo Matikainen-Kallström,,,Marjo Matikainen-Kallström,,Marjo Matikainen-Kallström,,,,,,,Marjo Matikainen-Kallström,,,,,,,,,Marjo Matikainen-Kallström,,,,,,,,,,,,,,,,,,,,,,,Marjo Matikainen-Kallström,,,,,,,,,,マルヨ・マティカイネン＝カールストロム,,,,,,,,,,,,,,,,,,マルヨ・マティカイネン＝カールストロム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,Marjo Matikainen-Kallström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1854955,Mauri Pekkarinen,Mauri Pekkarinen,Mauri Pekkarinen,Mauri Pekkarinen,Mauri Pekkarinen,Mauri Pekkarinen,Mauri Pekkarinen,https://upload.wikimedia.org/wikipedia/commons/1/1e/Naringsminister_Mauri_Pekkarinen_Finland.jpg,male,1947-10-06,/m/02vnzkv,Mauri,,,68465872,,,,,,,,,,,,,,,,,,,,Mauri Pekkarinen,Mauri Pekkarinen,Mauri Pekkarinen,Mauri Pekkarinen,,,,Mauri Pekkarinen,Mauri Pekkarinen,,,Mauri Pekkarinen,Mauri Pekkarinen,,,,,,,Mauri Pekkarinen,,,,,,,Mauri Pekkarinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6845542,Mika Niikko,Mika Niikko,Mika Niikko,,,Mika Niikko,Mika Niikko,,male,1967-01-20,,Mika,,,,,,,,,,,,,,,,,,,,,,,Mika Niikko,,,,,,,,,,,Mika Niikko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16999977,Mika Raatikainen,Mika Raatikainen,Mika Raatikainen,,,Mika Raatikainen,Mika Raatikainen,,male,,,Mika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2983780,Paula Risikko,Paula Risikko,Paula Risikko,Paula Risikko,Paula Risikko,Paula Risikko,Paula Risikko,https://upload.wikimedia.org/wikipedia/commons/1/1c/Paula_Risikko_vid_Nordiska_Radets_session_2011_i_Kopenhamn.jpg,female,1960-06-04,/m/064lrfx,Paula,,,,,,,,,,,,,,,,,,,,,,"Рисикко, Паула",Paula Risikko,Paula Risikko,Paula Risikko,,Paula Risikko,Paula Risikko,Paula Risikko,Paula Risikko,Paula Risikko,"Рисикко, Паула",,Paula Risikko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4357345,Pentti Oinonen,Pentti Oinonen,Pentti Oinonen,Pentti Oinonen,Pentti Oinonen,Pentti Oinonen,Pentti Oinonen,,male,1952-06-11,/m/07k9mnk,Pentti,,,,,,,,,,,,,,,,,,,,,,,Pentti Oinonen,,Pentti Oinonen,Pentti Oinonen,,,,,,,,Pentti Oinonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6029546,Petteri Orpo,Petteri Orpo,Petteri Orpo,Petteri Orpo,Petteri Orpo,Petteri Orpo,Petteri Orpo,,male,1969-11-03,,Petteri,,,,,,,,,,,,,,,,,,,,,,,Petteri Orpo,Petteri Orpo,Petteri Orpo,,,,,Petteri Orpo,Petteri Orpo,,,Petteri Orpo,Petteri Orpo,,,,,,,Petteri Orpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7198035,Pirkko Mattila,Pirkko Mattila,Pirkko Mattila,Pirkko Mattila,Pirkko Mattila,Pirkko Mattila,Pirkko Mattila,,female,1964-04-02,,Pirkko,,,,,,,,,,,,,,,,,,,,,,,Pirkko Mattila,,,Pirkko Mattila,,,,,,,,Pirkko Mattila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7198040,Pirkko Ruohonen-Lerner,Pirkko Ruohonen-Lerner,Pirkko Ruohonen-Lerner,,,Pirkko Ruohonen-Lerner,Pirkko Ruohonen-Lerner,https://upload.wikimedia.org/wikipedia/commons/1/13/Pirkko_Ruohonen-Lerner.jpg,female,1957-02-06,,Pirkko,,,,,,,,,,,,,,,,,,,,,,,Pirkko Ruohonen-Lerner,Pirkko Ruohonen-Lerner,Pirkko Ruohonen-Lerner,,,,,Pirkko Ruohonen-Lerner,Pirkko Ruohonen-Lerner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q438819,Päivi Räsänen,Päivi Räsänen,Päivi Räsänen,Päivi Räsänen,Päivi Räsänen,Päivi Räsänen,Päivi Räsänen,https://upload.wikimedia.org/wikipedia/commons/a/a0/Päivi_Räsänen-2.jpg,female,1959-12-19,/m/03cyybh,,http://www.paivirasanen.fi/,,,,,,,,,,,,,,,,,,,,,"Рясянен, Пяйви",Päivi Räsänen,Päivi Räsänen,Päivi Räsänen,Päivi Räsänen,Päivi Räsänen,Päivi Räsänen,Päivi Räsänen,Päivi Räsänen,Päivi Räsänen,"Рясянен, Пяйви",Päivi Räsänen,Päivi Räsänen,Päivi Räsänen,,,,,,,Päivi Räsänen,,,,,,,Päivi Räsänen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q458219,Riitta Myller,Riitta Myller,Riitta Myller,Riitta Myller,,Riitta Myller,Riitta Myller,,female,1956-07-12,/m/054tps,Riitta,,,,,2062,,,,,,,,,,,,,,,,,,Riitta Myller,Riitta Myller,Riitta Myller,Riitta Myller,Riitta Myller,Riitta Myller,Riitta Myller,,Riitta Myller,,Riitta Myller,Riitta Myller,,,,,,,,,,,,,,,Riitta Myller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riitta Myller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riitta Myller,,Riitta Myller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5405332,Sari Palm,Sari Palm,Sari Palm,,,Sari Palm,Sari Palm,,female,1966-05-17,,Sari,,,,,,,,,,,,,,,,,,,,,,,Sari Palm,,,,,,,,,,,Sari Palm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1284472,Silvia Modig,Silvia Modig,Silvia Modig,Silvia Modig,Silvia Modig,Silvia Modig,Silvia Modig,https://upload.wikimedia.org/wikipedia/commons/c/cc/Silvia_Modig_2012.jpg,female,1976-07-08,/m/0pb81h3,Silvia,,,,,,,,,,,,,,,,,,,,,,,Silvia Modig,,Silvia Modig,Silvia Modig,,,,,,,,Silvia Modig,Silvia Modig,,,,,,,Silvia Modig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4609356,Simo Rundgren,Simo Rundgren,Simo Rundgren,Simo Rundgren,Simo Rundgren,Simo Rundgren,Simo Rundgren,,male,1953-06-28,,Simo,,,,,,,,,,,,,,,,,,,,,,,Simo Rundgren,,Simo Rundgren,Simo Rundgren,,,,,,,,Simo Rundgren,,,,,,,,,,,,Simo Rundgren,Simo Rundgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16989600,Sirpa Paatero,Sirpa Paatero,Sirpa Paatero,Sirpa Paatero,Sirpa Paatero,Sirpa Paatero,Sirpa Paatero,https://upload.wikimedia.org/wikipedia/commons/e/e0/Sirpa_Paatero-16.jpg,female,1964-09-09,,Sirpa,,,,,,,,,,,,,,,,,,,,,,,Sirpa Paatero,Sirpa Paatero,,,,,,Sirpa Paatero,Sirpa Paatero,,,,,,,,,,,,,,,,,Category:Sirpa Paatero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5406346,Terhi Peltokorpi,Terhi Peltokorpi,Terhi Peltokorpi,,,Terhi Peltokorpi,Terhi Peltokorpi,,female,1975-06-25,,Terhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11897991,Tom Packalén,Tom Packalén,Tom Packalén,,,Tom Packalén,Tom Packalén,,male,1969-01-01,,Tom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3542205,Tuomo Puumala,Tuomo Puumala,Tuomo Puumala,,,Tuomo Puumala,Tuomo Puumala,https://upload.wikimedia.org/wikipedia/commons/6/65/Tuomo_Puumala_2015.JPG,male,1982-04-03,,Tuomo,http://www.tuomopuumala.fi/,,,,,,,,,,,,,,,,,,,,,"Пуумала, Туомо",Tuomo Puumala,,,,,,,Tuomo Puumala,,"Пуумала, Туомо",,Tuomo Puumala,,,,,,,,,,,,,,Category:Tuomo Puumala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5399496,Vesa-Matti Saarakkala,Vesa-Matti Saarakkala,Vesa-Matti Saarakkala,,,Vesa-Matti Saarakkala,Vesa-Matti Saarakkala,,male,1984-03-24,,,,,,,,,,,,,,,,,,,,,,,,,Vesa-Matti Saarakkala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2366466,Ville Niinistö,Ville Niinistö,Ville Niinistö,Ville Niinistö,Ville Niinistö,Ville Niinistö,Ville Niinistö,https://upload.wikimedia.org/wikipedia/commons/8/8a/Ville_Niinistö_2009.jpg,male,1976-07-30,/m/06brvr,Ville,http://www.villeniinisto.fi/,,,,,,,,,,,Niinistö,,,,,,,,,,"Нийнистё, Вилле",Ville Niinistö,Ville Niinistö,Ville Niinistö,Ville Niinistö,Ville Niinistö,Ville Niinistö,Ville Niinistö,Ville Niinistö,Ville Niinistö,"Нийнистё, Вилле",Ville Niinistö,Ville Niinistö,Ville Niinistö,,,,Ville Niinistö,,,Ville Niinistö,Ville Niinistö,,,,,,,Ville Niinistö,,,,,,,,Ville Niinistö,,,Ville Niinistö,Ville Niinistö,,,,,,,,,Ville Niinistö,,,,,,Ville Niinistö,,,,Ville Niinistö,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q503143,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,https://upload.wikimedia.org/wikipedia/commons/f/f8/Stubb_4682.jpg,male,1968-04-01,/m/05v9cq,Göran,http://www.alexstubb.com/,,216357823,n94044234,28261,128576340,14439134s,,,224744,138634483,,,vjkwf6rin4oj,059715243,x90834723,00000028326,alexstubb,alexanderstubb,,,Александр Стубб,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,"Стубб, Александр",Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Олександр Стубб,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Олександр Стубб,Alexander Stubb,Alexander Stubb,Category:Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,ألكسندر ستوب,Alexander Stubb,ألكسندر ستوب,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,,,,,,,,Alexander Stubb,Alexander Stubb,Alexander Stubb,الکساندر اشتوب,,亚历山大·斯图布,,,Alexander Stubb,Alexander Stubb,Alexander Stubb,الکساندر اشتوب,Alexander Stubb,Alexander Stubb,,亚历山大·斯图布,Aleksanders Stubs,Aleksanders Stubs,Alexander Stubb,אלכסנדר סטוב,,,アレクサンデル・ストゥブ,Αλεξάντερ Στουμπ,,,,,,,Alexander Stubb,,Alexander Stubb,,Alexander Stubb,,,Αλεξάντερ Στουμπ,אלכסנדר סטוב,,アレクサンデル・ストゥブ,,Alexander Stubb,Alexander Stubb,,Alexander Stubb,,Alexander Stubb,,Alexander Stubb,,,,,Alexander Stubb,Alexander Stubb,,,,,,,,,,,,,Alexander Stubb,,,,,,,,,,,,,,Alexander Stubb,,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,Alexander Stubb,,,,,,,,,,,,,,,,,,,,,,,,,,
Q260391,Anni Sinnemäki,Anni Sinnemäki,Anni Sinnemäki,Anni Sinnemäki,Anni Sinnemäki,Anni Sinnemäki,Anni Sinnemäki,https://upload.wikimedia.org/wikipedia/commons/f/f5/Anni_Sinnemäki_Kolmen_Sepän_Aukiolla.JPG,female,1973-07-20,/m/05rw6b,Anni,,,80255225,,,135798108,,nm0802479,ae0a188e-be7e-48d2-b029-ef8c2e86d9d6,,,,712232,,,,,annisinnemaki,,,,"Синнемяки, Анни",Anni Sinnemäki,Anni Sinnemäki,Anni Sinnemäki,Anni Sinnemäki,Anni Sinnemäki,Anni Sinnemäki,Anni Sinnemäki,Anni Sinnemäki,Anni Sinnemäki,"Синнемяки, Анни",Anni Sinnemäki,Anni Sinnemäki,Anni Sinnemäki,,,,,,,Anni Sinnemäki,,,,,,,Anni Sinnemäki,,,,,,,,,,,,,,安妮·辛内迈基,安妮·辛內邁基,安妮·辛內邁基,安妮·辛内迈基,安妮·辛内迈基,安妮·辛內邁基,,,,,,安妮·辛内迈基,,,,,,,Anni Sinnemäki,,,安妮·辛内迈基,,,,,,,,,,Ани Синемеки,,,,,,,,,,,,,,,,,,,,,,,,,Ани Синемеки,,,,,,,,,,Ani Sinemeki,Ани Синемеки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7045446,Annika Saarikko,Annika Saarikko,Annika Saarikko,,,Annika Saarikko,Annika Saarikko,,female,1983-11-10,,Annika,,,,,,,,,,,,,,,,,,,,,,,Annika Saarikko,,,,,,,,,,,Annika Saarikko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
