id,birth_date,name,sort_name,family_name,given_name,image,source,term,party,party_id,start_date,end_date
mp_FeridAgani,1959-10-29,Ferid Agani,Agani Ferid,Agani,Ferid,http://files.parldata.eu/kv/kuvendi/people/mp_FeridAgani/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,512&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar Për integrim,parliamentary_group_19,2004-11-23,2007-12-12
mp_FetahBerisha,1944-12-20,Fetah Berisha,Berisha Fetah,Berisha,Fetah,http://files.parldata.eu/kv/kuvendi/people/mp_FetahBerisha/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,424&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_FloraBrovina,"",Flora Brovina,Brovina Flora,Brovina,Flora,http://files.parldata.eu/kv/kuvendi/people/mp_FloraBrovina/image.5.jpeg,"http://www.kuvendikosoves.org/?cid=1,102,894",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_GaniKoci,1958-06-20,Gani Koci,Koci Gani,Koci,Gani,http://files.parldata.eu/kv/kuvendi/people/mp_GaniKoci/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,536&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_GazmendMuhaxheri,"",Gazmend Muhaxheri,Muhaxheri Gazmend,Muhaxheri,Gazmend,http://files.parldata.eu/kv/kuvendi/people/mp_GazmendMuhaxheri/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,485&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar ORA,parliamentary_group_10,2004-11-23,2007-12-12
mp_GencGorani,1960-10-13,Genc Gorani,Gorani Genc,Gorani,Genc,http://files.parldata.eu/kv/kuvendi/people/mp_GencGorani/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,484&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar ORA,parliamentary_group_10,2004-11-23,2007-12-12
mp_GjergjDedaj,1954-04-23,Gjergj Dedaj,Dedaj Gjergj,Dedaj,Gjergj,http://files.parldata.eu/kv/kuvendi/people/mp_GjergjDedaj/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,504&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar Për integrim,parliamentary_group_19,2004-11-23,2007-12-12
mp_GjylnazeSyla,1961-02-14,Gjylnaze Syla,Syla Gjylnaze,Syla,Gjylnaze,http://files.parldata.eu/kv/kuvendi/people/mp_GjylnazeSyla/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,609&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i AAK-së,parliamentary_group_9,2004-11-23,2007-12-12
mp_GjylshenBerisha,1957-04-14,Gjylshen Berisha,Berisha Gjylshen,Berisha,Gjylshen,http://files.parldata.eu/kv/kuvendi/people/mp_GjylshenBerisha/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,410&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_GojkoSavić,1950-03-16,Gojko Savić,Savić Gojko,Savić,Gojko,http://files.parldata.eu/kv/kuvendi/people/mp_GojkoSavi%C4%87/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,480&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar SLKM,parliamentary_group_11,2004-11-23,2007-12-12
mp_GoranBogdanović,"",Goran Bogdanović,Bogdanović Goran,Bogdanović,Goran,http://files.parldata.eu/kv/kuvendi/people/mp_GoranBogdanovi%C4%87/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,476&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar SLKM,parliamentary_group_11,2004-11-23,2007-12-12
mp_HajredinHyseni,1968-10-10,Hajredin Hyseni,Hyseni Hajredin,Hyseni,Hajredin,http://files.parldata.eu/kv/kuvendi/people/mp_HajredinHyseni/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,637&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_HajredinKuçi,1971-01-02,Hajredin Kuçi,Kuçi Hajredin,Kuçi,Hajredin,http://files.parldata.eu/kv/kuvendi/people/mp_HajredinKu%C3%A7i/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,438&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_HashimThaçi,1968-04-24,Hashim Thaçi,Thaçi Hashim,Thaçi,Hashim,http://files.parldata.eu/kv/kuvendi/people/mp_HashimTha%C3%A7i/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,434&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_HatixheMusliHoxha,"",Hatixhe Musli Hoxha,Musli Hoxha Hatixhe,Musli Hoxha,Hatixhe,http://files.parldata.eu/kv/kuvendi/people/mp_HatixheMusliHoxha/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,270&secid=102&legid=1",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_HusnijaBeKoviæ,1953-12-03,Husnija Bekoviæ,Bekoviæ Husnija,Bekoviæ,Husnija,http://files.parldata.eu/kv/kuvendi/people/mp_HusnijaBe%C2%9AKovi%C3%A6/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,515&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar GP 6+,parliamentary_group_12,2004-11-23,2007-12-12
mp_HydajetHyseni,"",Hydajet Hyseni,Hyseni Hydajet,Hyseni,Hydajet,http://files.parldata.eu/kv/kuvendi/people/mp_HydajetHyseni/image.4.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,708&secid=102&legid=4",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_IbushJonuzi,1950-01-28,Ibush Jonuzi,Jonuzi Ibush,Jonuzi,Ibush,http://files.parldata.eu/kv/kuvendi/people/mp_IbushJonuzi/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,412&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_IlazPireva,1945-11-05,Ilaz Pireva,Pireva Ilaz,Pireva,Ilaz,http://files.parldata.eu/kv/kuvendi/people/mp_IlazPireva/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,409&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_IlmiAhmeti,1961-09-10,Ilmi Ahmeti,Ahmeti Ilmi,Ahmeti,Ilmi,"","http://www.kuvendikosoves.org/?cid=1,158,514&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_JakupKrasniqi,"",Jakup Krasniqi,Krasniqi Jakup,Krasniqi,Jakup,http://files.parldata.eu/kv/kuvendi/people/mp_JakupKrasniqi/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,656&secid=102&legid=4",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_JanuzKastrati,1959-10-18,Januz Kastrati,Kastrati Januz,Kastrati,Januz,http://files.parldata.eu/kv/kuvendi/people/mp_JanuzKastrati/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,429&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_JusufSutaj,"",Jusuf Sutaj,Sutaj Jusuf,Sutaj,Jusuf,http://files.parldata.eu/kv/kuvendi/people/mp_JusufSutaj/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,433&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_KamberKamberi,"",Kamber Kamberi,Kamberi Kamber,Kamberi,Kamber,http://files.parldata.eu/kv/kuvendi/people/mp_KamberKamberi/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,432&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_KolëBerisha,"",Kolë Berisha,Berisha Kolë,Berisha,Kolë,http://files.parldata.eu/kv/kuvendi/people/mp_Kol%C3%ABBerisha/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,559&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_LulzimZeneli,"",Lulzim Zeneli,Zeneli Lulzim,Zeneli,Lulzim,http://files.parldata.eu/kv/kuvendi/people/mp_LulzimZeneli/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,597&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i LDD-së,parliamentary_group_24,2004-11-23,2007-12-12
mp_LumnieHyseni,1964-08-29,Lumnie Hyseni,Hyseni Lumnie,Hyseni,Lumnie,http://files.parldata.eu/kv/kuvendi/people/mp_LumnieHyseni/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,431&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_LutfiZharku,"",Lutfi Zharku,Zharku Lutfi,Zharku,Lutfi,http://files.parldata.eu/kv/kuvendi/people/mp_LutfiZharku/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,728&secid=102&legid=4",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_MahirYağcılar,"",Mahir Yağcılar,Yağcılar Mahir,Yağcılar,Mahir,http://files.parldata.eu/kv/kuvendi/people/mp_MahirYa%C4%9Fc%C4%B1lar/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,613&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar GP 6+,parliamentary_group_12,2004-11-23,2007-12-12
mp_MarkKrasniqi,"",Mark Krasniqi,Krasniqi Mark,Krasniqi,Mark,http://files.parldata.eu/kv/kuvendi/people/mp_MarkKrasniqi/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,593&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_MazllomKumnova,1946-03-17,Mazllom Kumnova,Kumnova Mazllom,Kumnova,Mazllom,"","http://www.kuvendikosoves.org/?cid=1,158,507&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i AAK-së,parliamentary_group_9,2004-11-23,2007-12-12
mp_MelihateTërmkolli,"",Melihate Tërmkolli,Tërmkolli Melihate,Tërmkolli,Melihate,http://files.parldata.eu/kv/kuvendi/people/mp_MelihateT%C3%ABrmkolli/image.4.jpeg,"http://www.kuvendikosoves.org/?cid=1,102,852",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_MilazimHaliti,"",Milazim Haliti,Haliti Milazim,Haliti,Milazim,http://files.parldata.eu/kv/kuvendi/people/mp_MilazimHaliti/image.2.png,"http://www.kuvendikosoves.org/?cid=1,102,938",chamber_2004-11-23,Grupi Parlamentar i LDD-së,parliamentary_group_24,2004-11-23,2007-12-12
mp_MyrveteDreshajBaliu,1966-04-05,Myrvete Dreshaj-Baliu,Dreshaj-Baliu Myrvete,Dreshaj-Baliu,Myrvete,http://files.parldata.eu/kv/kuvendi/people/mp_MyrveteDreshajBaliu/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,510&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i AAK-së,parliamentary_group_9,2004-11-23,2007-12-12
mp_NafijeBerisha,1958-10-10,Nafije Berisha,Berisha Nafije,Berisha,Nafije,http://files.parldata.eu/kv/kuvendi/people/mp_NafijeBerisha/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,413&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_NaimJerliu,1969-11-02,Naim Jerliu,Jerliu Naim,Jerliu,Naim,http://files.parldata.eu/kv/kuvendi/people/mp_NaimJerliu/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,396&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_NaimMaloku,"",Naim Maloku,Maloku Naim,Maloku,Naim,http://files.parldata.eu/kv/kuvendi/people/mp_NaimMaloku/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,604&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i AAK-së,parliamentary_group_9,2004-11-23,2007-12-12
mp_NaitHasani,"",Nait Hasani,Hasani Nait,Hasani,Nait,http://files.parldata.eu/kv/kuvendi/people/mp_NaitHasani/image.4.png,"http://www.kuvendikosoves.org/?cid=1,102,930",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_NaserOsmani,"",Naser Osmani,Osmani Naser,Osmani,Naser,http://files.parldata.eu/kv/kuvendi/people/mp_NaserOsmani/image.4.jpeg,"http://www.kuvendikosoves.org/?cid=1,102,824",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_NaxhijeDoçi,1945-12-10,Naxhije Doçi,Doçi Naxhije,Doçi,Naxhije,http://files.parldata.eu/kv/kuvendi/people/mp_NaxhijeDo%C3%A7i/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,422&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_NazimJashari,"",Nazim Jashari,Jashari Nazim,Jashari,Nazim,http://files.parldata.eu/kv/kuvendi/people/mp_NazimJashari/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,487&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar ORA,parliamentary_group_10,2004-11-23,2007-12-12
mp_NekibeKelmendi,1944-05-11,Nekibe Kelmendi,Kelmendi Nekibe,Kelmendi,Nekibe,"","http://www.kuvendikosoves.org/?cid=1,158,555&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_NerxhivaneDauti,"",Nerxhivane Dauti,Dauti Nerxhivane,Dauti,Nerxhivane,http://files.parldata.eu/kv/kuvendi/people/mp_NerxhivaneDauti/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,550&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_NexhatDaci,"",Nexhat Daci,Daci Nexhat,Daci,Nexhat,http://files.parldata.eu/kv/kuvendi/people/mp_NexhatDaci/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,641&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_1,2004-11-23,2007-12-12
mp_NexhatMDaci,"",Nexhat M. Daci,M. Daci Nexhat,M. Daci,Nexhat,http://files.parldata.eu/kv/kuvendi/people/mp_NexhatMDaci/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,390&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDD-së,parliamentary_group_24,2004-11-23,2007-12-12
mp_NexhatRexha,1956-02-01,Nexhat Rexha,Rexha Nexhat,Rexha,Nexhat,http://files.parldata.eu/kv/kuvendi/people/mp_NexhatRexha/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,420&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_NimonAlimusaj,1946-10-30,Nimon Alimusaj,Alimusaj Nimon,Alimusaj,Nimon,http://files.parldata.eu/kv/kuvendi/people/mp_NimonAlimusaj/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,405&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_NumanBaliæ,"",Numan Baliæ,Baliæ Numan,Baliæ,Numan,http://files.parldata.eu/kv/kuvendi/people/mp_NumanBali%C3%A6/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,506&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar Për integrim,parliamentary_group_19,2004-11-23,2007-12-12
mp_NuranMalta,"",Nuran Malta,Malta Nuran,Malta,Nuran,http://files.parldata.eu/kv/kuvendi/people/mp_NuranMalta/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,490&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar GP 6+,parliamentary_group_12,2004-11-23,2007-12-12
mp_NurishaheHulaj,1955-03-06,Nurishahe Hulaj,Hulaj Nurishahe,Hulaj,Nurishahe,http://files.parldata.eu/kv/kuvendi/people/mp_NurishaheHulaj/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,576&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_OliverIvanović,1953-04-01,Oliver Ivanović,Ivanović Oliver,Ivanović,Oliver,http://files.parldata.eu/kv/kuvendi/people/mp_OliverIvanovi%C4%87/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,473&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar SLKM,parliamentary_group_11,2004-11-23,2007-12-12
mp_QibrijeHoxha,1955-03-18,Qibrije Hoxha,Hoxha Qibrije,Hoxha,Qibrije,http://files.parldata.eu/kv/kuvendi/people/mp_QibrijeHoxha/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,428&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_RagipZekolli,"",Ragip Zekolli,Zekolli Ragip,Zekolli,Ragip,http://files.parldata.eu/kv/kuvendi/people/mp_RagipZekolli/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,423&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_RamadanBKelmendi,1952-02-12,Ramadan B. Kelmendi,B. Kelmendi Ramadan,B. Kelmendi,Ramadan,http://files.parldata.eu/kv/kuvendi/people/mp_RamadanBKelmendi/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,406&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDD-së,parliamentary_group_24,2004-11-23,2007-12-12
mp_RamadanMusliu,"",Ramadan Musliu,Musliu Ramadan,Musliu,Ramadan,http://files.parldata.eu/kv/kuvendi/people/mp_RamadanMusliu/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,418&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_RamëBuja,"",Ramë Buja,Buja Ramë,Buja,Ramë,http://files.parldata.eu/kv/kuvendi/people/mp_Ram%C3%ABBuja/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,529&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_RanđelNojkić,1950-06-11,Ranđel Nojkić,Nojkić Ranđel,Nojkić,Ranđel,http://files.parldata.eu/kv/kuvendi/people/mp_Ran%C4%91elNojki%C4%87/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,474&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar SLKM,parliamentary_group_11,2004-11-23,2007-12-12
mp_RemzijeNimani,1944-03-04,Remzije Nimani,Nimani Remzije,Nimani,Remzije,http://files.parldata.eu/kv/kuvendi/people/mp_RemzijeNimani/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,401&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_RifatKrasniç,1962-12-10,Rifat Krasniç,Krasniç Rifat,Krasniç,Rifat,http://files.parldata.eu/kv/kuvendi/people/mp_RifatKrasni%C3%A7/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,489&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar GP 6+,parliamentary_group_12,2004-11-23,2007-12-12
mp_RudinaBukoshi,"",Rudina Bukoshi,Bukoshi Rudina,Bukoshi,Rudina,http://files.parldata.eu/kv/kuvendi/people/mp_RudinaBukoshi/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,425&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_SabitRrahmani,"",Sabit Rrahmani,Rrahmani Sabit,Rrahmani,Sabit,http://files.parldata.eu/kv/kuvendi/people/mp_SabitRrahmani/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,503&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar Për integrim,parliamentary_group_19,2004-11-23,2007-12-12
mp_SabriHamiti,"",Sabri Hamiti,Hamiti Sabri,Hamiti,Sabri,http://files.parldata.eu/kv/kuvendi/people/mp_SabriHamiti/image.5.jpeg,"http://www.kuvendikosoves.org/?cid=1,102,819",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_SadudinBerisha,1954-06-29,Sadudin Berisha,Berisha Sadudin,Berisha,Sadudin,"","http://www.kuvendikosoves.org/?cid=1,158,511&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_SafeteHadergjonaj,"",Safete Hadergjonaj,Hadergjonaj Safete,Hadergjonaj,Safete,http://files.parldata.eu/kv/kuvendi/people/mp_SafeteHadergjonaj/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,666&secid=102&legid=4",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_SalaAhmetaj,1950-07-12,Sala Ahmetaj,Ahmetaj Sala,Ahmetaj,Sala,http://files.parldata.eu/kv/kuvendi/people/mp_SalaAhmetaj/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,445&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_SalaBerishaShala,"",Sala Berisha- Shala,Berisha- Shala Sala,Berisha- Shala,Sala,http://files.parldata.eu/kv/kuvendi/people/mp_SalaBerishaShala/image.4.jpeg,"http://www.kuvendikosoves.org/?cid=1,102,920",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_SamijeZeqiraj,1951-11-17,Samije Zeqiraj,Zeqiraj Samije,Zeqiraj,Samije,http://files.parldata.eu/kv/kuvendi/people/mp_SamijeZeqiraj/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,398&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_SanijeAliaj,"",Sanije Aliaj,Aliaj Sanije,Aliaj,Sanije,http://files.parldata.eu/kv/kuvendi/people/mp_SanijeAliaj/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,567&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_SaADjokiæ,1967-10-07,Saa Djokiæ,Djokiæ Saa,Djokiæ,Saa,"","http://www.kuvendikosoves.org/?cid=1,158,513&secid=102&legid=2",chamber_2004-11-23,Pa Grup Parlamentar,parliamentary_group_20,2004-11-23,2007-12-12
mp_SelvijeHalimi,"",Selvije Halimi,Halimi Selvije,Halimi,Selvije,http://files.parldata.eu/kv/kuvendi/people/mp_SelvijeHalimi/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,102,923",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_ShabanHalimi,"",Shaban Halimi,Halimi Shaban,Halimi,Shaban,http://files.parldata.eu/kv/kuvendi/people/mp_ShabanHalimi/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,427&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_SlaðanIliæ,"",Slaðan Iliæ,Iliæ Slaðan,Iliæ,Slaðan,"","http://www.kuvendikosoves.org/?cid=1,158,479&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar SLKM,parliamentary_group_11,2004-11-23,2007-12-12
mp_SneAnaMiliæ,1959-06-04,Sneana Miliæ,Miliæ Sneana,Miliæ,Sneana,http://files.parldata.eu/kv/kuvendi/people/mp_Sne%C2%9EAnaMili%C3%A6/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,475&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar SLKM,parliamentary_group_11,2004-11-23,2007-12-12
mp_SokolBashota,1966-03-07,Sokol Bashota,Bashota Sokol,Bashota,Sokol,http://files.parldata.eu/kv/kuvendi/people/mp_SokolBashota/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,462&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_TeutaHadri,"",Teuta Hadri,Hadri Teuta,Hadri,Teuta,http://files.parldata.eu/kv/kuvendi/people/mp_TeutaHadri/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,544&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_TeutaSahatqija,"",Teuta Sahatqija,Sahatqija Teuta,Sahatqija,Teuta,http://files.parldata.eu/kv/kuvendi/people/mp_TeutaSahatqija/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,102,838",chamber_2004-11-23,Grupi Parlamentar ORA,parliamentary_group_10,2004-11-23,2007-12-12
mp_VesnaJovanović,1972-01-24,Vesna Jovanović,Jovanović Vesna,Jovanović,Vesna,http://files.parldata.eu/kv/kuvendi/people/mp_VesnaJovanovi%C4%87/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,478&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar SLKM,parliamentary_group_11,2004-11-23,2007-12-12
mp_VetonSurroi,"",Veton Surroi,Surroi Veton,Surroi,Veton,http://files.parldata.eu/kv/kuvendi/people/mp_VetonSurroi/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,481&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar ORA,parliamentary_group_10,2004-11-23,2007-12-12
mp_VeziraEmru,1954-04-23,Vezira Emru,Emru Vezira,Emru,Vezira,http://files.parldata.eu/kv/kuvendi/people/mp_VeziraEmru%C2%9A/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,629&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar Për integrim,parliamentary_group_19,2004-11-23,2007-12-12
