id,name,group,party_wikipedia,area,term,identifier__wikipedia_fo,source,name__fo,wikipedia__fo,name__da,wikipedia__da,name__en,wikipedia__en,gender,birth_date,given_name,image,identifier__freebase,death_date,identifier__viaf,identifier__gnd,identifier__lcauth,identifier__isni,identifier__bnf,website,name__hu,name__nb,name__de,wikipedia__hu,wikipedia__no,name__es,name__sv,name__pl,name__nl,name__fr,wikipedia__commons,wikipedia__de,wikipedia__es,wikipedia__pl,wikipedia__sv,name__is,name__nds,wikipedia__fr,wikipedia__is,name__eo,name__ru,name__fi,name__it,name__id,name__nn,name__cs,name__el,name__gv,name__zh,wikipedia__cs,wikipedia__el,wikipedia__eo,wikipedia__fi,wikipedia__gv,wikipedia__id,wikipedia__it,wikipedia__nl,wikipedia__nn,wikipedia__ru,wikipedia__zh,name__ja,wikipedia__ja,name__tr,name__os,name__sh,name__az,name__ca,name__lt,name__mg,wikipedia__az,wikipedia__ca,wikipedia__lt,wikipedia__mg,wikipedia__os,wikipedia__sh,wikipedia__tr,identifier__wikidata
Óli_breckmann,Óli Breckmann,Fólkaflokkurin,Fólkaflokkurin,Suðurstreymoy,1998,Óli Breckmann,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Óli Breckmann,Óli Breckmann,Óli Breckmann,Óli Breckmann,Óli Breckmann,,male,1948-03-30,,,,,,,,,,,Óli Breckmann,Óli Breckmann,Óli Breckmann,Óli Breckmann,Óli Breckmann,,,,,,,Óli Breckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q293032
bjarni_djurholm,Bjarni Djurholm,Fólkaflokkurin,Fólkaflokkurin,Suðurstreymoy,1998,Bjarni Djurholm,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,,male,1957-03-19,Bjarni,,,,,,,,,,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,,Bjarni Djurholm,,Bjarni Djurholm,Bjarni Djurholm,,,,,Bjarni Djurholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q738756
annita_á_fríðriksmørk,Annita á Fríðriksmørk,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Suðurstreymoy,1998,Annita á Fríðriksmørk,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,,,female,1968-07-27,,,,,,,,,,,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,,,,,,,Annita á Fríðriksmørk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q466097
høgni_hoydal,Høgni Hoydal,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Suðurstreymoy,1998,Høgni Hoydal,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,male,1966-03-28,,https://upload.wikimedia.org/wikipedia/commons/9/93/Hogni_hoydal.jpg,/m/05t39z,,54326312,,,0000 0000 3619 7045,137465233,,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Category:Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,,Høgni Hoydal,Høgni Hoydal,,,,,,,,,,,,,,,,,,,,,,ヘグニ・ホイダル,ヘグニ・ホイダル,,,,,,,,,,,,,,,Q567780
finnbogi_Ísakson,Finnbogi Ísakson,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Suðurstreymoy,1998,Finnbogi Ísakson,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Finnbogi Ísakson,Finnbogi Ísakson,Finnbogi Ísakson,Finnbogi Ísakson,Finnbogi Ísakson,,male,1943-02-07,,,,2005-09-07,308740562,1051917034,,,,,,Finnbogi Ísakson,Finnbogi Ísakson,,Finnbogi Ísakson,Finnbogi Ísakson,,,Finnbogi Ísakson,Finnbogi Ísakson,,Finnbogi Ísakson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1417695
katrin_dahl_jakobsen,Katrin Dahl Jakobsen,Javnaðarflokkurin,Javnaðarflokkurin,Suðurstreymoy,1998,Katrin Dahl Jakobsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,,female,1951-05-20,Katrin,https://upload.wikimedia.org/wikipedia/commons/f/fe/Katrin_Dahl_Jakobsen_01.jpg,,,,,,,,,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,,,,,,,,,,,,,,,,,,,,Katrin Dahl Jakobsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q938738
kristian_magnussen,Kristian Magnussen,Javnaðarflokkurin,Javnaðarflokkurin,Suðurstreymoy,1998,Kristian Magnussen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Kristian Magnussen,Kristian Magnussen,Kristian Magnussen,Kristian Magnussen,,,male,1956-02-22,Kristian,,,,,,,,,,Kristian Magnussen,Kristian Magnussen,,Kristian Magnussen,Kristian Magnussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1121072
heðin_mortensen,Heðin Mortensen,Sambandsflokkurin,Sambandsflokkurin,Suðurstreymoy,1998,Heðin Mortensen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Heðin Mortensen,Heðin Mortensen,Heðin Mortensen,Heðin Mortensen,,,male,1946-04-07,,,,,,,,,,,,Heðin Mortensen,Heðin Mortensen,,Heðin Mortensen,,,Heðin Mortensen,Heðin Mortensen,,,Heðin Mortensen,,Heðin Mortensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q331777
helena_dam_á_neystabø,Helena Dam á Neystabø,Sjálvstýrisflokkurin,Sjálvstýrisflokkurin,Suðurstreymoy,1998,Helena Dam á Neystabø,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Helena Dam á Neystabø,Helena Dam á Neystabø,Helena Dam á Neystabø,Helena Dam á Neystabø,Helena Dam á Neystabø,,female,1955-12-10,Helena,https://upload.wikimedia.org/wikipedia/commons/8/8d/Helena_Dam_a_Neystabo.jpg,,,,,,,,,Helena Dam á Neystabø,Helena Dam á Neystabø,Helena Dam á Neystabø,Helena Dam á Neystabø,Helena Dam á Neystabø,,,,,,,Helena Dam á Neystabø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q273984
lisbeth_l._petersen,Lisbeth L. Petersen,Sambandsflokkurin,Sambandsflokkurin,Suðurstreymoy,1998,Lisbeth L. Petersen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth Petersen,Lisbeth Petersen,Lisbeth Petersen,,female,1939-02-28,Lisbeth,,,,43664080,,,,,,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth L. Petersen,,Lisbeth Beate Lindenskov Petersen,,,Lisbeth Petersen,,Lisbeth L. Petersen,,,Lisbeth Beate Lindenskov Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q544116
jenis_av_rana,Jenis av Rana,Miðflokkurin,Miðflokkurin,Suðurstreymoy,1998,Jenis av Rana,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,male,1953-01-07,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Jenis_av_Rana.jpg,,,,,,,,,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,,Jenis av Rana,,,Jenis av Rana,Category:Jenis av Rana,Jenis av Rana,,,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q254129
marjus_dam,Marjus Dam,Sambandsflokkurin,Sambandsflokkurin,Vágar,1998,Marjus Dam,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jørgen_niclasen,Jørgen Niclasen,Fólkaflokkurin,Fólkaflokkurin,Vágar,1998,Jørgen Niclasen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,male,1969-01-17,Jørgen,https://upload.wikimedia.org/wikipedia/commons/9/9b/Jorgen_Niclasen_(2).jpg,/m/043ry58,,,,,,,,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,,Jørgen Niclasen,,Jørgen Niclasen,,,,,,,,,,,,,,,,,,,,,,,,,,,ヨルゲン・ニクラセン,ヨルゲン・ニクラセン,,,,,,,,,,,,,,,Q903946
alfred_olsen,Alfred Olsen,Sambandsflokkurin,Sambandsflokkurin,Eysturoy,2002,Alfred Olsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,,male,1947-03-30,Alfred,,,,,,,,,,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q644805
andrias_petersen,Andrias Petersen,Javnaðarflokkurin,Javnaðarflokkurin,Eysturoy,2002,Andrias Petersen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Andrias Petersen,Andrias Petersen,Andrias Petersen,Andrias Petersen,Andrias Petersen,,male,1947-06-08,,,,,,,,,,,Andrias Petersen,Andrias Petersen,,Andrias Petersen,Andrias Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q768494
anfinn_kallsberg,Anfinn Kallsberg,Fólkaflokkurin,Fólkaflokkurin,Norðoyar,2002,Anfinn Kallsberg,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,male,1947-11-19,,https://upload.wikimedia.org/wikipedia/commons/c/c0/Anfinn_Kallsberg.jpg,/m/077f65,,,,,,,,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q529900
annita_á_fríðriksmørk,Annita á Fríðriksmørk,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Suðurstreymoy,2002,Annita á Fríðriksmørk,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,,,female,1968-07-27,,,,,,,,,,,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,,,,,,,Annita á Fríðriksmørk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q466097
bárður_nielsen,Bárður Nielsen,Sambandsflokkurin,Sambandsflokkurin,Norðurstreymoy,2002,Bárður Nielsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Bárður Nielsen,Bárður Nielsen,Bárður Nielsen,Bárður Nielsen,,,male,1972-04-16,Bárður,https://upload.wikimedia.org/wikipedia/commons/e/ec/Bardur_Nielsen.jpg,,,,,,,,,Bárður Nielsen,Bárður Nielsen,,Bárður Nielsen,Bárður Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q853551
bjarni_djurholm,Bjarni Djurholm,Fólkaflokkurin,Fólkaflokkurin,Suðurstreymoy,2002,Bjarni Djurholm,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,,male,1957-03-19,Bjarni,,,,,,,,,,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,,Bjarni Djurholm,,Bjarni Djurholm,Bjarni Djurholm,,,,,Bjarni Djurholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q738756
edmund_joensen,Edmund Joensen,Sambandsflokkurin,Sambandsflokkurin,Eysturoy,2002,Edmund Joensen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,male,1944-09-19,Edmund,https://upload.wikimedia.org/wikipedia/commons/6/63/Edmund_Joensen.JPG,/m/04n5gw7,,,,,,,,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Category:Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q678236
gerhard_lognberg,Gerhard Lognberg,Javnaðarflokkurin,Javnaðarflokkurin,Sandoy,2002,Gerhard Lognberg,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Gerhard Lognberg,Gerhard Lognberg,Gerhard Lognberg,Gerhard Lognberg,,,male,1950-11-01,Gerhard,,,,,,,,,,Gerhard Lognberg,Gerhard Lognberg,,Gerhard Lognberg,Gerhard Lognberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1009810
heðin_mortensen,Heðin Mortensen,Sambandsflokkurin,Sambandsflokkurin,Suðurstreymoy,2002,Heðin Mortensen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Heðin Mortensen,Heðin Mortensen,Heðin Mortensen,Heðin Mortensen,,,male,1946-04-07,,,,,,,,,,,,Heðin Mortensen,Heðin Mortensen,,Heðin Mortensen,,,Heðin Mortensen,Heðin Mortensen,,,Heðin Mortensen,,Heðin Mortensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q331777
heini_o._heinesen,Heini O. Heinesen,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Norðoyar,2002,Heini O. Heinesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
henrik_old,Henrik Old,Javnaðarflokkurin,Javnaðarflokkurin,Suðuroy,2002,Henrik Old,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Henrik Old,Henrik Old,Henrik Old,Henrik Old,Henrik Old,Henrik Old,male,1947-06-20,Henrik,https://upload.wikimedia.org/wikipedia/commons/7/7d/Henrik_Old.jpg,,,,,,,,,,Henrik Old,Henrik Old,,Henrik Old,,,,,,Category:Henrik Old,Henrik Old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3818072
hergeir_nielsen,Hergeir Nielsen,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Suðuroy,2002,Hergeir Nielsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Hergeir Nielsen,Hergeir Nielsen,Hergeir Nielsen,Hergeir Nielsen,,,male,1949-08-27,,,,,,,,,,,Hergeir Nielsen,Hergeir Nielsen,,Hergeir Nielsen,Hergeir Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1035514
høgni_hoydal,Høgni Hoydal,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Suðurstreymoy,2002,Høgni Hoydal,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,male,1966-03-28,,https://upload.wikimedia.org/wikipedia/commons/9/93/Hogni_hoydal.jpg,/m/05t39z,,54326312,,,0000 0000 3619 7045,137465233,,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Category:Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,,Høgni Hoydal,Høgni Hoydal,,,,,,,,,,,,,,,,,,,,,,ヘグニ・ホイダル,ヘグニ・ホイダル,,,,,,,,,,,,,,,Q567780
jenis_av_rana,Jenis av Rana,Miðflokkurin,Miðflokkurin,Suðurstreymoy,2002,Jenis av Rana,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,male,1953-01-07,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Jenis_av_Rana.jpg,,,,,,,,,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,,Jenis av Rana,,,Jenis av Rana,Category:Jenis av Rana,Jenis av Rana,,,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q254129
jóannes_eidesgaard,Jóannes Eidesgaard,Javnaðarflokkurin,Javnaðarflokkurin,Suðuroy,2002,Jóannes Eidesgaard,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,male,1951-04-19,,https://upload.wikimedia.org/wikipedia/commons/0/0a/Joannes_Eidesgaard_in_Gjogv.jpg,/m/037lqt,,,,,,,,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Йоуаннес Айдесгорд,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Γιόανες Άιντεσγκααρτ,Jóannes Eidesgaard,约安内斯·埃德斯加德,Jóannes Eidesgaard,Γιόανες Άιντεσγκααρτ,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,"Айдесгорд, Йоуаннес",约安内斯·埃德斯加德,,,,,,,,,,,,,,,,,Q331931
jógvan_á_lakjuni,Jógvan á Lakjuni,Fólkaflokkurin,Fólkaflokkurin,Eysturoy,2002,Jógvan á Lakjuni,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,male,1952-11-13,Jógvan,https://upload.wikimedia.org/wikipedia/commons/5/57/Jogvan_a_Lakjuni_2.jpeg,,,,,,,,,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,,Jógvan á Lakjuni,,Jógvan á Lakjuni,Jógvan á Lakjuni,,Jógvan á Lakjuni,,,Jógvan á Lakjuni,Jógvan á Lakjuni,,,Jógvan á Lakjuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q932304
jógvan_við_keldu,Jógvan við Keldu,Fólkaflokkurin,Fólkaflokkurin,Norðoyar,2002,Jógvan við Keldu,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,,male,1944-01-30,Jógvan,https://upload.wikimedia.org/wikipedia/commons/d/d2/Jogvan_vid_keldu.jpg,,,,,,,,,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,,Jógvan við Keldu,,Jógvan við Keldu,,,Jógvan við Keldu,,,Jógvan við Keldu,,,,,,,,,,Jógvan við Keldu,,,,,,,,,,,,,Jógvan við Keldu,,,,,,,,,,,,,,,,,,,Q932270
johan_dahl,Johan Dahl,Sambandsflokkurin,Sambandsflokkurin,Suðuroy,2002,Johan Dahl,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Johan Dahl,Johan Dahl,Johan Dahl,Johan Dahl,,,male,1959-09-19,Johan,https://upload.wikimedia.org/wikipedia/commons/1/16/Johan_Dahl.jpg,,,,,,,,,Johan Dahl,Johan Dahl,,Johan Dahl,Johan Dahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1100947
jørgen_niclasen,Jørgen Niclasen,Fólkaflokkurin,Fólkaflokkurin,Vágar,2002,Jørgen Niclasen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,male,1969-01-17,Jørgen,https://upload.wikimedia.org/wikipedia/commons/9/9b/Jorgen_Niclasen_(2).jpg,/m/043ry58,,,,,,,,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,,Jørgen Niclasen,,Jørgen Niclasen,,,,,,,,,,,,,,,,,,,,,,,,,,,ヨルゲン・ニクラセン,ヨルゲン・ニクラセン,,,,,,,,,,,,,,,Q903946
katrin_dahl_jakobsen,Katrin Dahl Jakobsen,Javnaðarflokkurin,Javnaðarflokkurin,Suðurstreymoy,2002,Katrin Dahl Jakobsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,,female,1951-05-20,Katrin,https://upload.wikimedia.org/wikipedia/commons/f/fe/Katrin_Dahl_Jakobsen_01.jpg,,,,,,,,,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,,Katrin Dahl Jakobsen,Katrin Dahl Jakobsen,,,,,,,,,,,,,,,,,,,,Katrin Dahl Jakobsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q938738
kristina_háfoss,Kristina Háfoss,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Suðurstreymoy,2002,Kristina Háfoss,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,female,1975-06-26,Kristina,https://upload.wikimedia.org/wikipedia/commons/1/13/Kristina_Háfoss_2012.jpg,,,,,,,,,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,Kristina Háfoss,,,,Kristina Háfoss,Kristina Háfoss,Category:Kristina Háfoss,Kristina Háfoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q466349
lisbeth_l._petersen,Lisbeth L. Petersen,Sambandsflokkurin,Sambandsflokkurin,Suðurstreymoy,2002,Lisbeth L. Petersen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth Petersen,Lisbeth Petersen,Lisbeth Petersen,,female,1939-02-28,Lisbeth,,,,43664080,,,,,,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth L. Petersen,,Lisbeth Beate Lindenskov Petersen,,,Lisbeth Petersen,,Lisbeth L. Petersen,,,Lisbeth Beate Lindenskov Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q544116
niklái_petersen,Niklái Petersen,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Norðurstreymoy,2002,Niklái Petersen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
