id,name,constituency,photo,party_id,house,aph_id,full_name,electorate,party,profile_page,contact_page,photo_url,email,facebook,twitter,website
99931,Mr Craig Kelly MP,"Hughes, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/99931/upload_ref_binary/99931.jpg,liberal_party_of_australia,representatives,99931,Mr Craig Kelly MP,"Hughes, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=99931,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=99931,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/99931/upload_ref_binary/99931.jpg,,http://www.facebook.com/CraigKellyMP,http://twitter.com/CraigKellyMP,http://craigkelly.com.au/
00AMR,Hon Catherine King MP,"Ballarat, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMR/upload_ref_binary/00AMR.JPG,australian_labor_party,representatives,00AMR,Hon Catherine King MP,"Ballarat, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AMR,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AMR,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMR/upload_ref_binary/00AMR.JPG,Catherine.King.MP@aph.gov.au,http://www.facebook.com/CatherineKingMP,http://twitter.com/CatherineKingMP,http://www.catherineking.com.au/
E0H,Mr Andrew Laming MP,"Bowman, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E0H/upload_ref_binary/E0H.jpg,liberal_party_of_australia,representatives,E0H,Mr Andrew Laming MP,"Bowman, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E0H,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=E0H,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E0H/upload_ref_binary/E0H.jpg,,http://www.facebook.com/profile.php?id=100000494042921,http://twitter.com/AndrewLamingMP,http://www.andrewlaming.com.au/
249764,Ms Michelle Landry MP,"Capricornia, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249764/upload_ref_binary/249764.jpg,the_nationals,representatives,249764,Ms Michelle Landry MP,"Capricornia, Queensland",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249764,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=249764,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249764/upload_ref_binary/249764.jpg,,https://www.facebook.com/Michelle4Capricornia,,
247130,Mr Craig Laundy MP,"Reid, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/247130/upload_ref_binary/247130.jpg,liberal_party_of_australia,representatives,247130,Mr Craig Laundy MP,"Reid, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=247130,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=247130,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/247130/upload_ref_binary/247130.jpg,Craig.Laundy.MP@aph.gov.au,https://www.facebook.com/CraigLaundyMP,,http://www.craiglaundy.com.au/
BU8,Hon Dr Andrew Leigh MP,"Fraser, Australian Capital Territory",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/BU8/upload_ref_binary/bu8.jpg,australian_labor_party,representatives,BU8,Hon Dr Andrew Leigh MP,"Fraser, Australian Capital Territory",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=BU8,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=BU8,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/BU8/upload_ref_binary/bu8.jpg,andrew.leigh.mp@aph.gov.au,http://www.facebook.com/pages/Andrew-Leigh-MP/129819533748295,https://twitter.com/ALEIGHMP,http://www.andrewleigh.com/
00AMN,Hon Sussan Ley MP,"Farrer, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMN/upload_ref_binary/00AMN.JPG,liberal_party_of_australia,representatives,00AMN,Hon Sussan Ley MP,"Farrer, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AMN,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AMN,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMN/upload_ref_binary/00AMN.JPG,Farrer@aph.gov.au,http://www.facebook.com/pages/Sussan-Ley-MP/198830586850988,http://twitter.com/sussanley,http://www.sussanley.com/
WN6,Hon Ian Macfarlane MP,"Groom, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/WN6/upload_ref_binary/WN6.JPG,liberal_party_of_australia,representatives,WN6,Hon Ian Macfarlane MP,"Groom, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=WN6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=WN6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/WN6/upload_ref_binary/WN6.JPG,Ian.Macfarlane.MP@aph.gov.au,,,http://www.ianmacfarlanemp.com/
PG6,Hon Jenny Macklin MP,"Jagajaga, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/PG6/upload_ref_binary/PG6.jpg,australian_labor_party,representatives,PG6,Hon Jenny Macklin MP,"Jagajaga, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=PG6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=PG6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/PG6/upload_ref_binary/PG6.jpg,,,,http://www.jennymacklin.net.au
L6P,Hon Alannah MacTiernan MP,"Perth, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/L6P/upload_ref_binary/L6P.jpg,australian_labor_party,representatives,L6P,Hon Alannah MacTiernan MP,"Perth, Western Australia",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=L6P,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=L6P,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/L6P/upload_ref_binary/L6P.jpg,,https://www.facebook.com/AMacTiernan,https://twitter.com/AlannahMac,http://www.alannahmactiernan.com.au/
HWP,Ms Nola Marino MP,"Forrest, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWP/upload_ref_binary/HWP.jpg,liberal_party_of_australia,representatives,HWP,Ms Nola Marino MP,"Forrest, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWP,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWP,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWP/upload_ref_binary/HWP.jpg,Nola.Marino.MP@aph.gov.au,http://www.facebook.com/nola.marino.mp,http://twitter.com/#!/NolaMarinoMP,http://nolamarino.com.au/
E07,Mrs Louise Markus MP,"Macquarie, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E07/upload_ref_binary/E07.JPG,liberal_party_of_australia,representatives,E07,Mrs Louise Markus MP,"Macquarie, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E07,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=E07,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E07/upload_ref_binary/E07.JPG,,http://www.facebook.com/louise.markus.mp,,http://www.louisemarkus.com.au
HWQ,Hon Richard Marles MP,"Corio, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWQ/upload_ref_binary/HWQ.JPG,australian_labor_party,representatives,HWQ,Hon Richard Marles MP,"Corio, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWQ,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWQ,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWQ/upload_ref_binary/HWQ.JPG,,https://www.facebook.com/richardmarlesmp,https://twitter.com/RichardMarlesMP,http://www.richardmarles.com.au/
M2V,Mr Russell Matheson MP,"Macarthur, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M2V/upload_ref_binary/m2v.jpg,liberal_party_of_australia,representatives,M2V,Mr Russell Matheson MP,"Macarthur, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M2V,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=M2V,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M2V/upload_ref_binary/m2v.jpg,russell.matheson.mp@aph.gov.au,http://www.facebook.com/pages/Russell-Matheson-MP-Federal-Member-for-Macarthur/164320700256328,http://twitter.com/russellmatheson,http://www.russellmatheson.com.au/
219646,Hon Michael McCormack MP,"Riverina, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/219646/upload_ref_binary/219646.jpg,the_nationals,representatives,219646,Hon Michael McCormack MP,"Riverina, New South Wales",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=219646,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=219646,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/219646/upload_ref_binary/219646.jpg,,http://www.facebook.com/people/Michael-McCormack/100002102184276,http://twitter.com/M_McCormackMP,http://www.michaelmccormack.com.au/
123674,"Ms Cathy McGowan AO, MP","Indi, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/123674/upload_ref_binary/123674.jpg,independent,representatives,123674,"Ms Cathy McGowan AO, MP","Indi, Victoria",Independent,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=123674,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=123674,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/123674/upload_ref_binary/123674.jpg,,https://www.facebook.com/CathyMcgowanForIndi,https://twitter.com/Indigocathy,http://www.cathymcgowan.com.au/
241589,Mrs Karen McNamara MP,"Dobell, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241589/upload_ref_binary/241589.jpg,liberal_party_of_australia,representatives,241589,Mrs Karen McNamara MP,"Dobell, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=241589,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=241589,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241589/upload_ref_binary/241589.jpg,,https://www.facebook.com/karenmcnamara4dobell,,
M3E,Mr Rob Mitchell MP,"McEwen, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M3E/upload_ref_binary/m3e.jpg,australian_labor_party,representatives,M3E,Mr Rob Mitchell MP,"McEwen, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M3E,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=M3E,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M3E/upload_ref_binary/m3e.jpg,,http://www.facebook.com/pages/Rob-Mitchell-MP-Federal-Labor-Member-for-McEwen/113830088678537,http://twitter.com/#!/RobMitchellMP,http://www.robmitchell.com.au/
E3L,Hon Scott Morrison MP,"Cook, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E3L/upload_ref_binary/E3L.JPG,liberal_party_of_australia,representatives,E3L,Hon Scott Morrison MP,"Cook, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E3L,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=E3L,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E3L/upload_ref_binary/E3L.JPG,,http://www.facebook.com/pages/Scott-Morrison/101546263223119,http://twitter.com/ScottMorrisonMP,http://www.scottmorrison.com.au/
HVO,Hon Shayne Neumann MP,"Blair, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HVO/upload_ref_binary/HVO.JPG,australian_labor_party,representatives,HVO,Hon Shayne Neumann MP,"Blair, Queensland",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HVO,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HVO,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HVO/upload_ref_binary/HVO.JPG,Shayne.Neumann.MP@aph.gov.au,https://www.facebook.com/shayne.neumann,http://twitter.com/ShayneNeumannMP,http://www.shayneneumann.com.au/
137174,"Mr Andrew Nikolic AM, CSC, MP","Bass, Tasmania",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/137174/upload_ref_binary/137174.jpg,liberal_party_of_australia,representatives,137174,"Mr Andrew Nikolic AM, CSC, MP","Bass, Tasmania",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=137174,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=137174,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/137174/upload_ref_binary/137174.jpg,,https://www.facebook.com/AndrewNikolic4Bass,https://twitter.com/andrewnikolic,http://andrewnikolic.com/
00AN3,Hon Brendan O'Connor MP,"Gorton, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AN3/upload_ref_binary/00AN3.JPG,australian_labor_party,representatives,00AN3,Hon Brendan O'Connor MP,"Gorton, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AN3,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AN3,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AN3/upload_ref_binary/00AN3.JPG,Brendan.O'Connor.MP@aph.gov.au,https://www.facebook.com/pages/Brendan-OConnor-MP/287789063686?sk=info,,http://www.brendanoconnor.com.au
139441,Mr Ken O'Dowd MP,"Flynn, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/139441/upload_ref_binary/139441.jpg,the_nationals,representatives,139441,Mr Ken O'Dowd MP,"Flynn, Queensland",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=139441,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=139441,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/139441/upload_ref_binary/139441.jpg,,,,http://www.kenodowd.com.au/
LKU,Hon Kelly O'Dwyer MP,"Higgins, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/LKU/upload_ref_binary/lku.jpg,liberal_party_of_australia,representatives,LKU,Hon Kelly O'Dwyer MP,"Higgins, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=LKU,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=LKU,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/LKU/upload_ref_binary/lku.jpg,,http://www.facebook.com/pages/Kelly-ODwyer/171601117783,http://twitter.com/kellyodwyer,http://kellyodwyer.com.au/
140590,Ms Clare O'Neil MP,"Hotham, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/140590/upload_ref_binary/140590.jpg,australian_labor_party,representatives,140590,Ms Clare O'Neil MP,"Hotham, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=140590,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=140590,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/140590/upload_ref_binary/140590.jpg,Clare.ONeil.MP@aph.gov.au,https://www.facebook.com/ClareforHotham,https://twitter.com/Clare_ONeil_MP,
E09,Ms Julie Owens MP,"Parramatta, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E09/upload_ref_binary/E09.jpg,australian_labor_party,representatives,E09,Ms Julie Owens MP,"Parramatta, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E09,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=E09,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E09/upload_ref_binary/E09.jpg,Julie.Owens.MP@aph.gov.au,http://www.facebook.com/julie.owens.mp,http://twitter.com/JulieOwensMP,http://www.julieowens.com.au/
LQR,Mr Clive Palmer MP,"Fairfax, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/LQR/upload_ref_binary/LQR.jpg,palmer_united_party,representatives,LQR,Mr Clive Palmer MP,"Fairfax, Queensland",Palmer United Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=LQR,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=LQR,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/LQR/upload_ref_binary/LQR.jpg,,https://www.facebook.com/pages/Palmer-United-Party/331204223675563?ref=ts&fref=ts,https://twitter.com/CliveFPalmer,
HWR,Hon Melissa Parke MP,"Fremantle, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWR/upload_ref_binary/HWR.JPG,australian_labor_party,representatives,HWR,Hon Melissa Parke MP,"Fremantle, Western Australia",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWR,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWR,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWR/upload_ref_binary/HWR.JPG,,https://www.facebook.com/MelissaParkeMP,,http://www.melissaparke.com.au
240756,Mr Tony Pasin MP,"Barker, South Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/240756/upload_ref_binary/240756.jpg,liberal_party_of_australia,representatives,240756,Mr Tony Pasin MP,"Barker, South Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=240756,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=240756,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/240756/upload_ref_binary/240756.jpg,,https://www.facebook.com/pages/Tony-Pasin-Liberal-Candidate-for-Barker/250684105072363,,
HVP,Mr Graham Perrett MP,"Moreton, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HVP/upload_ref_binary/HVP.jpg,australian_labor_party,representatives,HVP,Mr Graham Perrett MP,"Moreton, Queensland",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HVP,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HVP,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HVP/upload_ref_binary/HVP.jpg,,https://www.facebook.com/GrahamPerrettMp,http://www.twitter.com/GrahamPerrettMP,http://www.grahamperrettmp.com
148150,Mr Keith Pitt MP,"Hinkler, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/148150/upload_ref_binary/148150.jpg,the_nationals,representatives,148150,Mr Keith Pitt MP,"Hinkler, Queensland",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=148150,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=148150,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/148150/upload_ref_binary/148150.jpg,,https://www.facebook.com/KeithPittMP,,http://keithpitt.com.au/
83M,Hon Tanya Plibersek MP,"Sydney, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/83M/upload_ref_binary/83M.jpg,australian_labor_party,representatives,83M,Hon Tanya Plibersek MP,"Sydney, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=83M,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=83M,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/83M/upload_ref_binary/83M.jpg,,,http://twitter.com/tanya_plibersek,http://www.tanyaplibersek.com/
208884,Hon Christian Porter MP,"Pearce, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/208884/upload_ref_binary/208884.jpg,liberal_party_of_australia,representatives,208884,Hon Christian Porter MP,"Pearce, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=208884,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=208884,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/208884/upload_ref_binary/208884.jpg,,http://www.facebook.com/christianportermp,https://twitter.com/cporterwa,http://www.christianporter.com.au/
217266,Mrs Jane Prentice MP,"Ryan, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/217266/upload_ref_binary/217266.jpg,liberal_party_of_australia,representatives,217266,Mrs Jane Prentice MP,"Ryan, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=217266,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=217266,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/217266/upload_ref_binary/217266.jpg,jane.prentice.mp@aph.gov.au,https://www.facebook.com/jprenticemp,http://twitter.com/JanePrentice_MP,http://www.janeprentice.com.au/
249308,Ms Melissa Price MP,"Durack, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249308/upload_ref_binary/249308.jpg,liberal_party_of_australia,representatives,249308,Ms Melissa Price MP,"Durack, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249308,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=249308,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249308/upload_ref_binary/249308.jpg,,https://www.facebook.com/pages/Melissa-Price-Durack/146533948886081,,
9V5,Hon Christopher Pyne MP,"Sturt, South Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/9V5/upload_ref_binary/9V5.JPG,liberal_party_of_australia,representatives,9V5,Hon Christopher Pyne MP,"Sturt, South Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=9V5,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=9V5,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/9V5/upload_ref_binary/9V5.JPG,C.Pyne.MP@aph.gov.au,https://www.facebook.com/christopher.pyne,https://twitter.com/CPyne,http://www.pyneonline.com.au/
HWS,Mr Rowan Ramsey MP,"Grey, South Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWS/upload_ref_binary/HWS.jpg,liberal_party_of_australia,representatives,HWS,Mr Rowan Ramsey MP,"Grey, South Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWS,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWS,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWS/upload_ref_binary/HWS.jpg,,,,http://www.rowanramsey.com.au/
PK6,Mr Don Randall MP,"Canning, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/PK6/upload_ref_binary/PK6.JPG,liberal_party_of_australia,representatives,PK6,Mr Don Randall MP,"Canning, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=PK6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=PK6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/PK6/upload_ref_binary/PK6.JPG,Don.Randall.MP@aph.gov.au,,,http://www.donrandallmp.com/
83E,Hon Bernie Ripoll MP,"Oxley, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/83E/upload_ref_binary/83E.JPG,australian_labor_party,representatives,83E,Hon Bernie Ripoll MP,"Oxley, Queensland",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=83E,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=83E,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/83E/upload_ref_binary/83E.JPG,Bernie.Ripoll.MP@aph.gov.au,http://www.facebook.com/pages/Bernie-Ripoll/47126097966,http://twitter.com/bernieripoll_mp,http://www.bernieripoll.com.au/
HWA,Hon Amanda Rishworth MP,"Kingston, South Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWA/upload_ref_binary/HWA.jpg,australian_labor_party,representatives,HWA,Hon Amanda Rishworth MP,"Kingston, South Australia",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWA,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWA,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWA/upload_ref_binary/HWA.jpg,,http://www.facebook.com/rishworth,http://twitter.com/AmandaRishworth,http://www.rishworth.com.au
FU4,"Hon Andrew Robb AO, MP","Goldstein, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/FU4/upload_ref_binary/FU4.JPG,liberal_party_of_australia,representatives,FU4,"Hon Andrew Robb AO, MP","Goldstein, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=FU4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=FU4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/FU4/upload_ref_binary/FU4.JPG,Andrew.Robb.MP@aph.gov.au,,http://twitter.com/AndrewRobbMP,http://www.andrewrobb.com.au/
HWT,Hon Stuart Robert MP,"Fadden, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWT/upload_ref_binary/HWT.jpg,liberal_party_of_australia,representatives,HWT,Hon Stuart Robert MP,"Fadden, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWT,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWT,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWT/upload_ref_binary/HWT.jpg,,,http://twitter.com/stuartrobertmp,http://www.robert.com.au/
159771,Ms Michelle Rowland MP,"Greenway, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/159771/upload_ref_binary/159771.jpg,australian_labor_party,representatives,159771,Ms Michelle Rowland MP,"Greenway, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=159771,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=159771,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/159771/upload_ref_binary/159771.jpg,michelle.rowland.mp@aph.gov.au,http://www.facebook.com/mrowlandmp,http://twitter.com/MRowlandMP,http://www.michellerowland.com.au/
