id,name,identifier__historichansard,area,group,group_id,start_date,start_reason,end_date,end_reason,term,name__en,image,gender,identifier__viaf,identifier__gnd,identifier__lcauth,birth_date,identifier__freebase,given_name,website,identifier__muzinger,identifier__journalisted,identifier__europarlmep,family_name,death_date,identifier__isni,identifier__bnf,identifier__sudoc,identifier__imdb,identifier__nta,identifier__nla,identifier__npg,identifier__musicbrainz,identifier__selibr,identifier__nndb,identifier__oxforddnb,identifier__gtaa,honorific_prefix,identifier__hansard,wikipedia__en,identifier__munzinger,identifier__discogs,identifier__parliamentdotuk,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,name__ko,name__tr,name__el,name__tl,name__af,name__en_ca,name__en_gb,name__uk,name__fa,wikipedia__af,wikipedia__da,wikipedia__el,wikipedia__ko,wikipedia__no,wikipedia__tl,wikipedia__tr,wikipedia__uk,name__ro,wikipedia__ro,wikipedia__enwikiquote,wikipedia__commons,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gl,name__be,name__id,name__bn,name__ar,name__pt,name__eo,name__be_tarask,name__cs,name__bg,name__ckb,name__az,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__cs,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__nn,wikipedia__pt,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,name__ja,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__ja,wikipedia__sco,wikipedia__sr,name__an,name__bs,name__ceb,name__et,name__is,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sk,name__sl,name__sq,name__vec,name__wa,name__gd,name__yo,name__pnb,name__ku_arab,name__ku_latn,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__ur,wikipedia__yo,name__ta,wikipedia__ta,name__vmf,name__nan,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__zh_min_nan,name__de_ch,identifier__wikidata
13878,Lord Browne of Belmont,,Belfast East,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3,"Wallace Browne, Baron Browne of Belmont",,male,,,,1947-10-29,,Wallace,,,,,,,,,,,,,,,,,,,,,"Wallace Browne, Baron Browne of Belmont",,,,,,,,,"Wallace Browne, Baron Browne of Belmont",,,,,,,"Wallace Browne, Baron Browne of Belmont",,,"Wallace Browne, Baron Browne of Belmont",,,,,,,,,,,"Wallace Browne, Baron Browne of Belmont",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2542530
13887,Roy Beggs,,East Antrim,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,"Roy Beggs, Jr.",,male,,,,1962-07-03,,Roy,,,,,,,,,,,,,,,,,,,,,"Roy Beggs, Jr.",,,,,,,,,"Roy Beggs, Jr.",,,,,,,,,,"Roy Beggs, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7372562
13887,Roy Beggs,,East Antrim,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,"Roy Beggs, Jr.",,male,,,,1962-07-03,,Roy,,,,,,,,,,,,,,,,,,,,,"Roy Beggs, Jr.",,,,,,,,,"Roy Beggs, Jr.",,,,,,,,,,"Roy Beggs, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7372562
13887,Roy Beggs,,East Antrim,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3,"Roy Beggs, Jr.",,male,,,,1962-07-03,,Roy,,,,,,,,,,,,,,,,,,,,,"Roy Beggs, Jr.",,,,,,,,,"Roy Beggs, Jr.",,,,,,,,,,"Roy Beggs, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7372562
13887,Roy Beggs,,East Antrim,UUP,uup,2011-05-06,election,,,4,"Roy Beggs, Jr.",,male,,,,1962-07-03,,Roy,,,,,,,,,,,,,,,,,,,,,"Roy Beggs, Jr.",,,,,,,,,"Roy Beggs, Jr.",,,,,,,,,,"Roy Beggs, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7372562
13888,Marietta Farrell,,Lagan Valley,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-01-09,appointed,2007-01-30,dissolution,2,Marietta Farrell,,female,,,,1951-10-26,,Marietta,,,,,,,,,,,,,,,,,,,,,Marietta Farrell,,,,,,,Marietta Farrell,,,,,,Marietta Farrell,,,Marietta Farrell,,,Marietta Farrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6763228
13889,Dawn Purvis,,Belfast East,PUP,pup,2007-01-24,appointed,2007-01-30,dissolution,2,Dawn Purvis,,female,,,,1966-10-22,,Dawn,,,,,,,,,,,,,,,,,,,,,Dawn Purvis,,,,,,,Dawn Purvis,,,,,,,,,Dawn Purvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5242494
13889,Dawn Purvis,,Belfast East,PUP,pup,2007-03-09,election,2010-06-02,changed_party,3,Dawn Purvis,,female,,,,1966-10-22,,Dawn,,,,,,,,,,,,,,,,,,,,,Dawn Purvis,,,,,,,Dawn Purvis,,,,,,,,,Dawn Purvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5242494
13889,Dawn Purvis,,Belfast East,Independent,independent,2010-06-03,changed_party,2011-03-24,dissolution,3,Dawn Purvis,,female,,,,1966-10-22,,Dawn,,,,,,,,,,,,,,,,,,,,,Dawn Purvis,,,,,,,Dawn Purvis,,,,,,,,,Dawn Purvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5242494
13891,Martina Anderson,,Foyle,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Martina Anderson,"https://upload.wikimedia.org/wikipedia/commons/1/1f/Martina_Anderson_MEP,_Strasbourg_-_Diliff.jpg",female,,,,1962-04-16,,Martina,,,,113959,Anderson,,,,,,,,,,,,,,,,Martina Anderson,,,,,Martina Anderson,,Martina Anderson,,Martina Anderson,Martina Anderson,,,,,,Martina Anderson,,,Martina Anderson,Martina Anderson,,,Martina Anderson,Martina Anderson,Martina Anderson,,,,,Martina Anderson,,,,Martina Anderson,,,,,,,Martina Anderson,Martina Anderson,,,,,,,,,,,,,,,Martina Anderson,,,,,,,,,,,,,,,,,Martina Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4992676
13891,Martina Anderson,,Foyle,Sinn Féin,sinn-fein,2011-05-06,election,2012-06-13,resigned,4,Martina Anderson,"https://upload.wikimedia.org/wikipedia/commons/1/1f/Martina_Anderson_MEP,_Strasbourg_-_Diliff.jpg",female,,,,1962-04-16,,Martina,,,,113959,Anderson,,,,,,,,,,,,,,,,Martina Anderson,,,,,Martina Anderson,,Martina Anderson,,Martina Anderson,Martina Anderson,,,,,,Martina Anderson,,,Martina Anderson,Martina Anderson,,,Martina Anderson,Martina Anderson,Martina Anderson,,,,,Martina Anderson,,,,Martina Anderson,,,,,,,Martina Anderson,Martina Anderson,,,,,,,,,,,,,,,Martina Anderson,,,,,,,,,,,,,,,,,Martina Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4992676
13892,Cathal Boylan,,Newry and Armagh,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Cathal Boylan,https://upload.wikimedia.org/wikipedia/commons/c/c7/CathalBoylan.jpg,male,,,,1964-04-30,,Cathal,,,,,,,,,,,,,,,,,,,,,Cathal Boylan,,,,,,,Cathal Boylan,,,,,,,,,Cathal Boylan,,,Cathal Boylan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5052017
13892,Cathal Boylan,,Newry and Armagh,Sinn Féin,sinn-fein,2011-05-06,election,,,4,Cathal Boylan,https://upload.wikimedia.org/wikipedia/commons/c/c7/CathalBoylan.jpg,male,,,,1964-04-30,,Cathal,,,,,,,,,,,,,,,,,,,,,Cathal Boylan,,,,,,,Cathal Boylan,,,,,,,,,Cathal Boylan,,,Cathal Boylan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5052017
13893,Mickey Brady,,Newry and Armagh,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Mickey Brady,,male,,,,1950-10-07,,Mickey,,,,,,,,,,,,,,,,,,,,,Mickey Brady,,,,,,,Mickey Brady,,,,,,,,,Mickey Brady,,,Mickey Brady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6838584
13893,Mickey Brady,,Newry and Armagh,Sinn Féin,sinn-fein,2011-05-06,election,2015-06-03,resigned,4,Mickey Brady,,male,,,,1950-10-07,,Mickey,,,,,,,,,,,,,,,,,,,,,Mickey Brady,,,,,,,Mickey Brady,,,,,,,,,Mickey Brady,,,Mickey Brady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6838584
13894,Allan Bresland,,West Tyrone,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3,Allan Bresland,,male,,,,1945-08-16,,Allan,,,,,,,,,,,,,,,,,,,,,Allan Bresland,,,,,,,Allan Bresland,,Allan Bresland,,,,Allan Bresland,,,Allan Bresland,,,Allan Bresland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4730490
13896,Paul Butler,,Lagan Valley,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Paul Butler,,male,,,,,,Paul,,,,,,,,,,,,,,,,,,,,,Paul Butler (politician),,,,,,,,,Paul Butler,,,,,,,Paul Butler,,,Paul Butler,Paul Butler,,,Paul Butler,Paul Butler,Paul Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7149639
13897,Trevor Clarke,,South Antrim,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3,Trevor Clarke,,male,,,,1967-07-28,,Trevor,,,,,,,,,,,,,,,,,,,,,Trevor Clarke,,,,,,,Trevor Clarke,,,,,,,,,,,,Trevor Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7839094
13897,Trevor Clarke,,South Antrim,DUP,dup,2011-05-06,election,,,4,Trevor Clarke,,male,,,,1967-07-28,,Trevor,,,,,,,,,,,,,,,,,,,,,Trevor Clarke,,,,,,,Trevor Clarke,,,,,,,,,,,,Trevor Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7839094
13898,Jonathan Craig,,Lagan Valley,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3,Jonathan Craig,,male,,,,1965-02-02,,Jonathan,,,,,,,,,,,,,,,,,,,,,Jonathan Craig,,,,,,,Jonathan Craig,,Jonathan Craig,,,,,,,Jonathan Craig,,,Jonathan Craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6272833
13898,Jonathan Craig,,Lagan Valley,DUP,dup,2011-05-06,election,,,4,Jonathan Craig,,male,,,,1965-02-02,,Jonathan,,,,,,,,,,,,,,,,,,,,,Jonathan Craig,,,,,,,Jonathan Craig,,Jonathan Craig,,,,,,,Jonathan Craig,,,Jonathan Craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6272833
13899,Stephen Farry,,North Down,Alliance,alliance,2007-03-09,election,2011-03-24,dissolution,3,Stephen Farry,https://upload.wikimedia.org/wikipedia/commons/6/61/StephenFarry.jpg,male,,,,1971-04-22,,Stephen,,,,,,,,,,,,,,,,,,,,,Stephen Farry,,,,,,,Stephen Farry,,Stephen Farry,,,,,,,Stephen Farry,,,Stephen Farry,Stephen Farry,,,Stephen Farry,Stephen Farry,Stephen Farry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Stephen Farry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7609180
13899,Stephen Farry,,North Down,Alliance,alliance,2011-05-06,election,,,4,Stephen Farry,https://upload.wikimedia.org/wikipedia/commons/6/61/StephenFarry.jpg,male,,,,1971-04-22,,Stephen,,,,,,,,,,,,,,,,,,,,,Stephen Farry,,,,,,,Stephen Farry,,Stephen Farry,,,,,,,Stephen Farry,,,Stephen Farry,Stephen Farry,,,Stephen Farry,Stephen Farry,Stephen Farry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Stephen Farry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7609180
13900,Simon Hamilton,,Strangford,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3,Simon Hamilton,,male,,,,1977-03-17,,Simon,,,,,,,,,,,,,,,,,,,,,Simon Hamilton,,,,,,,Simon Hamilton,,Simon Hamilton,,,,Simon Hamilton,,,Simon Hamilton,,,Simon Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7518906
13900,Simon Hamilton,,Strangford,DUP,dup,2011-05-06,election,,,4,Simon Hamilton,,male,,,,1977-03-17,,Simon,,,,,,,,,,,,,,,,,,,,,Simon Hamilton,,,,,,,Simon Hamilton,,Simon Hamilton,,,,Simon Hamilton,,,Simon Hamilton,,,Simon Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7518906
13901,William Irwin,,Newry and Armagh,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3,William Irwin,,male,,,,1956-12-12,,William,,,,,,,,,,,,,,,,,,,,,William Irwin (Unionist politician),,,,,,,William Irwin,,,,,,,,,William Irwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q8013107
13901,William Irwin,,Newry and Armagh,DUP,dup,2011-05-06,election,,,4,William Irwin,,male,,,,1956-12-12,,William,,,,,,,,,,,,,,,,,,,,,William Irwin (Unionist politician),,,,,,,William Irwin,,,,,,,,,William Irwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q8013107
13902,Anna Lo,,Belfast South,Alliance,alliance,2007-03-09,election,2011-03-24,dissolution,3,Anna Lo,https://upload.wikimedia.org/wikipedia/commons/e/e4/Anna_Lo_MLA.jpg,female,,,,1950-06-17,/m/02pxjrn,Anna,,,,,,,,,,,,,,,,,,,,,Anna Lo,,,,盧曼華,,,Anna Lo,,Anna Lo,,,,,,,Anna Lo,,,Anna Lo,Anna Lo,,,Anna Lo,,,,,,,Anna Lo,,,,,,,,,,,,,,,,盧曼華,,,,,,,,,,,,,,Anna Lo,,,,,,,,卢曼华,盧曼華,盧曼華,卢曼华,卢曼华,盧曼華,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q434460
13902,Anna Lo,,Belfast South,Alliance,alliance,2011-05-06,election,,,4,Anna Lo,https://upload.wikimedia.org/wikipedia/commons/e/e4/Anna_Lo_MLA.jpg,female,,,,1950-06-17,/m/02pxjrn,Anna,,,,,,,,,,,,,,,,,,,,,Anna Lo,,,,盧曼華,,,Anna Lo,,Anna Lo,,,,,,,Anna Lo,,,Anna Lo,Anna Lo,,,Anna Lo,,,,,,,Anna Lo,,,,,,,,,,,,,,,,盧曼華,,,,,,,,,,,,,,Anna Lo,,,,,,,,卢曼华,盧曼華,盧曼華,卢曼华,卢曼华,盧曼華,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q434460
13903,Trevor Lunn,,Lagan Valley,Alliance,alliance,2007-03-09,election,2011-03-24,dissolution,3,Trevor Lunn,,male,,,,1946-06-29,,Trevor,,,,,,,,,,,,,,,,,,,,,Trevor Lunn,,,,,,,Trevor Lunn,,,,,,Trevor Lunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7839296
13903,Trevor Lunn,,Lagan Valley,Alliance,alliance,2011-05-06,election,,,4,Trevor Lunn,,male,,,,1946-06-29,,Trevor,,,,,,,,,,,,,,,,,,,,,Trevor Lunn,,,,,,,Trevor Lunn,,,,,,Trevor Lunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7839296
13904,Paul Maskey,,Belfast West,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Paul Maskey,https://upload.wikimedia.org/wikipedia/commons/0/0b/Paul_Maskey.jpg,male,,,,1967-06-10,,Paul,,,,,,,,,,,,,,,,,,,,,Paul Maskey,,,commons/paul-maskey/4245,,,,Paul Maskey,,Paul Maskey,,,,,,,Paul Maskey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q694929
13904,Paul Maskey,,Belfast West,Sinn Féin,sinn-fein,2011-05-06,election,2012-07-01,resigned,4,Paul Maskey,https://upload.wikimedia.org/wikipedia/commons/0/0b/Paul_Maskey.jpg,male,,,,1967-06-10,,Paul,,,,,,,,,,,,,,,,,,,,,Paul Maskey,,,commons/paul-maskey/4245,,,,Paul Maskey,,Paul Maskey,,,,,,,Paul Maskey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q694929
13905,John McCallister,,South Down,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3,John McCallister,,male,,,,1972-02-20,,John,,,,,,,,,,,,,,,,,,,,,John McCallister,,,,,,,John McCallister,,,,,,,,,John McCallister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6247430
13905,John McCallister,,South Down,UUP,uup,2011-05-06,election,,,4,John McCallister,,male,,,,1972-02-20,,John,,,,,,,,,,,,,,,,,,,,,John McCallister,,,,,,,John McCallister,,,,,,,,,John McCallister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6247430
13906,Jennifer McCann,,Belfast West,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Jennifer McCann,https://upload.wikimedia.org/wikipedia/commons/5/5b/JenniferMcCann.jpg,female,,,,1960-03-01,,Jennifer,,,,,,,,,,,,,,,,,,,,,Jennifer McCann,,,,,,,Jennifer McCann,,Jennifer McCann,,,,Jennifer McCann,,,Jennifer McCann,,,Jennifer McCann,,,,,,,,,,,,,,,,,,,Jennifer McCann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3807885
13906,Jennifer McCann,,Belfast West,Sinn Féin,sinn-fein,2011-05-06,election,,,4,Jennifer McCann,https://upload.wikimedia.org/wikipedia/commons/5/5b/JenniferMcCann.jpg,female,,,,1960-03-01,,Jennifer,,,,,,,,,,,,,,,,,,,,,Jennifer McCann,,,,,,,Jennifer McCann,,Jennifer McCann,,,,Jennifer McCann,,,Jennifer McCann,,,Jennifer McCann,,,,,,,,,,,,,,,,,,,Jennifer McCann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3807885
13907,Basil McCrea,,Lagan Valley,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3,Basil McCrea,https://upload.wikimedia.org/wikipedia/commons/8/82/Basil_McCrea_Lisburn_Office047.jpg,male,,,,1959-11-13,,Basil,,,,,,,,,,,,,,,,,,,,,Basil McCrea,,,,,,,Basil McCrea,,,,,,,,,Basil McCrea,,Basil McCrea,,,,,,,,,,,,,,,,,Basil McCrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4867218
13907,Basil McCrea,,Lagan Valley,UUP,uup,2011-05-06,election,,,4,Basil McCrea,https://upload.wikimedia.org/wikipedia/commons/8/82/Basil_McCrea_Lisburn_Office047.jpg,male,,,,1959-11-13,,Basil,,,,,,,,,,,,,,,,,,,,,Basil McCrea,,,,,,,Basil McCrea,,,,,,,,,Basil McCrea,,Basil McCrea,,,,,,,,,,,,,,,,,Basil McCrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4867218
