id,name__la,name__eo,name__de,name__pl,name__en,name__ksh,name__fi,name__it,name__nl,name__sv,name__fr,name__es,name__de_ch,name__en_ca,name__en_gb,name__nb,name__da,name__nn,name,wikipedia__commons,wikipedia__de,wikipedia__en,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fi,wikipedia__fr,wikipedia__it,wikipedia__ksh,wikipedia__la,wikipedia__nl,wikipedia__pl,wikipedia__simple,wikipedia__sv,image,gender,identifier__IMDB,birth_date,identifier__freebase,family_name,given_name,identifier__journalisted,identifier__NPG,identifier__parliamentDOTuk,identifier__hansard,name__cy,name__ru,name__tr,name__zh,name__uk,name__yue,name__fa,wikipedia__cy,wikipedia__da,wikipedia__enwikisource,wikipedia__es,wikipedia__no,wikipedia__ru,wikipedia__tr,wikipedia__uk,wikipedia__zh_yue,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__NNDB,identifier__Munzinger,name__ja,wikipedia__ja,identifier__BNF,identifier__NTA,name__af,name__an,name__br,name__bs,name__ca,name__ceb,name__cs,name__et,name__eu,name__ga,name__gl,name__hr,name__hu,name__is,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__pt,name__ro,name__sk,name__sl,name__sq,name__vec,name__wa,wikipedia__itwikiquote,identifier__SUDOC,identifier__CANTIC,name__sco,wikipedia__sco,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__he,name__vi,name__zh_mo,name__zh_my,wikipedia__cs,wikipedia__fa,wikipedia__gl,wikipedia__he,wikipedia__vi,honorific_prefix,name__el,name__oc,wikipedia__oc,name__rw,name__id,wikipedia__id,wikipedia__rw,website,twitter,name__fo,name__ms,wikipedia__fo,wikipedia__ms,name__hi,wikipedia__hi,wikipedia__pt,name__sh,wikipedia__cswikiquote,wikipedia__sh,wikipedia__ga,wikipedia__ro,identifier__EuroparlMEP,name__ar,identifier__NLAtrove,name__si,wikipedia__si,name__ne,wikipedia__ne,name__pt_br,name__mg,wikipedia__mg,identifier__ULAN,name__mk,name__ckb,name__ie,name__pa,name__bg,name__ko,wikipedia__ar,wikipedia__bg,wikipedia__ca,wikipedia__ckb,wikipedia__el,wikipedia__hu,wikipedia__ie,wikipedia__is,wikipedia__ko,wikipedia__pa,wikipedia__plwikiquote,name__nan,wikipedia__zh_min_nan,name__arz,name__az,name__bcl,name__be,name__bi,name__gd,name__gv,name__hak,name__hsb,name__hy,name__io,name__jv,name__ka,name__kw,name__lv,name__mr,name__my,name__new,name__os,name__pam,name__pnb,name__qu,name__scn,name__so,name__sr,name__ta,name__th,name__tl,name__tt,name__yi,name__yo,name__zu,name__ur,name__war,name__pih,name__bn,name__be_tarask,name__gsw,name__dsb,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__ia,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pcd,name__rm,name__sc,name__sr_el,name__sw,name__vls,name__vo,name__wo,name__kl,name__mn,name__kk,name__ks,wikipedia__af,wikipedia__an,wikipedia__arz,wikipedia__az,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bi,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__dsb,wikipedia__eowikinews,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__frwikinews,wikipedia__gd,wikipedia__gv,wikipedia__hak,wikipedia__hr,wikipedia__hsb,wikipedia__hy,wikipedia__io,wikipedia__jv,wikipedia__ka,wikipedia__kk,wikipedia__ks,wikipedia__kw,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__mr,wikipedia__my,wikipedia__new,wikipedia__nn,wikipedia__os,wikipedia__pam,wikipedia__pih,wikipedia__pnb,wikipedia__qu,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__scn,wikipedia__sk,wikipedia__so,wikipedia__sq,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tt,wikipedia__ur,wikipedia__war,wikipedia__yi,wikipedia__yo,wikipedia__zu,identifier__MusicBrainz,identifier__OpenPlaques,facebook,name__vmf,honorific_suffix,email,wikipedia__ukwikiquote,wikipedia__fawikiquote,wikipedia__azwikiquote,wikipedia__li,identifier__NDL,name__sr_ec,name__fy,wikipedia__bar,wikipedia__cawikiquote,wikipedia__fy,name__ku,wikipedia__ku,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__ty,identifier__britishmuseum,identifier__GTAA,wikipedia__lrc,identifier__NUKAT,name__lrc,wikipedia__wuu,death_date,name__ht,name__nov,name__tg,name__tpi,name__uz,name__sgs,wikipedia__afwikiquote,wikipedia__als,wikipedia__bat_smg,wikipedia__cywikiquote,wikipedia__ht,wikipedia__hywikiquote,wikipedia__nov,wikipedia__nowikiquote,wikipedia__sl,wikipedia__tg,wikipedia__tpi,wikipedia__uz,wikipedia__wo,identifier__BIBSYS,identifier__parlement,name__mzn,wikipedia__mzn,wikipedia__ptwikiquote,name__tg_latn,wikipedia__bgwikiquote,identifier__NLA,identifier__NKC,identifier__SELIBR,wikipedia__svwikiquote,wikipedia__vo,wikipedia__enwikinews,name__mi,name__ml,name__sa,name__vro,wikipedia__ast,wikipedia__bswikiquote,wikipedia__fiu_vro,wikipedia__hewikiquote,wikipedia__ia,wikipedia__mi,wikipedia__mk,wikipedia__ml,wikipedia__nlwikiquote,wikipedia__pms,wikipedia__rm,wikipedia__sa,wikipedia__slwikiquote,wikipedia__trwikiquote,identifier__discogs,identifier__Oxforddnb,name__ku_arab,name__ku_latn,wikipedia__nds,identifier__BNE,wikipedia__hrwikiquote,parlid
Q332870,,,"Archie Hamilton, Baron Hamilton of Epsom","Archie Hamilton, baron Hamilton of Epsom","Archie Hamilton, Baron Hamilton of Epsom",,,,"Archie Hamilton, Baron Hamilton of Epsom",,"Archie Hamilton, Baron Hamilton of Epsom","Archie Hamilton, Baron Hamilton of Epsom",,,,,,,"Archie Hamilton, Baron Hamilton of Epsom",,"Archie Hamilton, Baron Hamilton of Epsom","Archie Hamilton, Baron Hamilton of Epsom",,,,,,,,,Archie Hamilton (polityk),,,,male,,1941-12-30,,,Archie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q332919,,,"Norman Fowler, Baron Fowler",Norman Fowler,Norman Fowler,,,,Norman Fowler,,Norman Fowler,Norman Fowler,,,,,,,Norman Fowler,,"Norman Fowler, Baron Fowler",Norman Fowler,,,,,,,,,Norman Fowler,,,,male,,1938-02-02,,,Norman,,,lords/lord-fowler/315,mr-norman-fowler,,,,,,,,,,,,,,,,,,,79410876,,nr91031674,,,,,,074314572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136942741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315
Q332940,,,"John MacGregor, Baron MacGregor of Pulham Market",John MacGregor,"John MacGregor, Baron MacGregor of Pulham Market",,John MacGregor,John MacGregor,"John MacGregor, Baron MacGregor of Pulham Market",,John MacGregor,"John MacGregor, Baron MacGregor of Pulham Market",,,,,John MacGregor,,"John MacGregor, Baron MacGregor of Pulham Market",,"John MacGregor, Baron MacGregor of Pulham Market","John MacGregor, Baron MacGregor of Pulham Market",,,,,,,,,John MacGregor,,,,male,,1937-02-14,,,John,,,,,,,,,,,,,,,,,,,,,,,152710709,,,,,,,,,,,,,John MacGregor,,John MacGregor,John MacGregor,,,,John MacGregor,,,,,John MacGregor,,,,John MacGregor,John MacGregor,John MacGregor,John MacGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333056,,,George Robertson,George Robertson,"George Robertson, Baron Robertson of Port Ellen",,George Robertson,George Islay MacNeill Robertson,George Robertson,George Robertson,George Robertson,"George Robertson, Baron Robertson of Port Ellen",,"George Robertson, Baron Robertson of Port Ellen","George Robertson, Baron Robertson of Port Ellen",George Robertson,"George Robertson, Baron Robertson of Port Ellen",,"George Robertson, Baron Robertson of Port Ellen",George Robertson,George Robertson,"George Robertson, Baron Robertson of Port Ellen",,,George Robertson,,George Islay MacNeill Robertson,,,George Robertson,George Robertson,,George Robertson (politiker),https://upload.wikimedia.org/wikipedia/commons/2/23/George_Robertson.jpg,male,,1946-04-12,/m/0191bn,,George,,,lords/lord-robertson-of-port-ellen/672,,,"Робертсон, Джордж Айла Макнилл",George Robertson,,Джордж Робертсон,,,,"George Robertson, Baron Robertson of Port Ellen",,,George Robertson,"Робертсон, Джордж Айла Макнилл",George Robertson,Джордж Робертсон,,,0000 0001 0976 7425,58437259,,n2002038817,,,,,,327937378,,,,George Robertson,George Robertson,,George Robertson,George Robertson,,,,,,,,,George Robertson,,,,George Robertson,,,"George Robertson, Baron Robertson of Port Ellen",George Robertson,,,,126737398,,,,,,,,,,,,,,George Robertson,,,,,,,,,,,,,,,,,,,,,George Robertson,,,,,,,,,,,,,George Robertson,,,,,,,,,,,,George Robertson,,,,,,,,George Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,Џорџ Робертсон,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Džordž Robertson,,,,,,,,,,,,,,,,,,,,,,,George Robertson,,,,,,,,,,,,,,,,,George Robertson,,,,,,,,,,,,,,,,,George Robertson,Џорџ Робертсон,,,,,,,,,,,,,,,,,,,,,,Џорџ Робертсон,,,,,,,,,,,,,,,,,,n2004016224,,,,,,,,,,,,,,,,,,"George Robertson, Baron Robertson of Port Ellen",,,,,,,,,,,,,,,,,,,,,,,George Robertson,,,,,,,,,,,,,,,,,,,,672
Q333066,Paddy Ashdown,,Paddy Ashdown,,Paddy Ashdown,,Paddy Ashdown,Paddy Ashdown,Paddy Ashdown,Paddy Ashdown,Paddy Ashdown,Paddy Ashdown,,,,Paddy Ashdown,Paddy Ashdown,Paddy Ashdown,Paddy Ashdown,Category:Paddy Ashdown,Paddy Ashdown,Paddy Ashdown,Paddy Ashdown,,Paddy Ashdown,Paddy Ashdown,Paddy Ashdown,,Paddy Ashdown,Paddy Ashdown,,Paddy Ashdown,Paddy Ashdown,https://upload.wikimedia.org/wikipedia/commons/d/de/Paddy_Ashdown_1.jpg,male,,1941-02-27,/m/015f6_,,Paddy,paddy-ashdown,,lords/lord-ashdown-of-norton-sub-hamdon/258,mr-paddy-ashdown,Paddy Ashdown,"Эшдаун, Пэдди",,,Ашдаун Педді,,,Paddy Ashdown,,,Paddy Ashdown,Paddy Ashdown,"Эшдаун, Пэдди",,Педді Ешдаун,,,0000 0000 8121 8968,42766719,124264999,n90693299,,00000018677,,,13595748f,215146883,,,,Paddy Ashdown,,,Paddy Ashdown,,,,,Paddy Ashdown,,,,,,,,,,,,,,,,,052491420,,,,,,,,,,ג'רמי אשדאון,,,,,,,ג'רמי אשדאון,,The Right Honourable,,,,,,,,,,,,,,,,,,Paddy Ashdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedijs Ešdauns,,,,,,,,,,Педи Ешдаун,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedi Ešdaun,,,,,,,,,,,,,,,,,,,Paddy Ashdown,,,,,,,,,,,Paddy Ashdown,,,,,,,,,,,Pedijs Ešdauns,,,,,,,,,,,,,,,,,Педи Ешдаун,,,,,,,,,,,,,,,,,,,,,,Педи Ешдаун,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paddy Ashdown,,,,,,,,,,,,,,,,,,,Paddy Ashdown,258
Q333141,,,Rhodri Morgan,,Rhodri Morgan,,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,,,,,Rhodri Morgan,,Rhodri Morgan,Category:Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,,Rhodri Morgan,Rhodri Morgan,Rhodri Morgan,,,,,,Rhodri Morgan,https://upload.wikimedia.org/wikipedia/commons/0/0d/Rhodri_Morgan.jpg,male,,1939-09-29,/m/01dr9m,Morgan,,,,,mr-rhodri-morgan,Rhodri Morgan,"Морган, Родри",,洛蒂·摩根,Родрі Морган,,,Rhodri Morgan,Rhodri Morgan,,Rhodri Morgan,,"Морган, Родри",,Родрі Морган,,洛蒂·摩根,,50957866,,n96083296,,,,,,,,,Rhodri Morgan,,Rhodri Morgan,,,,Rhodri Morgan,,,,Rhodri Morgan,,,,,,,,,,,,,,,,,,Rhodri Morgan,Rhodri Morgan,洛蒂·摩根,洛蒂·摩根,洛蒂·摩根,洛蒂·摩根,洛蒂·摩根,洛蒂·摩根,,,,,,,,,,,,,,,Rhodri Morgan,Rhodri Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,로드리 모건,,,Rhodri Morgan,,,Rhodri Morgan,,,로드리 모건,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhodri Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhodri Morgan,,,,,,Rhodri Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhodri Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhodri Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333158,Donaldus Dewar,Donald Dewar,Donald Dewar,Donald Dewar,Donald Dewar,,,Donald Dewar,Donald Dewar,Donald Dewar,Donald Dewar,Donald Dewar,,,,Donald Dewar,Donald Dewar,Donald Dewar,Donald Dewar,,Donald Dewar,Donald Dewar,,Donald Dewar,,Donald Dewar,Donald Dewar,,Donaldus Dewar,Donald Dewar,Donald Dewar,Donald Dewar,,https://upload.wikimedia.org/wikipedia/commons/1/13/Donald_Dewar.jpg,male,,1937-08-21,/m/02fx0,,Donald,,,,mr-donald-dewar,Donald Dewar,"Дьюар, Дональд",,,Дональд Дьюар,,,Donald Dewar,,,Donald Dewar,Donald Dewar,"Дьюар, Дональд",,Дональд Дьюар,,,0000 0000 4643 1616,40321076,124785247,n99273734,,00000021613,,,,,,,,,,,,,,,,,Donald Dewar,,,,,,,,,,,,,,,,079895824,,Donald Dewar,Donald Dewar,,,,,,,דונלד דיואר,,,,,,,דונלד דיואר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald Dewar,,,,,,,,,,,,,Dòmhnall Mac an Deòir,,,,,Donald Dewar,,,,,,,,,,,Donald Dewar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dòmhnall Mac an Deòir,,,,,,Donald Dewar,,,,,,,,,,,,,,,,,,Donald Dewar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101074700,,,,,,
Q333312,,,"Tom King, Baron King of Bridgwater",Tom King,"Tom King, Baron King of Bridgwater",,,,"Tom King, Baron King of Bridgwater",,"Tom King, Baron King of Bridgwater","Tom King, Baron King of Bridgwater",,,,,,,"Tom King, Baron King of Bridgwater",,"Tom King, Baron King of Bridgwater","Tom King, Baron King of Bridgwater",,,,,,,,,Tom King,,,,male,,1933-06-13,,,Tom,,,lords/lord-king-of-bridgwater/254,,,,,,,,,,,,,,,,,,,,36516185,,no96067367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254
Q333397,,,"David Clark, Baron Clark of Windermere",David Clark,"David Clark, Baron Clark of Windermere",,,,"David Clark, Baron Clark of Windermere",,"David Clark, Baron Clark of Windermere","David Clark, Baron Clark of Windermere",,,,,,,"David Clark, Baron Clark of Windermere",,"David Clark, Baron Clark of Windermere","David Clark, Baron Clark of Windermere",,,,,,,,,David Clark,,,,male,,1939-10-19,,,David,,,,dr-david-clark,,,,,,,,,,,,,,,,,,,69206474,,,,,,,12028932w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,028457684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333499,,Martin BELL,Martin Bell,,Martin Bell,,,,Martin Bell,,Martin Bell,Martin Bell,,,,,,,Martin Bell,,Martin Bell (Politiker),Martin Bell,,,,,,,,,,Martin Bell,,https://upload.wikimedia.org/wikipedia/commons/7/7d/FrontlineClubMeeting1.JPG,male,,1938-08-31,,,Martin,,,,,,,,,,,مارتین بل,,,,,,,,,,,0000 0000 8329 3136,117566475,,no00093149,,,,,,328864919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127341803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333600,,,"Dafydd Wigley, Baron Wigley",,Dafydd Wigley,,,,Dafydd Wigley,,Dafydd Wigley,Dafydd Wigley,,,,,,,Dafydd Wigley,,"Dafydd Wigley, Baron Wigley",Dafydd Wigley,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/89/Dafydd_Wigley.jpg,male,,1943-04-01,,,Dafydd,,,,mr-dafydd-wigley,Dafydd Wigley,,,,,,,Dafydd Wigley,,,Dafydd Wigley,,,,,,,,23865266,,n96061064,,,,,,,,,,,Dafydd Wigley,,,,Dafydd Wigley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dafydd Wigley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dafydd Wigley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333689,,,"Ronnie Fearn, Baron Fearn",,"Ronnie Fearn, Baron Fearn",,Ronnie Fearn,,"Ronnie Fearn, Baron Fearn",,"Ronnie Fearn, Baron Fearn","Ronnie Fearn, Baron Fearn",,,,,,,"Ronnie Fearn, Baron Fearn",,"Ronnie Fearn, Baron Fearn","Ronnie Fearn, Baron Fearn",,,Ronnie Fearn,,,,,,,,,,male,,1931-02-06,,,Ronnie,,,,mr-ronnie-fearn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333722,,,Betty Boothroyd,Betty Boothroyd,Betty Boothroyd,,,,Betty Boothroyd,Betty Boothroyd,Betty Boothroyd,Betty Boothroyd,,,,Betty Boothroyd,Betty Boothroyd,Betty Boothroyd,Betty Boothroyd,,Betty Boothroyd,Betty Boothroyd,,,,,,,,,Betty Boothroyd,,,,female,,1929-10-08,/m/01_8yz,,Betty,,,,miss-betty-boothroyd,,,,,,,,,,,Betty Boothroyd,,,,,,,0000 0001 1511 6776,79425443,119455560,n96103172,,00000021073,,,,,,,,,,,,,,,,,,,,,,,,,,Betty Boothroyd,,,,,,,118713426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betty Boothroyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333807,,,Jim Wallace,,"Jim Wallace, Baron Wallace of Tankerness",,,,"Jim Wallace, Baron Wallace of Tankerness",Jim Wallace,Jim Wallace,"Jim Wallace, Baron Wallace of Tankerness",,,,Jim Wallace,,,"Jim Wallace, Baron Wallace of Tankerness",,Jim Wallace,"Jim Wallace, Baron Wallace of Tankerness",,,,,,,,,,,Jim Wallace,https://upload.wikimedia.org/wikipedia/commons/5/5d/Jim_Wallace.jpg,male,,1954-08-25,/m/02lcvc,,Jim,,,lords/lord-wallace-of-tankerness/630,mr-jim-wallace,,,,,,,,,,,,Jim Wallace,,,,,,,26800966,,no2005078236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seumas Uallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seumas Uallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630
Q333811,,,John Swinney,,John Swinney,,,,John Swinney,,John Swinney,John Swinney,,,,,John Swinney,,John Swinney,,John Swinney,John Swinney,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/c/c5/John_Swinney,_Cabinet_Secretary_for_Sustainable_Growth_(1).jpg",male,,1964-04-13,,,John,,,,mr-john-swinney,,,,,,,,,John Swinney,,,,,,,,,,,,,,,,,,,,,,,John Swinney,,,,,,,,,,,,,,,,,,,,,,,,,,John Swinney,John Swinney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Swinney,,,,,,,,,,,,Con Suinni,,,,Iain MacShuibhne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Con Suinni,,,,,,,,,,,,,,,Iain MacShuibhne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333820,,,Henry McLeish,Henry McLeish,Henry McLeish,,,Henry McLeish,Henry McLeish,,Henry McLeish,Henry McLeish,,,,Henry McLeish,,,Henry McLeish,,Henry McLeish,Henry McLeish,,,,Henry McLeish,Henry McLeish,,,Henry McLeish,Henry McLeish,,,https://upload.wikimedia.org/wikipedia/commons/2/29/Henry_Mcleish.jpg,male,,1948-06-15,/m/02l9s6,,Henry,,,,mr-henry-mcleish,,,,,,,,,,,Henry McLeish,Henry McLeish,,,,,,,59033052,170577848,nr2004018338,,,,,,,,,,,,,,,,,,,Henry McLeish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry McLeish,Henry McLeish,,,,,,,,,,,,,Henry McLeish,,,,,,,,,,,,,Eanraig MacGillÌosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eanraig MacGillÌosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
