id,name,wikipedia__pl,term,group,source,area,area_id,start_date,wikidata,end_date,replaced,name__pl,name__en,gender,birth_date,given_name,image,identifier__viaf,identifier__freebase,identifier__lcauth,identifier__europarlmep,identifier__isni,identifier__bnf,website,identifier__gnd,identifier__sudoc,identifier__nta,identifier__imdb,facebook,family_name,identifier__muzinger,death_date,twitter,identifier__gtaa,identifier__parlement,identifier__ndl,identifier__nla,identifier__nkc,identifier__nukat,identifier__nlp,identifier__ptbnp,identifier__nli,identifier__bne,identifier__bav,identifier__fifa,identifier__catholic_hierarchy,wikipedia__en,identifier__munzinger,name__eo,name__de,name__nl,name__nb,name__da,name__nn,name__sv,name__fr,wikipedia__de,name__de_ch,name__sk,name__it,name__et,wikipedia__commons,wikipedia__et,wikipedia__fr,wikipedia__plwikiquote,wikipedia__sk,name__pt,wikipedia__pt,name__es,name__ro,wikipedia__ro,wikipedia__eo,name__zh_hans,name__zh_hant,name__zh_hk,name__ru,name__fi,name__uk,name__fa,name__zh,wikipedia__fa,wikipedia__fi,wikipedia__it,wikipedia__ru,wikipedia__sv,wikipedia__uk,wikipedia__zh,wikipedia__es,name__lt,wikipedia__lt,name__ksh,wikipedia__ksh,name__ka,name__be,name__cs,name__bg,name__vi,name__la,name__ie,name__lb,name__tr,name__szl,name__hu,name__ko,name__el,name__ca,name__io,name__hy,name__en_ca,name__en_gb,name__pt_br,name__ja,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__cswikiquote,wikipedia__el,wikipedia__hu,wikipedia__ie,wikipedia__io,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__nl,wikipedia__no,wikipedia__simple,wikipedia__szl,wikipedia__tr,wikipedia__vi,name__gl,name__eu,wikipedia__da,wikipedia__eu,wikipedia__gl,name__mg,wikipedia__mg,name__oc,name__he,name__sr_el,name__sr_ec,name__be_tarask,name__sr,wikipedia__be_x_old,wikipedia__he,wikipedia__sr,name__id,wikipedia__dewikiquote,wikipedia__id,wikipedia__itwikiquote,wikipedia__oc,wikipedia__ukwikiquote,name__sl,wikipedia__sl,name__hr,name__csb,wikipedia__csb,name__az,name__br,name__hsb,name__is,name__lv,name__ms,name__sh,name__uz,name__yo,name__yue,name__sco,wikipedia__az,wikipedia__br,wikipedia__hr,wikipedia__hsb,wikipedia__is,wikipedia__lv,wikipedia__ms,wikipedia__nn,wikipedia__sco,wikipedia__sh,wikipedia__uz,wikipedia__yo,wikipedia__zh_yue,name__mwl,wikipedia__mwl,name__nds,name__hi,name__fo,wikipedia__fo,name__af,name__ar,name__kk,name__ast,wikipedia__af,wikipedia__ar,wikipedia__ast,wikipedia__kk,wikipedia__th,name__cy,name__dsb,name__ht,name__mr,name__qu,name__scn,name__zh_cn,name__mn,name__ta,name__crh_latn,name__lmo,name__ne,wikipedia__crh,wikipedia__cy,wikipedia__dsb,wikipedia__enwikiquote,wikipedia__ht,wikipedia__hy,wikipedia__lmo,wikipedia__mn,wikipedia__mr,wikipedia__qu,wikipedia__scn,name__sgs,wikipedia__bat_smg,name__gsw,name__an,name__ia,name__mk,name__na,name__os,name__zh_tw,name__zh_sg,name__zh_mo,name__zh_my,name__kaa,wikipedia__an,wikipedia__eowikiquote,wikipedia__ia,wikipedia__kaa,wikipedia__mk,wikipedia__na,wikipedia__os,name__tl,wikipedia__tl,name__fy,wikipedia__fy,wikipedia__bgwikiquote,name__th,name__vo,wikipedia__vo,name__cv,name__fur,name__ga,name__gd,name__jv,name__mrj,name__sah,name__se,name__sq,name__tt,name__nan,name__ckb,wikipedia__ckb,wikipedia__cv,wikipedia__fur,wikipedia__ga,wikipedia__gd,wikipedia__hewikiquote,wikipedia__hi,wikipedia__jv,wikipedia__ltwikiquote,wikipedia__mrj,wikipedia__nds,wikipedia__plwikisource,wikipedia__sah,wikipedia__se,wikipedia__sq,wikipedia__ta,wikipedia__tt,wikipedia__zh_min_nan,name__diq,name__bs,wikipedia__bs,name__simple,name__mo,wikipedia__mo,identifier__wikidata
antoni-furtak,Antoni Furtak,Antoni Furtak,1,Klub Parlamentarny Porozumienie Ludowe,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo gdańskie,,,Q11686394,,,Antoni Furtak,,male,1944-06-12,Antoni,,311392005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Антоні Фуртак,,Антоні Фуртак,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11686394
sławomir-hardej,Sławomir Hardej,Sławomir Hardej,1,Klub Parlamentarny Porozumienie Ludowe,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa siedleckie i bialskopodlaskie 26,26-1,,Q9353127,,,Sławomir Hardej,,male,,Sławomir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9353127
gabriel-janowski,Gabriel Janowski,Gabriel Janowski,1,Klub Parlamentarny Porozumienie Ludowe,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa siedleckie i bialskopodlaskie 26,26-1,,Q5515698,,,Gabriel Janowski,Gabriel Janowski,male,1947-04-22,Gabriel,,166084794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel Janowski,,,,Gabriel Janowski,,,,,,,,,,,Category:Gabriel Janowski,,,,,,,Gabriel Janowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5515698
wiesław-janowski,Wiesław Janowski,Wiesław Janowski,1,Klub Parlamentarny Porozumienie Ludowe,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,"Województwa ciechanowskie, ostrołęckie i łomżyńskie 24",24-1,,Q9373494,,,Wiesław Janowski,,male,,Wiesław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9373494
feliks-klimczak,Feliks Klimczak,Feliks Klimczak,1,Klub Parlamentarny Porozumienie Ludowe,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa toruńskie i włocławskie 16,16-1,,Q9258648,,,Feliks Klimczak,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9258648
stefan-król,Stefan Król,Stefan Król,1,Klub Parlamentarny Porozumienie Ludowe,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo bydgoskie,,,Q9345124,,,Stefan Król,,male,1953-03-15,Stefan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9345124
piotr-krutul,Piotr Krutul,Piotr Krutul,1,Klub Parlamentarny Porozumienie Ludowe,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa białostockie i suwalskie 25,25-1,,Q11817697,,,Piotr Krutul,,male,,Piotr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11817697
mieczysław-pawlak,Mieczysław Pawlak,Mieczysław Pawlak,1,Klub Parlamentarny Porozumienie Ludowe,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,"Województwa ciechanowskie, ostrołęckie i łomżyńskie",,,Q11779918,,,Mieczysław Pawlak,,male,,Mieczysław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11779918
wanda-sikora,Wanda Sikora,Wanda Sikora,1,Klub Parlamentarny Porozumienie Ludowe,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q9370836,,,Wanda Sikora,,female,,Wanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9370836
henryk-suchora,Henryk Suchora,Henryk Suchora,1,Klub Parlamentarny Porozumienie Ludowe,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa rzeszowskie i tarnobrzeskie 29,29-1,,Q11709092,,,Henryk Suchora,,male,1951-02-19,Henryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11709092
włodzimierz-sumara,Włodzimierz Sumara,Włodzimierz Sumara,1,Klub Parlamentarny Porozumienie Ludowe,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q9382838,,,Włodzimierz Sumara,,male,1946-05-31,Włodzimierz,,,,,,,,,,,,,,,,2010-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9382838
stefan-szańkowski,Stefan Szańkowski,Stefan Szańkowski,1,Klub Parlamentarny Porozumienie Ludowe,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa siedleckie i bialskopodlaskie 26,26-1,,Q9345374,,,Stefan Szańkowski,,male,,Stefan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9345374
tadeusz-szymańczak,Tadeusz Szymańczak,Tadeusz Szymańczak,1,Klub Parlamentarny Porozumienie Ludowe,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa płockie i skierniewickie 3,3-1,,Q9354928,,,Tadeusz Szymańczak,,male,,Tadeusz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9354928
roman-wierzbicki,Roman Wierzbicki,Roman Wierzbicki,1,Klub Parlamentarny Porozumienie Ludowe,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo lubelskie 28,28-1,,Q9312687,,,Roman Wierzbicki,Roman Wierzbicki,male,1937-02-25,Roman,https://upload.wikimedia.org/wikipedia/commons/5/58/Roman_Wierzbicki_Kancelaria_Senatu_2005.jpg,,,,,,,,,,,,,,,2015-08-27,,,,,,,,,,,,,,,,,,Roman Wierzbicki,,,,,,Roman Wierzbicki,,,,,,,,,,,,,Roman Wierzbicki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman Wierzbicki,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman Wierzbicki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9312687
tadeusz-wójcik,Tadeusz Wójcik,Tadeusz Wójcik,1,Klub Parlamentarny Porozumienie Ludowe,https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa krośnieńskie i przemyskie 30,30-1,,Q9355030,,,Tadeusz Wójcik,,male,,Thaddeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9355030
andrzej-anusz,Andrzej Anusz,Andrzej Anusz,1,"Klub Parlamentarny ""Ruch dla Rzeczypospolitej""",https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Lista ogólnopolska,,,Q9151471,,,Andrzej Anusz,,male,,Andrzej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9151471
kazimierz-barczyk,Kazimierz Barczyk,Kazimierz Barczyk,1,"Klub Parlamentarny ""Ruch dla Rzeczypospolitej""",https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo krakowskie 33,33-1,,Q10810466,,,Kazimierz Barczyk,Kazimierz Barczyk,male,1950-01-25,Kazimierz,https://upload.wikimedia.org/wikipedia/commons/4/4e/K.barczyk1.jpg,101686435,,nb2006008682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kazimierz Barczyk,Kazimierz Barczyk,,,,,Kazimierz Barczyk,,,,,,,,Kazimierz Barczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q10810466
roman-bartoszcze,Roman Bartoszcze,Roman Bartoszcze,1,"Klub Parlamentarny ""Ruch dla Rzeczypospolitej""",https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa zielonogórskie i leszczyńskie 14,14-1,,Q4994450,,,Roman Bartoszcze,Roman Bartoszcze,male,1946-12-09,Roman,,,/m/0572ym5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman Bartoszcze,,,Roman Bartoszcze,Roman Bartoszcze,,Roman Bartoszcze,,,Roman Bartoszcze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman Bartoszcze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4994450
janusz-choiński,Janusz Choiński,Janusz Choiński,1,"Klub Parlamentarny ""Ruch dla Rzeczypospolitej""",https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo tarnowskie 31,31-1,,Q11720102,,,Janusz Choiński,,male,,Janusz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11720102
przemysław-hniedziewicz,Przemysław Hniedziewicz,Przemysław Hniedziewicz,1,"Klub Parlamentarny ""Ruch dla Rzeczypospolitej""",https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa płockie i skierniewickie 3,3-1,,Q11828913,,,Przemysław Hniedziewicz,,male,,Przemysław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11828913
andrzej-kostarczyk,Andrzej Kostarczyk,Andrzej Kostarczyk,1,"Klub Parlamentarny ""Ruch dla Rzeczypospolitej""",https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwo częstochowskie 9,9-1,,Q9152537,,,Andrzej Kostarczyk,,male,,Andrzej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9152537
paweł-kotlarski,Paweł Kotlarski,Paweł Kotlarski,1,"Klub Parlamentarny ""Ruch dla Rzeczypospolitej""",https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa konińskie i sieradzkie 6,6-1,,Q11814180,,,Paweł Kotlarski,,male,,Paweł,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11814180
edmund-krasowski,Edmund Krasowski,Edmund Krasowski,1,"Klub Parlamentarny ""Ruch dla Rzeczypospolitej""",https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa olsztyńskie i elbląskie 23,23-1,,Q9250456,,,Edmund Krasowski,,male,,Edmund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9250456
jan-mizikowski,Jan Mizikowski,Jan Mizikowski,1,"Klub Parlamentarny ""Ruch dla Rzeczypospolitej""",https://pl.wikipedia.org/w/index.php?title=Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_I_kadencji&stable=0,Województwa siedleckie i bialskopodlaskie 26,26-1,,Q11718430,,,Jan Mizikowski,,male,1931-05-04,Jan,,,,,,,,,,,,,,,,1999-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11718430
