id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,honorific_prefix,birth_date,identifier__freebase,family_name,given_name,identifier__ISNI,identifier__NLA,website,identifier__NNDB,death_date,identifier__Muzinger,twitter,identifier__BNF,identifier__NLI,identifier__NTA,instagram,facebook,identifier__ATP,identifier__ITF,wikipedia__en,identifier__Munzinger,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__pl,name__fr,name__ru,name__es,name__fi,name__it,name__la,name__de,name__ja,name__cs,name__fa,name__hr,name__nl,name__zh,name__sv,name__uk,name__mr,name__de_ch,name__el,name__en_ca,name__en_gb,name__he,name__id,name__ko,name__nb,name__pt_br,name__sh,name__ta,name__vi,name__hu,name__ms,name__be_tarask,name__da,name__fo,name__is,name__kl,name__nn,name__tl,name__sco,name__af,name__et,name__tr,name__ne,name__be,name__ur,name__bn,name__ro,name__sr,name__min,name__mn,name__hi,name__lt,name__bg,name__ar,name__io,name__th,name__ca,name__hy,name__mk,name__lv,name__mg,name__yi,name__ka,name__ckb,name__eo,wikipedia__af,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mg,wikipedia__min,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__ur,wikipedia__vi,wikipedia__yi,wikipedia__zh,name__sq,wikipedia__sq,name__si,wikipedia__si,name__nds,name__eu,name__qu,name__uz,name__vo,name__oc,name__ga,name__bi,name__hak,name__rm,name__nan,name__arz,name__ug,name__yo,name__ml,name__yue,name__ht,name__wuu,name__ku,name__sk,name__cy,name__war,name__tpi,name__ceb,name__br,name__kn,wikipedia__arz,wikipedia__bi,wikipedia__br,wikipedia__ceb,wikipedia__cswikiquote,wikipedia__cy,wikipedia__enwikisource,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__ht,wikipedia__kn,wikipedia__ku,wikipedia__ml,wikipedia__oc,wikipedia__qu,wikipedia__rm,wikipedia__sk,wikipedia__tpi,wikipedia__ug,wikipedia__uz,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__enwikinews,name__an,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__gd,name__gl,name__gsw,name__ia,name__ie,name__kg,name__lb,name__li,name__lij,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__sc,name__scn,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__wa,name__wo,name__zu,wikipedia__lb,wikipedia__mk,original_wikiname,name__szl,name__bcl,name__my,name__az,name__vep,name__ksh,name__nah,name__mwl,wikipedia__az,wikipedia__bcl,wikipedia__gd,wikipedia__ie,wikipedia__is,wikipedia__ksh,wikipedia__mwl,wikipedia__my,wikipedia__nah,wikipedia__nds,wikipedia__nn,wikipedia__plwikiquote,wikipedia__sw,wikipedia__szl,wikipedia__trwikiquote,wikipedia__vep,identifier__MusicBrainz,identifier__discogs
Q4757684,Andrew Laming,Andrew Laming,https://upload.wikimedia.org/wikipedia/commons/9/9e/Andrew_Laming.JPG,male,,,,,,1966-09-30,,,Andrew,,,,,,,,,,,,,,,Andrew Laming,,,,,,,,,,Andrew Laming,,Andrew Laming,,,,Andrew Laming,,,,,Andrew Laming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Laming,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4757734,Andrew Leigh,Andrew Leigh,https://upload.wikimedia.org/wikipedia/commons/8/87/Andrew_Leigh_MP.jpg,male,103138777,,,,,1972-08-03,,,Andrew,0000 0001 1496 4503,,,,,,,,,,,,,,Andrew Leigh,,,,,,,,,,Andrew Leigh,,,,,,Andrew Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4758125,Andrew Nikolić,Andrew Nikolić,https://upload.wikimedia.org/wikipedia/commons/1/15/Andrew_Nikolic_-June_2009.jpg,male,,,,,,1961-06-20,,Nikolić,Andrew,,,http://andrewnikolic.com/,,,,,,,,,,,,Andrew Nikolic,,,,,,,,,,,,,,,,Andrew Nikolić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Nikolic,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4861362,Barnaby Joyce,Barnaby Joyce,https://upload.wikimedia.org/wikipedia/commons/9/96/Senator_Barnaby_Joyce.jpg,male,,,,,,1967-04-17,,,,,,,,,,,,,,,,,,Barnaby Joyce,,,,,,,,,Barnaby Joyce,Barnaby Joyce,,Barnaby Joyce,,,,Barnaby Joyce,,,,,Barnaby Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnaby Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnaby Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4932983,Bob Katter,Bob Katter,https://upload.wikimedia.org/wikipedia/commons/a/af/Katter_tally_room.jpg,male,294893813,,,,,1945-05-22,,,Bob,,,,,,,,,,,,,,,Bob Katter,,,,,,,,,,Bob Katter,,Bob Katter,,,,Bob Katter,,,,,Bob Katter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bob Katter,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4961047,Brendan O'Connor,Brendan O'Connor,"https://upload.wikimedia.org/wikipedia/commons/f/ff/The_Hon_Brendan_O'Connor_MP,_Federal_Member_for_Gorton.jpg",male,,,,,,1962-03-02,,,Brendan,,,,,,,,,,,,,,,Brendan O'Connor (politician),,,,,,,,,Brendan O'Connor,Brendan O'Connor,,Brendan O'Connor,,,,Brendan O'Connor,,,,,Brendan O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brendan O’Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brendan O'Connor (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q5052776,Catherine King,Catherine King,https://upload.wikimedia.org/wikipedia/commons/c/cb/Catherine_King_Headshot.JPG,female,,,,,,1966-06-02,,,Catherine,,,,,,,,,,,,,,,Catherine King (politician),,,,,,,,,,Catherine King,,Catherine King,,,,,,,,,Catherine King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catherine King (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q16185462,Cathy McGowan,Cathy McGowan,,female,273305801,,,,,1953-11-29,,,Cathy,,,,,,,,,,,,,,,Cathy McGowan (politician),,,,,,,,,,,,,,,,Cathy McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathy McGowan (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q5106836,Chris Hayes,Chris Hayes,,male,305131574,,,,,1955-07-17,,,Chris,,,,,,,,,,,,,,,Chris Hayes (politician),,,,,,,,,,Chris Hayes,,Chris Hayes,,,,Chris Hayes,,,,,Chris Hayes,,Chris Hayes,,,,,,,,,,Chris Hayes,,,,,,,,Chris Hayes,,,,Chris Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Hayes (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q5126228,Clare O'Neil,Clare O'Neil,,female,,,,,,1980-09-12,,,Clare,,,,,,,,,,,,,,,Clare O'Neil,,,,,,,,,,Clare O'Neil,,Clare O'Neil,,,,Clare O'Neil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clare O'Neil,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5181115,Craig Kelly,Craig Kelly,,male,,,,,,1963-09-29,,,Craig,,,,,,,,,,,,,,,Craig Kelly (politician),,,,,,,,,,Craig Kelly,,,,,,Craig Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Craig Kelly (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q16213600,Craig Laundy,Craig Laundy,,male,,,,,,1971-02-16,,,Craig,,,,,,,,,,,,,,,Craig Laundy,,,,,,,,,,Craig Laundy,,,,,,Craig Laundy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Craig Laundy,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5258570,Dennis Jensen,Dennis Jensen,,male,,,,,,1962-02-28,,,Dennis,,,,,,,,,,,,,,,Dennis Jensen,,,,,,,,,,Dennis Jensen,,Dennis Jensen,,,,Dennis Jensen,,,,,Dennis Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dennis Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5334974,Ed Husic,Ed Husic,,male,,,,,,1970-02-03,,,Ed,,,,,,,,,,,,,,,Ed Husic,,,,,,,,,,Ed Husic,,Ed Husic,,,,Ed Husic,,,,,,,,,,,,,,,Ed Husic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ed Husic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ed Husic,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16730000,Eric Hutchinson,Eric Hutchinson,,male,,,,,,1965-06-19,,,Eric,,,,,,,,,,,,,,,Eric Hutchinson (politician),,,,,,,,,,,,,,,,Eric Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric Hutchinson (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q5418982,Ewen Jones,Ewen Jones,,male,,,,,,1960-03-07,,Jones,,,,,,,,,,,,,,,,Ewen Jones,,,,,,,,,,Ewen Jones,,,,,,Ewen Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ewen Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5525157,Gary Gray,Gary Gray,https://upload.wikimedia.org/wikipedia/commons/1/18/Gary_Gray_September_2011.jpg,male,,,,,,1958-04-30,,,Gary,,,,,,,,,,,,,,,Gary Gray (Australian politician),,,,,,,,,,Gary Gray,,Gary Gray,,,,Gary Gray,,,,,Gary Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gary Gray (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q5605742,Greg Hunt,Greg Hunt,,male,,,,,,1965-11-18,,Hunt,Greg,,,,,,,,,,,,,,,Greg Hunt,,,,,,,,,Greg Hunt,Greg Hunt,,Greg Hunt,,Greg Hunt,,Greg Hunt,,,,,Greg Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greg Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greg Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16215281,Ian Goodenough,Ian Goodenough,,male,,,,,,1975-07-03,,,Ian,,,,,,,,,,,,,,,Ian Goodenough,,,,,,,,,,Ian Goodenough,,,,Ian Goodenough,,Ian Goodenough,,,,,Ian Goodenough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ian Goodenough,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5982149,Ian Macfarlane,Ian Macfarlane,https://upload.wikimedia.org/wikipedia/commons/d/de/Ian_Macfarlane.JPG,male,,,,,,1955-04-05,,,Ian,,,,,,,,,,,,,,,Ian Macfarlane (politician),,,,,,,,,Ian Macfarlane,Ian Macfarlane,,Ian Macfarlane,,,,Ian Macfarlane,,,,,Ian Macfarlane,,Ian Macfarlane,,,,,,,,,,Ian Macfarlane,,,,,,,,Ian Macfarlane,,,,Ian Macfarlane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ian Macfarlane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ian Macfarlane (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q434649,Jenny Macklin,Jenny Macklin,https://upload.wikimedia.org/wikipedia/commons/3/3a/Jennymacklin.JPG,female,,,,,,1953-12-29,,,Jenny,,,,,,,,,,,,,,,Jenny Macklin,,,,,,,,,Jenny Macklin,Jenny Macklin,,Jenny Macklin,,,,Jenny Macklin,,,,,Jenny Macklin,,Jenny Macklin,,,,,,,,,,Jenny Macklin,,,,,,,,Jenny Macklin,,,,Jenny Macklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenny Macklin,,,,,,,,Jenny Macklin,,,,,,,,,,,,,,,,,,,,,,,,Jenny Macklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenny Macklin,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6192858,Jill Hall,Jill Hall,,female,305131576,,,,,1949-11-16,,,Jill,,,,,,,,,,,,,,,Jill Hall,,,,,,,,,,,,Jill Hall,,,,Jill Hall,,,,,Jill Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jill Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6210353,Joe Hockey,Joe Hockey,https://upload.wikimedia.org/wikipedia/commons/7/79/Joe_hockey.PNG,male,310665026,1067509097,,,,1965-08-02,,,Joe,,,,,,,,,,,,,,,Joe Hockey,,,,,,,,,Joe Hockey,Joe Hockey,,Joe Hockey,,,,Joe Hockey,,,,,Joe Hockey,乔·霍基,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Joe Hockey,,,Joe Hockey,,,,,,,,Joe Hockey,,,,,,,,,,,,,,,,,,,,,,,,Joe Hockey,,,,,,,,,,,,,,,,,,,,乔·霍基,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Hockey,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6308446,Julie Owens,Julie Owens,https://upload.wikimedia.org/wikipedia/commons/1/1d/Former_Labor_PM_Bob_Hawke_and_Labor_MP_Julie_Owens_campaigning_in_2007_(1).jpg,female,,,,,,1958-10-17,,,Julie,,,,,,,,,,,,,,,Julie Owens,,,,,,,,,,Julie Owens,,Julie Owens,,,,Julie Owens,,,,,Julie Owens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julie Owens,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16195680,Karen McNamara,Karen McNamara,,female,,,,,,1964-04-23,,,Karen,,,,,,,,,,,,,,,Karen McNamara,,,,,,,,,,Karen McNamara,,,,,,Karen McNamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karen McNamara,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6386229,Kelly O'Dwyer,Kelly O'Dwyer,,female,,,,,,1977-03-31,,,Kelly,,,,,,,,,,,,,,,Kelly O'Dwyer,,,,,,,,,Kelly O'Dwyer,Kelly O'Dwyer,,Kelly O'Dwyer,,,,Kelly O'Dwyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kelly O’Dwyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kelly O'Dwyer,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6388253,Ken O'Dowd,Ken O'Dowd,,male,,,,,,1950-06-30,,,Ken,,,,,,,,,,,,,,,Ken O'Dowd,,,,,,,,,,Ken O'Dowd,,,,,,Ken O'Dowd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken O'Dowd,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16195119,Kevin Hogan,Kevin Hogan,,male,,,,,,1963-08-11,,,Kevin,,,,,,,,,,,,,,,Kevin Hogan (politician),,,,,,,,,,Kevin Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kevin Hogan (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q6688848,Louise Markus,Louise Markus,,female,,,,,,1958-09-06,,,Louise,,,,,,,,,,,,,,,Louise Markus,,,,,,,,,,Louise Markus,,Louise Markus,,,,Louise Markus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louise Markus,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6702024,Luke Hartsuyker,Luke Hartsuyker,,male,,,,,,1959-04-28,,,Luke,,,,,,,,,,,,,,,Luke Hartsuyker,,,,,,,,,,Luke Hartsuyker,,Luke Hartsuyker,,,,Luke Hartsuyker,,,,,Luke Hartsuyker,,Luke Hartsuyker,,,,,,,,,,Luke Hartsuyker,,,,,,,,Luke Hartsuyker,,,,Luke Hartsuyker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luke Hartsuyker,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16729935,Luke Howarth,Luke Howarth,,male,,,,,,1972-06-06,,,Luke,,,,,,,,,,,,,,,Luke Howarth,,,,,,,,,,Luke Howarth,,,,,,Luke Howarth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luke Howarth,,,,,,,,,,,,,,,,,,,,,,,,,,
